ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2807,53,27,59,90740,2,0.8,3,0,0,0,0,1,0
2500,53,27,38,94105,4,2.8,2,144,0,1,0,1,0
37,59,35,121,94720,1,2.9,1,0,0,0,0,0,1
120,32,7,112,94304,1,4.6,1,366,0,0,0,0,0
3684,53,27,62,95070,3,3.0,2,0,0,1,0,0,0
573,39,15,128,92333,1,3.4,1,0,0,0,0,0,0
876,61,36,21,95616,4,0.4,2,123,0,0,0,0,0
2183,40,14,22,94566,2,1.4,3,0,0,0,0,0,0
2244,54,28,79,91342,3,1.7,2,150,0,0,0,1,1
1508,43,18,50,91006,4,1.9,3,0,0,0,0,0,0
260,56,30,55,94107,1,1.4,1,77,0,0,0,1,0
618,46,20,74,94024,4,2.6,3,0,0,0,0,1,0
650,25,-1,82,92677,4,2.1,3,0,0,0,0,1,0
712,62,37,83,91754,3,1.8,2,187,0,1,0,0,0
1926,43,19,81,90245,1,0.3,1,218,0,0,0,1,0
2220,52,22,58,93101,4,2.0,3,223,0,0,0,1,0
983,58,33,52,94402,3,0.5,2,0,0,0,0,0,1
4135,35,11,85,92154,4,0.1,2,131,0,0,0,0,0
4589,35,10,85,95351,4,2.1,3,0,0,0,0,0,1
583,44,18,72,95678,1,0.7,3,155,0,0,0,0,0
2400,62,36,41,90245,2,1.0,3,154,0,1,0,1,0
1223,61,37,20,90011,3,0.4,2,94,0,0,0,0,0
3510,38,12,61,91330,3,0.9,3,0,0,0,0,0,0
859,45,19,19,94720,3,0.5,2,0,0,0,0,1,0
1934,63,39,40,91311,4,1.2,2,0,0,0,0,1,0
3382,39,15,143,91711,1,3.5,1,0,0,0,0,1,1
1611,38,14,103,94305,1,0.8,2,0,0,0,0,0,1
4389,47,21,123,90840,1,7.3,1,0,0,0,0,0,0
1731,41,17,51,94402,2,0.6,3,0,0,0,0,0,1
4578,63,37,80,90401,2,1.7,3,0,0,0,0,1,1
665,54,30,64,95126,1,1.8,3,227,0,0,0,0,1
1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0
2733,33,9,38,93106,1,2.1,3,133,0,0,0,0,0
400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1
4053,43,19,54,94608,2,1.7,1,0,0,0,0,1,0
2689,56,30,34,94542,2,0.7,2,0,0,0,0,1,0
1369,46,21,40,94025,4,1.9,3,122,0,0,0,1,0
2030,30,3,61,92152,4,2.0,2,0,0,0,0,1,0
1808,46,20,61,90036,2,0.4,3,0,0,0,0,0,0
3358,32,6,112,94111,1,2.7,2,408,0,1,1,1,1
2396,44,17,25,95064,3,1.0,2,0,0,0,0,0,1
3680,49,23,134,90095,2,6.3,1,0,0,0,0,1,0
2140,57,32,113,91768,1,0.1,3,0,0,0,0,1,0
2646,36,12,93,95125,2,2.2,1,0,0,0,0,1,0
3968,40,15,22,94306,1,0.6,3,0,0,0,0,1,0
2666,35,9,105,90064,2,4.5,3,0,0,0,0,0,0
3668,27,3,59,94590,4,1.6,1,0,0,0,0,1,0
1467,33,9,145,94303,2,4.33,1,277,0,0,0,0,1
1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0
4221,54,30,39,94806,4,0.1,3,0,0,1,0,1,0
3211,43,19,60,94301,2,2.5,1,0,0,1,0,0,0
3898,56,31,64,90245,2,2.3,3,0,0,0,0,0,0
2885,28,2,48,93943,4,2.1,3,0,0,0,0,1,1
2319,60,34,23,94803,1,0.8,2,112,0,0,0,1,0
1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0
453,39,13,21,94022,3,0.2,2,0,0,0,0,0,0
3203,30,4,25,92173,2,0.3,1,0,0,1,0,1,0
3497,37,13,49,91711,4,2.0,3,192,0,0,0,0,0
1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0
211,51,26,20,92131,2,0.0,1,0,0,0,0,0,0
512,31,5,82,94143,4,2.2,2,0,0,0,0,0,0
4365,59,35,75,92121,4,2.3,3,0,0,1,0,0,0
2310,36,12,29,94583,1,1.33,1,81,0,0,0,1,0
3735,43,19,72,95193,4,0.2,3,0,0,0,0,1,0
530,39,15,82,95207,1,0.8,2,0,0,0,0,1,0
10,34,9,180,93023,1,8.9,3,0,1,0,0,0,0
17,38,14,130,95010,4,4.7,3,134,1,0,0,0,0
19,46,21,193,91604,2,8.1,3,0,1,0,0,0,0
30,38,13,119,94104,1,3.3,2,0,1,0,1,1,1
39,42,18,141,94114,3,5.0,3,0,1,1,1,1,0
43,32,7,132,90019,4,1.1,2,412,1,0,0,1,0
48,37,12,194,91380,4,0.2,3,211,1,1,1,1,1
54,50,26,190,90245,3,2.1,3,240,1,0,0,1,0
58,56,31,131,95616,2,1.2,3,0,1,0,0,0,0
76,31,7,135,94901,4,3.8,2,0,1,0,1,1,1
79,54,30,133,93305,2,2.6,3,0,1,0,0,0,0
91,55,30,118,90277,4,5.6,2,0,1,0,0,1,0
132,58,34,149,93720,4,7.2,2,0,1,0,1,1,1
152,26,0,132,92834,3,6.5,3,0,1,0,0,0,1
161,29,0,134,95819,4,6.5,3,0,1,0,0,0,0
175,42,17,168,95503,2,7.9,2,0,1,0,0,1,0
184,29,3,148,92173,3,4.1,1,0,1,0,0,1,0
188,46,21,159,94305,3,1.9,3,315,1,0,0,1,0
200,36,11,158,92152,1,5.1,3,0,1,0,1,1,1
210,64,39,172,94707,4,3.1,1,282,1,0,1,1,1
244,65,39,170,90095,3,7.9,3,99,1,0,1,1,0
248,53,29,120,92626,4,2.7,2,111,1,1,1,1,0
252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0
255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0
262,42,16,111,93106,2,1.2,3,251,1,0,0,1,0
289,44,19,172,94306,2,4.3,3,391,1,1,1,1,0
300,41,15,159,90057,1,5.5,3,0,1,0,1,1,0
304,49,25,195,95605,4,3.0,1,617,1,0,0,0,0
317,57,31,165,95054,1,1.6,2,0,1,0,0,1,0
318,40,16,119,91335,2,4.2,2,0,1,0,0,1,0
322,44,20,101,92717,3,4.4,2,82,1,0,0,0,0
323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0
324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0
325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0
349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1
350,26,2,60,93407,2,3.0,1,132,1,0,0,0,0
352,28,4,155,92182,4,5.3,2,0,1,0,0,1,0
366,57,32,174,90089,1,6.8,2,466,1,0,0,1,0
383,65,41,133,94904,4,2.0,1,0,1,0,0,0,1
389,54,30,100,95814,4,3.4,3,0,1,0,0,0,0
401,36,10,179,94542,3,6.6,1,0,1,0,0,1,0
422,28,3,115,92333,4,3.1,2,0,1,0,0,0,0
439,58,32,113,93943,2,3.8,2,119,1,0,1,1,1
443,58,28,122,95136,1,3.0,3,115,1,0,0,1,0
463,29,4,183,91423,3,8.3,3,0,1,0,0,1,0
464,48,22,149,94928,2,5.5,2,0,1,1,1,1,0
465,43,19,83,94305,4,3.6,3,0,1,0,0,0,1
474,64,39,182,93955,1,1.2,2,547,1,0,0,1,0
476,43,19,152,92008,3,6.1,2,0,1,0,0,0,0
483,56,32,173,94022,1,4.6,2,88,1,0,1,1,0
506,36,12,69,94305,3,3.1,2,0,1,0,0,1,0
529,64,39,122,90089,4,0.2,1,378,1,0,0,1,0
538,44,20,131,90717,1,4.9,3,0,1,0,0,1,0
567,53,28,175,95060,3,3.6,3,0,1,0,1,1,1
571,49,25,161,94928,3,6.5,2,485,1,1,1,0,0
597,48,22,152,94022,1,3.5,3,0,1,0,0,1,0
608,28,3,170,95014,1,0.1,3,0,1,0,0,0,0
621,33,8,115,91129,4,2.9,2,0,1,0,0,1,0
633,57,32,165,94720,4,2.7,3,0,1,0,0,1,0
651,47,22,122,90037,1,5.1,3,163,1,1,0,0,0
655,54,29,129,93940,4,4.2,3,0,1,0,0,0,0
663,65,41,185,93561,3,2.0,2,0,1,0,0,0,0
672,65,41,105,92612,1,3.0,2,282,1,1,1,1,0
682,34,9,164,94720,1,6.0,3,0,1,0,0,1,0
703,35,9,109,92709,3,4.0,1,0,1,0,0,0,0
723,45,21,132,91103,3,1.2,2,0,1,0,1,1,1
729,45,20,114,94720,2,4.4,2,0,1,0,0,0,0
737,61,35,152,91016,3,3.3,3,0,1,0,0,1,0
738,64,37,138,94709,2,2.8,2,0,1,0,0,1,0
766,47,21,109,95822,4,1.8,1,0,1,0,0,0,0
771,26,2,172,94551,2,6.9,2,0,1,0,0,1,0
773,54,28,165,92093,1,4.1,3,0,1,0,1,1,1
777,50,26,135,92121,2,4.6,3,91,1,0,0,1,0
780,53,28,192,94304,2,6.4,3,0,1,0,0,0,0
782,56,32,158,94588,3,3.7,3,0,1,0,0,1,0
783,54,30,194,92056,3,6.0,3,587,1,1,1,1,1
788,45,15,202,91380,3,10.0,3,0,1,0,0,0,0
806,55,29,132,95758,3,5.9,2,307,1,0,0,0,0
814,50,25,130,94720,1,1.1,2,0,1,0,0,1,0
835,36,12,150,95138,4,5.4,1,0,1,1,1,1,0
860,63,37,124,92182,3,5.0,2,170,1,0,0,0,0
889,57,33,182,94114,2,3.3,3,372,1,0,0,0,0
892,32,6,120,94102,4,5.4,1,301,1,0,1,1,1
897,50,24,161,95133,3,3.4,1,212,1,0,0,1,0
900,30,3,172,91302,3,3.4,2,0,1,0,0,0,1
915,65,41,195,91711,3,0.4,1,0,1,1,1,0,1
928,65,40,95,95014,3,3.7,2,138,1,0,0,0,1
941,61,36,193,94303,1,4.7,3,203,1,0,0,1,0
942,38,13,129,92093,4,4.4,1,140,1,0,0,0,0
952,59,34,83,94105,2,3.4,3,0,1,0,0,1,0
955,37,12,169,91107,2,5.2,3,249,1,0,0,1,0
966,62,36,135,94301,2,5.2,2,0,1,0,0,1,0
972,43,19,174,92028,3,1.7,3,231,1,0,1,1,1
976,63,38,83,92122,2,3.4,1,0,1,0,0,0,0
982,36,12,142,90064,3,2.3,2,0,1,0,1,1,1
994,41,15,185,91775,1,3.6,2,0,1,0,0,0,0
1008,44,19,99,95064,3,3.5,3,357,1,0,0,0,0
1015,50,26,192,90245,2,1.8,3,301,1,0,1,1,1
1023,27,3,118,95605,1,3.3,2,0,1,0,0,1,0
1025,58,33,122,93711,4,0.2,2,0,1,0,1,1,0
1029,29,4,110,92096,4,2.5,3,0,1,0,0,0,0
1039,56,30,145,95831,4,5.7,2,0,1,0,1,1,1
1040,41,16,175,94304,2,1.1,3,0,1,0,0,1,0
1051,53,27,145,90095,2,6.1,3,294,1,0,1,1,1
1063,47,21,83,92220,1,3.8,1,97,1,0,0,0,0
1065,41,17,138,95008,3,6.9,2,0,1,0,0,1,0
1067,30,5,125,90016,4,0.5,3,0,1,0,1,1,0
1070,44,18,75,91203,2,3.5,1,0,1,0,0,1,0
1078,29,3,175,90095,3,3.3,3,329,1,0,0,1,0
1085,60,35,191,93407,4,5.6,3,0,1,0,0,0,0
1098,50,24,188,92007,3,1.3,1,184,1,0,0,0,1
1106,35,10,182,95051,1,0.3,2,229,1,0,1,1,1
1127,32,8,104,95192,2,3.7,1,0,1,0,0,0,1
1129,30,5,171,94025,2,1.9,2,0,1,0,0,0,0
1130,30,4,73,94305,3,3.3,1,0,1,0,1,1,1
1138,51,26,134,90230,4,4.5,3,0,1,1,1,1,0
1142,32,7,143,91365,3,2.9,3,0,1,0,0,1,0
1144,33,7,120,94022,1,3.2,3,0,1,0,0,1,0
1162,36,11,181,94309,3,1.4,1,0,1,0,0,0,0
1165,41,17,94,90071,3,3.8,2,327,1,1,1,1,0
1167,30,5,112,91711,4,5.0,2,0,1,0,0,0,1
1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0
1178,28,3,71,90405,1,3.3,2,149,1,1,1,1,0
1196,32,7,123,92407,2,2.9,2,0,1,0,0,1,0
1205,26,1,190,91604,4,1.3,2,197,1,0,0,1,0
1207,63,37,165,95035,4,5.1,3,0,1,0,0,0,0
1226,30,6,118,94534,2,2.8,2,0,1,0,0,0,0
1238,38,13,169,92093,1,6.8,3,0,1,0,1,1,1
1245,33,8,130,94720,3,6.3,2,99,1,0,0,0,1
1274,60,35,130,95741,3,6.3,3,437,1,0,1,1,1
1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1
1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1
1321,31,7,192,90250,1,0.0,2,0,1,0,0,1,0
1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1
1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0
1340,52,25,180,94545,2,9.0,2,297,1,0,0,1,0
1350,26,2,171,93943,3,6.0,2,0,1,0,0,1,0
1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0
1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0
1376,50,26,179,92612,1,2.9,3,0,1,0,0,0,1
1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0
1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0
1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1
1408,63,39,101,94306,2,3.9,3,294,1,0,0,1,0
1409,40,14,129,90089,1,5.9,3,0,1,0,0,1,0
1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1
1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1
1445,60,33,154,90740,1,3.0,2,0,1,1,1,1,0
1479,65,39,160,94803,4,3.8,1,237,1,0,0,1,0
1487,35,9,141,93022,2,4.5,2,0,1,0,0,0,0
1496,52,28,178,92647,3,5.4,3,147,1,0,0,1,0
1500,52,26,91,92173,1,4.3,2,0,1,0,1,1,1
1505,30,6,191,92028,2,4.4,2,0,1,0,0,1,0
1519,43,17,64,95053,4,3.0,3,221,1,0,0,1,0
1525,40,16,155,94002,4,0.1,3,0,1,0,1,1,1
1560,59,35,102,92677,4,3.0,2,115,1,0,0,1,0
1571,41,16,114,94705,4,3.5,1,0,1,0,0,0,1
1578,34,8,65,92093,1,3.0,1,227,1,0,0,1,0
1580,29,5,122,94305,4,3.0,1,0,1,0,0,0,1
1583,43,19,170,92037,4,4.25,1,318,1,0,1,1,1
1584,61,36,184,92028,4,2.3,2,342,1,0,1,1,1
1590,57,32,124,90049,1,0.2,2,0,1,0,0,1,0
1593,56,31,192,90089,1,7.0,3,0,1,0,1,1,0
1604,36,6,138,92152,1,7.0,3,86,1,0,0,1,0
1605,55,29,111,90502,2,3.6,3,0,1,0,0,0,1
1617,48,23,84,94402,4,3.1,2,0,1,1,1,1,0
1630,53,29,154,93407,4,7.4,3,0,1,0,0,0,0
1632,61,36,153,91105,1,2.6,2,0,1,1,1,0,1
1633,31,5,93,95032,2,3.1,2,0,1,0,0,1,0
1638,30,6,193,94022,3,6.3,3,0,1,0,0,1,0
1642,58,34,152,92182,4,3.6,3,0,1,0,0,0,0
1652,62,36,158,94301,2,6.3,3,0,1,0,0,1,0
1653,48,18,182,92626,4,6.0,3,0,1,0,0,1,0
1660,33,7,139,95828,1,4.0,3,106,1,0,1,1,1
1667,51,25,190,95138,2,4.2,2,0,1,0,0,1,0
1673,48,23,173,94546,3,0.2,1,0,1,0,1,1,1
1675,37,11,139,95814,2,0.8,2,421,1,0,0,1,0
1680,57,31,114,94590,4,5.2,1,0,1,1,1,1,0
1732,43,19,125,92122,3,2.4,1,0,1,0,0,1,0
1753,33,8,155,92717,1,7.4,3,0,1,0,0,0,0
1769,43,18,128,92093,4,5.3,1,84,1,0,0,0,0
1785,54,29,119,91355,3,2.0,1,0,1,1,1,0,0
1790,44,20,171,91330,4,0.7,1,567,1,0,1,1,1
1794,35,9,113,94596,3,0.8,3,0,1,0,0,1,0
1795,56,32,98,91355,3,3.9,3,0,1,0,0,0,0
1799,44,20,185,94086,3,2.7,1,0,1,0,0,1,0
1823,48,23,112,93014,1,5.1,2,86,1,1,1,1,0
1825,49,23,194,94022,4,8.3,2,0,1,0,0,0,1
1826,56,32,161,94720,1,5.8,3,0,1,1,0,0,0
1834,34,9,178,94303,1,0.8,3,0,1,0,0,0,0
1861,30,6,179,91103,3,4.9,1,142,1,0,0,1,0
1871,63,37,110,95032,1,4.1,3,0,1,0,0,0,0
1883,56,32,125,91330,3,0.6,1,342,1,0,1,1,1
1890,56,30,111,93106,4,0.3,1,372,1,1,1,1,0
1913,42,16,191,94304,3,4.8,2,0,1,1,1,1,0
1914,57,33,134,92110,4,0.9,1,198,1,0,0,1,0
1919,39,9,118,93555,2,6.0,3,246,1,0,1,1,1
1936,34,9,191,94086,1,4.8,3,0,1,0,1,1,1
1938,51,25,181,95051,1,3.3,3,589,1,1,1,1,0
1999,56,32,103,94111,3,4.0,3,0,1,0,0,0,0
2002,44,17,128,94928,2,3.25,2,0,1,0,0,0,1
2003,30,4,142,92126,3,4.2,1,359,1,0,0,0,0
2006,47,23,170,90254,2,6.5,2,0,1,0,1,1,1
2015,49,19,169,95054,3,5.67,3,167,1,0,1,0,1
2022,46,20,103,91380,4,4.8,3,0,1,0,0,1,0
2025,36,12,113,94305,4,0.2,1,0,1,0,0,0,0
2042,45,20,180,95403,3,8.5,2,535,1,0,0,0,0
2047,43,16,161,95134,3,8.0,2,0,1,0,1,1,1
2048,63,38,134,90640,3,4.0,2,0,1,0,0,0,1
2062,63,38,159,93950,4,4.9,2,111,1,0,0,0,0
2078,34,9,160,94108,4,8.0,3,0,1,0,0,0,1
2088,51,27,188,94305,2,6.9,2,343,1,0,0,1,0
2096,47,21,174,94025,4,3.2,3,0,1,0,0,0,0
2102,35,5,203,95032,1,10.0,3,0,1,0,0,0,0
2110,47,23,178,93014,1,6.5,3,0,1,0,0,0,0
2137,50,26,115,95008,1,1.2,3,0,1,0,0,0,1
2145,33,6,168,94720,3,5.67,2,0,1,1,1,1,0
2159,50,25,83,94720,4,3.1,1,0,1,0,0,0,1
2160,61,35,99,94085,1,4.8,3,255,1,0,0,0,1
2179,37,13,158,93943,2,2.3,2,0,1,0,1,1,1
2185,62,36,183,90095,2,3.4,3,0,1,0,0,0,0
2195,34,9,123,94553,1,1.6,2,0,1,0,0,1,0
2197,51,24,189,95211,4,4.75,2,0,1,0,0,1,0
2208,38,12,180,90245,1,2.8,3,158,1,0,0,1,0
2216,28,3,193,94501,3,4.0,2,0,1,0,0,1,0
2218,48,24,162,91355,4,3.3,2,446,1,0,1,1,0
2231,36,11,183,94704,1,3.0,3,0,1,0,1,1,1
2247,35,11,190,92093,3,3.1,2,266,1,0,0,0,0
2262,30,3,150,94305,4,5.0,2,0,1,0,0,1,0
2263,55,29,131,95070,2,0.7,2,0,1,0,0,0,1
2268,38,13,168,92647,2,1.3,3,0,1,0,0,0,0
2269,27,3,105,94304,1,3.0,2,0,1,1,0,0,0
2277,29,3,172,92093,4,4.4,1,0,1,0,0,0,0
2286,48,22,114,92007,1,2.4,3,0,1,0,0,1,0
2293,57,33,170,95051,2,2.1,2,0,1,0,0,0,0
2305,27,2,170,95818,3,4.7,1,0,1,0,0,1,0
2316,52,26,182,95818,2,1.4,2,0,1,0,0,1,0
2318,31,5,129,95814,3,5.9,3,319,1,1,1,0,1
2329,27,2,130,92182,3,4.4,1,192,1,0,0,1,0
2338,43,16,201,95054,1,10.0,2,0,1,0,0,0,1
2346,65,40,89,90291,1,4.1,1,299,1,0,1,1,0
2357,31,5,184,92064,4,3.4,2,0,1,0,1,1,1
2360,36,12,123,95060,2,5.6,2,0,1,0,1,1,1
2362,36,12,109,94928,3,0.5,3,0,1,1,1,1,0
2374,33,9,184,94304,2,4.8,2,0,1,0,0,0,0
2383,46,20,185,94131,4,7.5,2,428,1,0,0,0,1
2386,43,17,125,94720,4,3.5,2,0,1,0,0,0,0
2392,39,12,138,92697,1,4.67,2,0,1,0,0,1,0
2401,61,36,169,91380,2,6.1,3,106,1,0,1,1,1
2404,38,13,140,90210,4,0.5,1,0,1,0,0,0,0
2429,39,12,108,92717,4,3.67,2,301,1,0,0,0,1
2434,37,11,123,94720,1,2.3,2,0,1,1,1,1,0
2444,28,3,161,92646,4,1.7,3,422,1,0,1,1,1
2456,34,8,164,94720,4,7.4,3,0,1,0,0,1,0
2478,40,14,179,90025,1,2.6,3,0,1,0,0,1,0
2491,52,28,168,90404,3,6.5,3,118,1,0,0,1,0
2503,58,31,178,92009,2,6.0,2,0,1,0,0,1,0
2512,51,27,92,92121,4,3.0,1,0,1,0,1,1,1
2534,54,29,111,93023,1,1.1,2,0,1,0,0,1,0
2537,51,25,104,94949,1,4.2,2,0,1,0,0,1,0
2540,32,7,98,95929,1,4.2,1,171,1,1,1,0,0
2542,34,8,171,90212,2,2.2,2,569,1,0,0,1,0
2545,58,34,90,95039,1,3.6,2,0,1,0,0,0,0
2562,31,5,180,94720,1,2.9,3,144,1,1,0,0,0
2585,59,34,114,94606,3,4.2,2,0,1,0,0,1,0
2587,47,23,149,92675,4,6.1,1,0,1,0,0,0,1
2591,46,20,152,95814,1,7.4,3,374,1,0,1,1,1
2594,48,23,161,96003,4,7.9,3,310,1,0,0,0,0
2603,52,26,161,93108,4,4.3,1,0,1,0,1,1,1
2614,52,26,110,94501,2,5.4,3,204,1,1,1,1,0
2615,35,11,160,92093,4,5.7,3,0,1,1,0,0,0
2624,42,17,111,94304,3,3.0,1,0,1,1,1,0,1
2647,45,20,191,92007,3,2.6,3,123,1,0,0,0,0
2665,54,29,154,95014,1,2.4,2,352,1,0,0,1,0
2673,30,5,131,92068,3,0.5,3,0,1,0,0,0,0
2679,63,38,148,93023,2,4.3,3,0,1,0,0,1,0
2692,61,36,119,95064,2,5.4,2,0,1,0,0,1,0
2708,35,9,131,90089,3,0.3,3,0,1,0,1,1,1
2715,46,20,158,92870,3,5.4,1,432,1,0,0,0,1
2722,58,33,173,92121,2,7.2,3,0,1,0,0,1,0
2754,54,27,195,93117,2,4.75,2,477,1,0,0,0,0
2770,33,9,183,91320,2,8.8,3,582,1,0,0,1,0
2773,55,31,130,92646,4,6.5,1,0,1,0,0,0,1
2774,63,37,185,94309,2,7.9,2,358,1,0,0,1,0
2780,59,35,168,95521,4,4.1,2,0,1,0,0,1,0
2785,36,9,115,91765,4,2.2,2,0,1,0,0,0,0
2803,52,22,154,90650,1,5.0,3,0,1,1,1,1,0
2806,37,12,182,94523,3,5.8,3,0,1,0,0,1,0
2810,42,16,185,94705,3,2.2,2,0,1,1,1,1,1
2813,53,28,183,96008,3,8.2,3,467,1,0,1,1,1
2833,45,21,133,92056,4,5.7,3,0,1,0,1,1,1
2839,30,6,181,94542,3,4.1,2,0,1,0,1,1,1
2842,37,11,190,94305,4,7.3,2,565,1,0,1,1,0
2857,36,10,172,94704,4,1.0,2,295,1,0,0,1,0
2858,34,8,184,93106,3,7.5,1,0,1,0,0,0,0
2860,35,11,188,94596,1,0.9,3,282,1,0,0,1,0
2875,49,25,114,91380,1,2.5,3,0,1,0,0,1,0
2879,45,19,122,94590,4,4.1,2,0,1,0,0,1,0
2886,57,31,113,91711,4,0.6,3,327,1,0,0,1,0
2899,27,1,140,91711,1,5.9,2,175,1,1,1,1,0
2905,56,32,190,90032,3,2.2,1,0,1,0,1,1,0
2911,46,22,102,95039,3,4.5,3,0,1,0,0,1,0
2913,44,20,130,90291,4,3.2,2,0,1,0,0,0,0
2952,26,2,132,94720,2,2.4,3,0,1,0,0,0,1
2957,62,38,195,91125,4,5.2,3,522,1,0,1,1,1
2969,44,18,162,90840,4,1.3,1,301,1,0,0,0,0
2971,54,30,121,95039,2,1.1,3,0,1,1,0,0,0
2987,55,30,153,94305,2,2.8,2,0,1,1,1,1,0
2997,42,18,103,91367,1,3.33,1,0,1,1,1,1,1
3001,40,14,164,94720,1,4.3,2,0,1,0,0,0,0
3006,62,36,148,94111,3,7.0,2,0,1,0,0,1,0
3007,62,37,169,95014,3,5.0,2,184,1,0,1,1,1
3034,43,19,130,90630,2,4.7,3,221,1,0,0,0,1
3038,27,2,158,95060,3,0.4,2,0,1,0,1,1,0
3040,34,9,141,95616,2,4.9,3,0,1,0,0,0,1
3055,45,21,134,92697,4,5.5,2,0,1,0,1,1,1
3061,64,38,168,94061,4,5.7,3,0,1,0,0,1,0
3085,26,0,129,90028,3,0.7,2,0,1,0,0,0,0
3097,43,18,179,94108,3,1.2,1,0,1,1,1,1,0
3142,57,31,131,90405,3,0.6,1,0,1,0,0,1,0
3143,34,8,175,95051,4,1.1,3,0,1,1,1,1,1
3146,34,10,114,94305,3,3.3,3,0,1,0,0,0,0
3151,47,22,124,90027,4,5.0,3,0,1,0,0,0,0
3155,27,1,99,94305,1,3.0,3,149,1,0,0,0,1
3161,41,15,158,94304,1,4.7,2,0,1,1,1,0,1
3210,42,16,173,91355,2,1.5,2,373,1,0,1,1,1
3218,65,39,94,93022,4,4.1,1,120,1,0,1,1,1
3269,43,17,111,91423,4,5.4,3,0,1,0,0,1,0
3271,50,23,179,94609,4,3.6,2,0,1,0,0,1,0
3272,52,27,93,90291,4,4.1,2,0,1,0,0,0,1
3277,55,31,159,92123,1,3.9,3,0,1,0,0,0,0
3289,56,30,140,94122,4,0.5,1,292,1,0,0,0,0
3296,42,16,141,94960,3,4.0,2,0,1,0,0,0,0
3297,63,37,132,94080,1,4.4,2,0,1,0,0,1,0
3319,46,20,105,90089,4,3.2,1,0,1,0,0,0,0
3320,60,35,153,95136,3,2.0,3,0,1,0,0,0,1
3327,53,27,174,91006,1,2.9,2,0,1,0,0,1,0
3328,42,18,164,93407,1,1.3,3,0,1,1,1,1,1
3340,27,1,141,95135,4,5.1,3,354,1,0,0,0,0
3344,62,37,125,94801,1,1.0,3,0,1,0,0,1,0
3357,49,23,115,95051,3,4.6,3,0,1,0,0,0,0
3369,45,18,163,94720,3,5.33,2,0,1,0,1,0,1
3374,28,2,182,92660,3,7.2,2,442,1,0,1,1,1
3384,46,22,135,95135,3,4.1,1,213,1,0,0,1,0
3387,35,10,142,94061,4,0.8,3,0,1,0,0,0,0
3404,54,29,82,94709,3,3.7,2,0,1,0,0,1,0
3450,57,32,135,90095,3,4.8,2,0,1,1,1,1,0
3457,46,22,125,94536,2,4.7,3,0,1,0,0,1,0
3465,61,37,172,92612,4,4.25,1,0,1,0,1,1,1
3468,63,37,149,90840,2,0.2,3,364,1,0,0,1,0
3473,54,27,120,92672,4,3.0,2,431,1,0,0,1,0
3479,31,6,133,95747,1,1.5,3,0,1,0,0,0,0
3490,36,12,154,91320,3,6.4,1,0,1,1,0,0,0
3499,30,6,182,93561,4,0.8,3,94,1,0,0,1,0
3509,33,9,125,92182,1,4.3,3,0,1,0,0,1,0
3518,30,6,95,94234,1,3.9,3,146,1,0,0,0,1
3542,45,20,144,92106,4,5.4,1,210,1,0,0,1,0
3543,30,5,118,92182,4,3.0,3,0,1,0,0,1,0
3563,32,8,169,94596,1,6.5,3,272,1,1,1,1,0
3564,53,27,139,94998,1,0.9,3,0,1,0,0,0,0
3572,42,18,153,93955,3,5.6,1,416,1,0,0,0,0
3574,60,36,165,90095,3,5.6,1,0,1,0,0,0,1
3579,29,5,128,91302,2,4.1,2,209,1,0,0,1,0
3606,61,31,130,92333,2,2.6,3,0,1,0,0,0,0
3613,50,25,99,90245,1,4.6,1,368,1,1,1,0,1
3614,35,11,148,92672,1,5.8,3,0,1,0,0,1,0
3615,34,10,154,94583,3,5.4,2,0,1,0,0,1,0
3647,34,9,141,92056,3,6.9,2,260,1,0,0,1,0
3652,49,23,140,90504,1,1.9,3,0,1,0,0,0,1
3662,29,4,120,94553,1,4.1,2,0,1,1,1,0,1
3669,38,13,129,92037,4,0.3,3,75,1,0,0,1,0
3703,50,25,160,93108,4,4.3,3,410,1,0,0,0,0
3705,36,11,184,91304,2,5.1,2,0,1,0,0,0,0
