OrderID,UnitPrice,Quantity,Discount,StandardCost,OrderDate,ProductName,CategoryID
10394,39.4,10,0,52.65,12/25/2006,Tarte au sucre,3
10395,9.6,28,0.100000001,9.75,12/26/2006,Spegesild,8
10395,26.2,70,0.100000001,12.675,12/26/2006,Perth Pasties,6
10395,28.8,8,0,80.4635,12/26/2006,Gudbrandsdalsost,4
10396,7.2,40,0,23.4,12/27/2006,Tunnbröd,5
10396,17.2,60,0,4.8425,12/27/2006,Fløtemysost,4
10396,27.8,21,0,5.85,12/27/2006,Mozzarella di Giovanni,4
10397,8,10,0.150000006,16.9,12/27/2006,Sir Rodney's Scones,3
10397,42.4,18,0.150000006,24.7,12/27/2006,Manjimup Dried Apples,7
10398,14.4,30,0,13.6825,12/30/2006,Steeleye Stout,1
10398,19.2,120,0.100000001,9.75,12/30/2006,Pâté chinois,6
10399,10,60,0,5.98,12/31/2006,Scottish Longbreads,3
10399,17.2,30,0,4.8425,12/31/2006,Fløtemysost,4
10399,14.4,35,0,21.6125,12/31/2006,Lakkalikööri,1
10399,10.4,14,0,6.175,12/31/2006,Original Frankfurter grüne Soße,2
10400,99,21,0,29.9,1/1/2007,Thüringer Rostbratwurst,6
10400,14.4,35,0,13.6825,1/1/2007,Steeleye Stout,1
10400,16,30,0,21.32,1/1/2007,Maxilaku,3
10401,20.7,18,0,6.2725,1/1/2007,Nord-Ost Matjeshering,8
10401,30.4,70,0,6.175,1/1/2007,Gnocchi di nonna Alice,5
10401,16.8,20,0,7.8,1/1/2007,Louisiana Fiery Hot Pepper Sauce,2
10401,17.2,60,0,4.8425,1/1/2007,Fløtemysost,4
10402,7.2,60,0,23.4,1/2/2007,Tunnbröd,5
10402,35.1,65,0,6.5,1/2/2007,Vegie-spread,2
10403,13.9,21,0.150000006,1.625,1/3/2007,Pavlova,3
10403,10.2,70,0.150000006,11.3425,1/3/2007,Chocolade,3
10404,24.9,30,0.050000001,13.65,1/3/2007,Gumbär Gummibärchen,3
10404,11.2,40,0.050000001,16.8285,1/3/2007,Singaporean Hokkien Fried Mee,5
10404,16,30,0.050000001,21.32,1/3/2007,Maxilaku,3
10405,8,50,0,11.96,1/6/2007,Aniseed Syrup,2
10406,14.4,10,0,25.35,1/7/2007,Chai,1
10406,8,30,0.100000001,16.9,1/7/2007,Sir Rodney's Scones,3
10406,36.4,42,0.100000001,12.35,1/7/2007,Rössle Sauerkraut,7
10406,15.2,5,0.100000001,11.05,1/7/2007,Inlagd Sill,8
10406,14.7,2,0.100000001,63.05,1/7/2007,Boston Crab Meat,8
10407,16.8,30,0,8.2875,1/7/2007,Queso Cabrales,4
10407,28.8,15,0,80.4635,1/7/2007,Gudbrandsdalsost,4
10407,17.2,15,0,4.8425,1/7/2007,Fløtemysost,4
10408,20.8,10,0,34.45,1/8/2007,Gravad lax,8
10408,5.9,6,0,5.0375,1/8/2007,Tourtière,6
10408,39.4,35,0,52.65,1/8/2007,Tarte au sucre,3
10409,18.6,12,0,4.55,1/9/2007,Tofu,7
10409,8,12,0,16.9,1/9/2007,Sir Rodney's Scones,3
10410,2,49,0,9.1,1/10/2007,Geitost,4
10410,44,16,0,28.535,1/10/2007,Raclette Courdavault,4
10411,7.7,25,0.200000003,22.62,1/10/2007,Jack's New England Clam Chowder,8
10411,15.5,40,0.200000003,9.1,1/10/2007,Gula Malacca,2
10411,44,9,0.200000003,28.535,1/10/2007,Raclette Courdavault,4
10412,18.6,20,0.100000001,4.55,1/13/2007,Tofu,7
10413,14.4,24,0,25.35,1/14/2007,Chai,1
10413,39.4,40,0,52.65,1/14/2007,Tarte au sucre,3
10413,14.4,14,0,21.6125,1/14/2007,Lakkalikööri,1
10414,7.3,18,0.050000001,8.125,1/14/2007,Teatime Chocolate Biscuits,3
10414,2,50,0,9.1,1/14/2007,Geitost,4
10415,31.2,2,0,10.075,1/15/2007,Alice Mutton,6
10415,2,20,0,9.1,1/15/2007,Geitost,4
10416,7.3,20,0,8.125,1/16/2007,Teatime Chocolate Biscuits,3
10416,26.2,10,0,12.675,1/16/2007,Perth Pasties,6
10416,15.6,20,0,29.64,1/16/2007,Ravioli Angelo,5
10417,210.8,50,0,20.8,1/16/2007,Côte de Blaye,1
10417,9.6,2,0.25,9.75,1/16/2007,Spegesild,8
10417,10,36,0.25,5.98,1/16/2007,Scottish Longbreads,3
10417,10.4,35,0,6.175,1/16/2007,Original Frankfurter grüne Soße,2
10418,15.2,60,0,6.5,1/17/2007,Chang,1
10418,7.6,55,0,15.6,1/17/2007,Zaanse koeken,3
10418,22.8,16,0,9.1,1/17/2007,Sirop d'érable,2
10418,8,15,0,10.5625,1/17/2007,Longlife Tofu,7
10419,27.2,60,0.050000001,8.125,1/20/2007,Camembert Pierrot,4
10419,28.8,20,0.050000001,80.4635,1/20/2007,Gudbrandsdalsost,4
10420,77.6,20,0.100000001,14.3,1/21/2007,Mishi Kobe Niku,6
10420,4.8,2,0.100000001,8.6125,1/21/2007,Konbu,8
10420,12,8,0.100000001,15.1125,1/21/2007,Outback Lager,1
10420,12,20,0.100000001,19.5,1/21/2007,Röd Kaviar,8
10421,7.3,4,0.150000006,8.125,1/21/2007,Teatime Chocolate Biscuits,3
10421,24.9,30,0,13.65,1/21/2007,Gumbär Gummibärchen,3
10421,26.2,15,0.150000006,12.675,1/21/2007,Perth Pasties,6
10421,10.4,10,0.150000006,6.175,1/21/2007,Original Frankfurter grüne Soße,2
10422,24.9,2,0,13.65,1/22/2007,Gumbär Gummibärchen,3
10423,10,14,0,3.9,1/23/2007,Gorgonzola Telino,4
10423,44,20,0,28.535,1/23/2007,Raclette Courdavault,4
10424,14.4,60,0.200000003,13.6825,1/23/2007,Steeleye Stout,1
10424,210.8,49,0.200000003,20.8,1/23/2007,Côte de Blaye,1
10424,10,30,0.200000003,5.98,1/23/2007,Scottish Longbreads,3
10425,19.2,10,0.25,9.75,1/24/2007,Pâté chinois,6
10425,14.4,20,0.25,21.6125,1/24/2007,Lakkalikööri,1
10426,30.4,5,0,6.175,1/27/2007,Gnocchi di nonna Alice,5
10426,26.6,7,0,18.525,1/27/2007,Wimmers gute Semmelknödel,5
10427,18.6,35,0,4.55,1/27/2007,Tofu,7
10428,9.6,20,0,9.75,1/28/2007,Spegesild,8
10429,13,40,0,13.65,1/29/2007,Valkoinen suklaa,3
10429,35.1,35,0.25,6.5,1/29/2007,Vegie-spread,2
10430,31.2,45,0.200000003,10.075,1/30/2007,Alice Mutton,6
10430,8,50,0,16.9,1/30/2007,Sir Rodney's Scones,3
10430,30.4,30,0,6.175,1/30/2007,Gnocchi di nonna Alice,5
10430,44,70,0.200000003,28.535,1/30/2007,Raclette Courdavault,4
10431,31.2,50,0.25,10.075,1/30/2007,Alice Mutton,6
10431,14.7,50,0.25,63.05,1/30/2007,Boston Crab Meat,8
10431,7.6,30,0.25,15.6,1/30/2007,Zaanse koeken,3
10432,24.9,10,0,13.65,1/31/2007,Gumbär Gummibärchen,3
10432,5.9,40,0,5.0375,1/31/2007,Tourtière,6
10433,30.4,28,0,6.175,2/3/2007,Gnocchi di nonna Alice,5
10434,16.8,6,0,8.2875,2/3/2007,Queso Cabrales,4
10434,14.4,18,0.150000006,21.6125,2/3/2007,Lakkalikööri,1
10435,15.2,10,0,6.5,2/4/2007,Chang,1
10435,16.8,12,0,2.925,2/4/2007,Gustaf's Knäckebröd,5
10435,27.8,10,0,5.85,2/4/2007,Mozzarella di Giovanni,4
10436,9.6,5,0,9.75,2/5/2007,Spegesild,8
10436,30.4,40,0.100000001,6.175,2/5/2007,Gnocchi di nonna Alice,5
10436,26.6,30,0.100000001,18.525,2/5/2007,Wimmers gute Semmelknödel,5
10436,6.2,24,0.100000001,28.535,2/5/2007,Rhönbräu Klosterbier,1
10437,26.2,15,0,12.675,2/5/2007,Perth Pasties,6
10438,7.3,15,0.200000003,8.125,2/6/2007,Teatime Chocolate Biscuits,3
10438,11.2,20,0.200000003,6.5,2/6/2007,Sasquatch Ale,1
10438,15.6,15,0.200000003,29.64,2/6/2007,Ravioli Angelo,5
10439,30.4,15,0,171.275,2/7/2007,Queso Manchego La Pastora,4
10439,13.9,16,0,1.625,2/7/2007,Pavlova,3
10439,26.6,6,0,18.525,2/7/2007,Wimmers gute Semmelknödel,5
10439,8,30,0,10.5625,2/7/2007,Longlife Tofu,7
10440,15.2,45,0.150000006,6.5,2/10/2007,Chang,1
10440,13.9,49,0.150000006,1.625,2/10/2007,Pavlova,3
10440,99,24,0.150000006,29.9,2/10/2007,Thüringer Rostbratwurst,6
10440,22.8,90,0.150000006,9.1,2/10/2007,Sirop d'érable,2
10441,35.1,50,0,20.15,2/10/2007,Schoggi Schokolade,3
10442,16.8,30,0,8.2875,2/11/2007,Queso Cabrales,4
10442,5.9,80,0,5.0375,2/11/2007,Tourtière,6
10442,13.6,60,0,11.7,2/11/2007,Louisiana Hot Spiced Okra,2
10443,16.8,6,0.200000003,8.2875,2/12/2007,Queso Cabrales,4
10443,36.4,12,0,12.35,2/12/2007,Rössle Sauerkraut,7
10444,31.2,10,0,10.075,2/12/2007,Alice Mutton,6
10444,24.9,15,0,13.65,2/12/2007,Gumbär Gummibärchen,3
10444,14.4,8,0,13.6825,2/12/2007,Steeleye Stout,1
10444,7.7,30,0,22.62,2/12/2007,Jack's New England Clam Chowder,8
10445,14.4,6,0,13,2/13/2007,Chartreuse verte,1
10445,5.9,15,0,5.0375,2/13/2007,Tourtière,6
10446,7.3,12,0.100000001,8.125,2/14/2007,Teatime Chocolate Biscuits,3
10446,3.6,20,0.100000001,12.6425,2/14/2007,Guaraná Fantástica,1
10446,10,3,0.100000001,3.9,2/14/2007,Gorgonzola Telino,4
10446,5.6,15,0.100000001,35.75,2/14/2007,Filo Mix,5
10447,7.3,40,0,8.125,2/14/2007,Teatime Chocolate Biscuits,3
10447,16.8,35,0,7.8,2/14/2007,Louisiana Fiery Hot Pepper Sauce,2
10447,17.2,2,0,4.8425,2/14/2007,Fløtemysost,4
10448,24.9,6,0,13.65,2/17/2007,Gumbär Gummibärchen,3
10448,14.7,20,0,63.05,2/17/2007,Boston Crab Meat,8
10449,24.8,14,0,13.8775,2/18/2007,Ikura,8
10449,5.6,20,0,35.75,2/18/2007,Filo Mix,5
10449,39.4,35,0,52.65,2/18/2007,Tarte au sucre,3
10450,24.8,20,0.200000003,13.8775,2/19/2007,Ikura,8
10450,5.9,6,0.200000003,5.0375,2/19/2007,Tourtière,6
10451,19.2,120,0.100000001,9.75,2/19/2007,Pâté chinois,6
10451,26.6,35,0.100000001,18.525,2/19/2007,Wimmers gute Semmelknödel,5
10451,16.8,28,0.100000001,7.8,2/19/2007,Louisiana Fiery Hot Pepper Sauce,2
10451,10.4,55,0.100000001,6.175,2/19/2007,Original Frankfurter grüne Soße,2
10452,36.4,15,0,12.35,2/20/2007,Rössle Sauerkraut,7
10452,15.5,100,0.050000001,9.1,2/20/2007,Gula Malacca,2
10453,10.2,15,0.100000001,11.3425,2/21/2007,Chocolade,3
10453,12,25,0.100000001,15.1125,2/21/2007,Outback Lager,1
10454,13.9,20,0.200000003,1.625,2/21/2007,Pavlova,3
10454,2,20,0.200000003,9.1,2/21/2007,Geitost,4
10454,9.6,10,0.200000003,9.75,2/21/2007,Spegesild,8
10455,14.4,20,0,13,2/24/2007,Chartreuse verte,1
10455,26.2,50,0,12.675,2/24/2007,Perth Pasties,6
10455,22.8,25,0,9.1,2/24/2007,Sirop d'érable,2
10455,17.2,30,0,4.8425,2/24/2007,Fløtemysost,4
10456,8,40,0.150000006,16.9,2/25/2007,Sir Rodney's Scones,3
10456,16,21,0.150000006,21.32,2/25/2007,Maxilaku,3
10457,44,36,0,28.535,2/25/2007,Raclette Courdavault,4
10458,24.9,30,0,13.65,2/26/2007,Gumbär Gummibärchen,3
10458,36.4,30,0,12.35,2/26/2007,Rössle Sauerkraut,7
10458,36.8,20,0,26,2/26/2007,Ipoh Coffee,1
10458,30.4,15,0,6.175,2/26/2007,Gnocchi di nonna Alice,5
10458,17.2,50,0,4.8425,2/26/2007,Fløtemysost,4
10459,24,16,0.050000001,12.35,2/27/2007,Uncle Bob's Organic Dried Pears,7
10459,9.6,20,0.050000001,9.75,2/27/2007,Spegesild,8
10459,27.8,40,0,5.85,2/27/2007,Mozzarella di Giovanni,4
10460,10,21,0.25,5.98,2/28/2007,Scottish Longbreads,3
10460,6.2,4,0.25,28.535,2/28/2007,Rhönbräu Klosterbier,1
10461,8,40,0.25,16.9,2/28/2007,Sir Rodney's Scones,3
10461,20.7,28,0.25,6.2725,2/28/2007,Nord-Ost Matjeshering,8
10461,19.2,60,0.25,9.75,2/28/2007,Pâté chinois,6
10462,4.8,1,0,8.6125,3/3/2007,Konbu,8
10462,7.2,21,0,23.4,3/3/2007,Tunnbröd,5
10463,7.3,21,0,8.125,3/4/2007,Teatime Chocolate Biscuits,3
10463,11.2,50,0,16.8285,3/4/2007,Singaporean Hokkien Fried Mee,5
10464,17.6,16,0.200000003,22.1,3/4/2007,Chef Anton's Cajun Seasoning,2
10464,36.8,3,0,26,3/4/2007,Ipoh Coffee,1
10464,30.4,30,0.200000003,6.175,3/4/2007,Gnocchi di nonna Alice,5
10464,27.2,20,0,8.125,3/4/2007,Camembert Pierrot,4
10465,3.6,25,0,12.6425,3/5/2007,Guaraná Fantástica,1
10465,99,18,0.100000001,29.9,3/5/2007,Thüringer Rostbratwurst,6
10465,14.7,20,0,63.05,3/5/2007,Boston Crab Meat,8
10465,7.6,30,0.100000001,8.45,3/5/2007,Røgede sild,8
10465,13,25,0,13.65,3/5/2007,Valkoinen suklaa,3
10466,16.8,10,0,8.2875,3/6/2007,Queso Cabrales,4
10466,9.6,5,0,9.75,3/6/2007,Spegesild,8
10467,3.6,28,0,12.6425,3/6/2007,Guaraná Fantástica,1
10467,11.2,12,0,20.2995,3/6/2007,NuNuCa Nuß-Nougat-Creme,3
10468,20.7,8,0,6.2725,3/7/2007,Nord-Ost Matjeshering,8
10468,36.8,15,0,26,3/7/2007,Ipoh Coffee,1
10469,15.2,40,0.150000006,6.5,3/10/2007,Chang,1
10469,13.9,35,0.150000006,1.625,3/10/2007,Pavlova,3
10469,15.5,2,0.150000006,9.1,3/10/2007,Gula Malacca,2
10470,50,30,0,24.7,3/11/2007,Carnarvon Tigers,8
10470,7.2,15,0,23.4,3/11/2007,Tunnbröd,5
10470,26.6,8,0,18.525,3/11/2007,Wimmers gute Semmelknödel,5
10471,24,30,0,12.35,3/11/2007,Uncle Bob's Organic Dried Pears,7
10471,30.4,20,0,6.175,3/11/2007,Gnocchi di nonna Alice,5
10472,3.6,80,0.050000001,12.6425,3/12/2007,Guaraná Fantástica,1
10472,42.4,18,0,24.7,3/12/2007,Manjimup Dried Apples,7
10473,2,12,0,9.1,3/13/2007,Geitost,4
10473,17.2,12,0,4.8425,3/13/2007,Fløtemysost,4
10474,18.6,12,0,4.55,3/13/2007,Tofu,7
10474,36.4,18,0,12.35,3/13/2007,Rössle Sauerkraut,7
10474,14.7,21,0,63.05,3/13/2007,Boston Crab Meat,8
10474,6.2,10,0,28.535,3/13/2007,Rhönbräu Klosterbier,1
10475,10,35,0.150000006,3.9,3/14/2007,Gorgonzola Telino,4
10475,13.6,60,0.150000006,11.7,3/14/2007,Louisiana Hot Spiced Okra,2
10475,14.4,42,0.150000006,21.6125,3/14/2007,Lakkalikööri,1
10476,19.2,2,0.050000001,9.75,3/17/2007,Pâté chinois,6
10476,12,12,0,15.1125,3/17/2007,Outback Lager,1
10477,14.4,15,0,25.35,3/17/2007,Chai,1
10477,8,21,0.25,16.9,3/17/2007,Sir Rodney's Scones,3
10477,14.4,20,0.25,13,3/17/2007,Chartreuse verte,1
10478,24.8,20,0.050000001,13.8775,3/18/2007,Ikura,8
10479,210.8,30,0,20.8,3/19/2007,Côte de Blaye,1
10479,26.2,28,0,12.675,3/19/2007,Perth Pasties,6
10479,44,60,0,28.535,3/19/2007,Raclette Courdavault,4
10479,26.6,30,0,18.525,3/19/2007,Wimmers gute Semmelknödel,5
10480,7.6,30,0,15.6,3/20/2007,Zaanse koeken,3
10480,44,12,0,28.535,3/20/2007,Raclette Courdavault,4
10481,16,24,0,21.32,3/20/2007,Maxilaku,3
10481,27.2,40,0,8.125,3/20/2007,Camembert Pierrot,4
10482,14.7,10,0,63.05,3/21/2007,Boston Crab Meat,8
10483,11.2,35,0.050000001,6.5,3/24/2007,Sasquatch Ale,1
10483,10.4,30,0.050000001,6.175,3/24/2007,Original Frankfurter grüne Soße,2
10484,8,14,0,16.9,3/24/2007,Sir Rodney's Scones,3
10484,14.7,10,0,63.05,3/24/2007,Boston Crab Meat,8
10484,42.4,3,0,24.7,3/24/2007,Manjimup Dried Apples,7
10485,15.2,20,0.100000001,6.5,3/25/2007,Chang,1
10485,8,20,0.100000001,11.96,3/25/2007,Aniseed Syrup,2
10485,19.2,30,0.100000001,9.75,3/25/2007,Pâté chinois,6
10485,12,60,0.100000001,15.1125,3/25/2007,Outback Lager,1
10486,16.8,5,0,8.2875,3/26/2007,Queso Cabrales,4
10486,42.4,25,0,24.7,3/26/2007,Manjimup Dried Apples,7
10486,8,16,0,10.5625,3/26/2007,Longlife Tofu,7
10487,7.3,5,0,8.125,3/26/2007,Teatime Chocolate Biscuits,3
10487,24.9,30,0,13.65,3/26/2007,Gumbär Gummibärchen,3
10487,5.9,24,0.25,5.0375,3/26/2007,Tourtière,6
10488,44,30,0,28.535,3/27/2007,Raclette Courdavault,4
10488,12,20,0.200000003,19.5,3/27/2007,Röd Kaviar,8
10489,16.8,15,0.25,8.2875,3/28/2007,Queso Cabrales,4
10489,13.9,18,0,1.625,3/28/2007,Pavlova,3
10490,44,60,0,28.535,3/31/2007,Raclette Courdavault,4
10490,10,30,0,5.98,3/31/2007,Scottish Longbreads,3
10490,6.2,36,0,28.535,3/31/2007,Rhönbräu Klosterbier,1
10491,15.5,15,0.150000006,9.1,3/31/2007,Gula Malacca,2
10491,10.4,7,0.150000006,6.175,3/31/2007,Original Frankfurter grüne Soße,2
10492,11.2,60,0.050000001,20.2995,4/1/2007,NuNuCa Nuß-Nougat-Creme,3
10492,11.2,20,0.050000001,16.8285,4/1/2007,Singaporean Hokkien Fried Mee,5
10493,16.8,15,0.100000001,7.8,4/2/2007,Louisiana Fiery Hot Pepper Sauce,2
10493,13.6,10,0.100000001,11.7,4/2/2007,Louisiana Hot Spiced Okra,2
10493,28.8,10,0.100000001,80.4635,4/2/2007,Gudbrandsdalsost,4
10494,30.4,30,0,6.175,4/2/2007,Gnocchi di nonna Alice,5
10495,7.2,10,0,23.4,4/3/2007,Tunnbröd,5
10495,7.7,20,0,22.62,4/3/2007,Jack's New England Clam Chowder,8
10495,10.4,5,0,6.175,4/3/2007,Original Frankfurter grüne Soße,2
10496,10,20,0.050000001,3.9,4/4/2007,Gorgonzola Telino,4
10497,30.4,14,0,6.175,4/4/2007,Gnocchi di nonna Alice,5
10497,27.8,25,0,5.85,4/4/2007,Mozzarella di Giovanni,4
10497,10.4,25,0,6.175,4/4/2007,Original Frankfurter grüne Soße,2
10498,4.5,14,0,12.6425,4/7/2007,Guaraná Fantástica,1
10498,18.4,5,0,63.05,4/7/2007,Boston Crab Meat,8
10498,14,30,0,16.8285,4/7/2007,Singaporean Hokkien Fried Mee,5
10499,45.6,20,0,12.35,4/8/2007,Rössle Sauerkraut,7
10499,20,25,0,21.32,4/8/2007,Maxilaku,3
10500,15.5,12,0.050000001,13.975,4/9/2007,Genen Shouyu,2
10500,45.6,8,0.050000001,12.35,4/9/2007,Rössle Sauerkraut,7
10501,7.45,20,0,5.0375,4/9/2007,Tourtière,6
10502,9.5,21,0,8.45,4/10/2007,Røgede sild,8
10502,32.8,6,0,12.675,4/10/2007,Perth Pasties,6
10502,14,30,0,32.045,4/10/2007,Laughing Lumberjack Lager,1
10503,23.25,70,0,4.55,4/11/2007,Tofu,7
10503,21.05,20,0,7.8,4/11/2007,Louisiana Fiery Hot Pepper Sauce,2
10504,19,12,0,6.5,4/11/2007,Chang,1
10504,10,12,0,16.9,4/11/2007,Sir Rodney's Scones,3
10504,32.8,10,0,12.675,4/11/2007,Perth Pasties,6
10504,28.5,25,0,9.1,4/11/2007,Sirop d'érable,2
10505,49.3,3,0,52.65,4/14/2007,Tarte au sucre,3
10506,14,18,0.100000001,20.2995,4/15/2007,NuNuCa Nuß-Nougat-Creme,3
10506,15,14,0.100000001,15.1125,4/15/2007,Outback Lager,1
10507,46,15,0.150000006,26,4/15/2007,Ipoh Coffee,1
10507,12.75,15,0.150000006,11.3425,4/15/2007,Chocolade,3
10508,6,10,0,8.6125,4/16/2007,Konbu,8
10508,18,10,0,13,4/16/2007,Chartreuse verte,1
10509,45.6,3,0,12.35,4/17/2007,Rössle Sauerkraut,7
10510,123.79,36,0,29.9,4/18/2007,Thüringer Rostbratwurst,6
10510,7.75,36,0.100000001,28.535,4/18/2007,Rhönbräu Klosterbier,1
10511,22,50,0.150000006,22.1,4/18/2007,Chef Anton's Cajun Seasoning,2
10511,30,50,0.150000006,12.35,4/18/2007,Uncle Bob's Organic Dried Pears,7
10511,40,10,0.150000006,11.7,4/18/2007,Northwoods Cranberry Sauce,2
10512,4.5,10,0.150000006,12.6425,4/21/2007,Guaraná Fantástica,1
10512,12,9,0.150000006,9.75,4/21/2007,Spegesild,8
10512,9.5,6,0.150000006,15.6,4/21/2007,Zaanse koeken,3
10512,34,12,0.150000006,8.125,4/21/2007,Camembert Pierrot,4
10513,10,40,0.200000003,16.9,4/22/2007,Sir Rodney's Scones,3
10513,32,50,0.200000003,11.7,4/22/2007,Mascarpone Fabioli,4
10513,28.5,15,0.200000003,9.1,4/22/2007,Sirop d'érable,2
10514,81,39,0,16.25,4/22/2007,Sir Rodney's Marmalade,3
10514,45.6,35,0,12.35,4/22/2007,Rössle Sauerkraut,7
10514,38,70,0,6.175,4/22/2007,Gnocchi di nonna Alice,5
10514,21.05,39,0,7.8,4/22/2007,Louisiana Fiery Hot Pepper Sauce,2
10514,7.75,50,0,28.535,4/22/2007,Rhönbräu Klosterbier,1
10515,97,16,0.150000006,14.3,4/23/2007,Mishi Kobe Niku,6
10515,17.45,50,0,1.625,4/23/2007,Pavlova,3
10515,43.9,120,0,20.15,4/23/2007,Schoggi Schokolade,3
10515,2.5,16,0.150000006,9.1,4/23/2007,Geitost,4
10515,34,84,0.150000006,8.125,4/23/2007,Camembert Pierrot,4
10516,62.5,25,0.100000001,24.7,4/24/2007,Carnarvon Tigers,8
10516,9.65,80,0.100000001,22.62,4/24/2007,Jack's New England Clam Chowder,8
10516,14,20,0,16.8285,4/24/2007,Singaporean Hokkien Fried Mee,5
10517,7,6,0,35.75,4/24/2007,Filo Mix,5
10517,55,4,0,28.535,4/24/2007,Raclette Courdavault,4
10517,15,6,0,15.1125,4/24/2007,Outback Lager,1
10518,4.5,5,0,12.6425,4/25/2007,Guaraná Fantástica,1
10518,263.5,15,0,20.8,4/25/2007,Côte de Blaye,1
10518,19.45,9,0,9.1,4/25/2007,Gula Malacca,2
10519,31,16,0.050000001,13.8775,4/28/2007,Ikura,8
10519,38,40,0,6.175,4/28/2007,Gnocchi di nonna Alice,5
10519,34,10,0.050000001,8.125,4/28/2007,Camembert Pierrot,4
10520,4.5,8,0,12.6425,4/29/2007,Guaraná Fantástica,1
10520,32.8,5,0,12.675,4/29/2007,Perth Pasties,6
10521,18,3,0,13.6825,4/29/2007,Steeleye Stout,1
10521,9.65,10,0,22.62,4/29/2007,Jack's New England Clam Chowder,8
10521,12.5,6,0,5.98,4/29/2007,Scottish Longbreads,3
10522,18,40,0.200000003,25.35,4/30/2007,Chai,1
10522,40,24,0,11.7,4/30/2007,Northwoods Cranberry Sauce,2
10522,25.89,20,0.200000003,6.2725,4/30/2007,Nord-Ost Matjeshering,8
10522,18.4,25,0.200000003,63.05,4/30/2007,Boston Crab Meat,8
10523,39,25,0.100000001,10.075,5/1/2007,Alice Mutton,6
10523,81,15,0.100000001,16.25,5/1/2007,Sir Rodney's Marmalade,3
10523,26,18,0.100000001,34.45,5/1/2007,Gravad lax,8
10523,9.65,6,0.100000001,22.62,5/1/2007,Jack's New England Clam Chowder,8
10524,31,2,0,13.8775,5/1/2007,Ikura,8
10524,25.89,10,0,6.2725,5/1/2007,Nord-Ost Matjeshering,8
10524,46,60,0,26,5/1/2007,Ipoh Coffee,1
10524,7.45,15,0,5.0375,5/1/2007,Tourtière,6
10525,19,30,0,11.05,5/2/2007,Inlagd Sill,8
10525,18.4,15,0.100000001,63.05,5/2/2007,Boston Crab Meat,8
10526,18,8,0.150000006,25.35,5/5/2007,Chai,1
10526,6,10,0,8.6125,5/5/2007,Konbu,8
10526,38,30,0.150000006,6.175,5/5/2007,Gnocchi di nonna Alice,5
10527,22,50,0.100000001,22.1,5/5/2007,Chef Anton's Cajun Seasoning,2
10527,19,30,0.100000001,11.05,5/5/2007,Inlagd Sill,8
10528,21,3,0,8.2875,5/6/2007,Queso Cabrales,4
10528,2.5,8,0.200000003,9.1,5/6/2007,Geitost,4
10528,34.8,9,0,5.85,5/6/2007,Mozzarella di Giovanni,4
10529,24,14,0,9.75,5/7/2007,Pâté chinois,6
10529,12.5,20,0,5.98,5/7/2007,Scottish Longbreads,3
10529,36,10,0,80.4635,5/7/2007,Gudbrandsdalsost,4
10530,39,40,0,10.075,5/8/2007,Alice Mutton,6
10530,46,25,0,26,5/8/2007,Ipoh Coffee,1
10530,28.5,20,0,9.1,5/8/2007,Sirop d'érable,2
10530,18,50,0,21.6125,5/8/2007,Lakkalikööri,1
10531,55,2,0,28.535,5/8/2007,Raclette Courdavault,4
10532,25.89,15,0,6.2725,5/9/2007,Nord-Ost Matjeshering,8
10532,17,24,0,11.7,5/9/2007,Louisiana Hot Spiced Okra,2
10533,22,50,0.050000001,22.1,5/12/2007,Chef Anton's Cajun Seasoning,2
10533,34.8,24,0,5.85,5/12/2007,Mozzarella di Giovanni,4
10533,15,24,0.050000001,19.5,5/12/2007,Röd Kaviar,8
10534,25.89,10,0,6.2725,5/12/2007,Nord-Ost Matjeshering,8
10534,18.4,10,0.200000003,63.05,5/12/2007,Boston Crab Meat,8
10534,7.45,10,0.200000003,5.0375,5/12/2007,Tourtière,6
10535,21,50,0.100000001,8.2875,5/13/2007,Queso Cabrales,4
10535,18.4,10,0.100000001,63.05,5/13/2007,Boston Crab Meat,8
10535,19.5,5,0.100000001,29.64,5/13/2007,Ravioli Angelo,5
10535,55,15,0.100000001,28.535,5/13/2007,Raclette Courdavault,4
10536,38,15,0.25,171.275,5/14/2007,Queso Manchego La Pastora,4
10536,12.5,20,0,3.9,5/14/2007,Gorgonzola Telino,4
10536,2.5,30,0,9.1,5/14/2007,Geitost,4
10536,34,35,0.25,8.125,5/14/2007,Camembert Pierrot,4
10537,12.5,30,0,3.9,5/14/2007,Gorgonzola Telino,4
10537,53,6,0,24.7,5/14/2007,Manjimup Dried Apples,7
10537,13.25,20,0,9.1,5/14/2007,Escargots de Bourgogne,8
10537,34.8,21,0,5.85,5/14/2007,Mozzarella di Giovanni,4
10537,15,9,0,19.5,5/14/2007,Röd Kaviar,8
10538,15,7,0,15.1125,5/15/2007,Outback Lager,1
10538,34.8,1,0,5.85,5/15/2007,Mozzarella di Giovanni,4
10539,6,8,0,8.6125,5/16/2007,Konbu,8
10539,10,15,0,16.9,5/16/2007,Sir Rodney's Scones,3
10539,2.5,15,0,9.1,5/16/2007,Geitost,4
10539,20,6,0,21.32,5/16/2007,Maxilaku,3
10540,10,60,0,11.96,5/19/2007,Aniseed Syrup,2
10540,31.23,40,0,13.65,5/19/2007,Gumbär Gummibärchen,3
10540,263.5,30,0,20.8,5/19/2007,Côte de Blaye,1
