"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
29315,"city_61",0.9129999999999999,"Female","Has relevent experience","no_enrollment","Masters","STEM","5","<10","Early Stage Startup","1",78,0
15997,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd",">4",110,0
21677,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","50-99","Pvt Ltd","2",47,0
11299,"city_36",0.893,"Male","Has relevent experience","Part time course","Graduate","STEM","15","100-500","Pvt Ltd","3",99,0
28547,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",69,0
6110,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10/49","Pvt Ltd",">4",74,1
13215,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",20,1
9374,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",55,0
10473,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","<10","Pvt Ltd","2",2,1
33276,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities",">20","1000-4999","NGO","4",15,0
1267,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","<10","Pvt Ltd","1",16,0
13063,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","1",23,0
24481,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","4",104,0
14194,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",146,0
9070,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","500-999","Pvt Ltd","2",131,0
31960,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Other","5","1000-4999","Public Sector","1",50,0
759,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",33,0
10468,"city_11",0.55,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","2",47,1
27328,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","2","10000+","Pvt Ltd","1",55,0
33307,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","100-500","Pvt Ltd","4",45,0
28438,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","1000-4999","Pvt Ltd",">4",68,1
17270,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd",">4",153,0
3669,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","3",44,0
21768,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd",">4",22,1
31351,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","7","10/49","Public Sector","1",36,1
6697,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",40,1
5723,"city_64",0.6659999999999999,"Male","Has relevent experience","Part time course","Graduate","STEM","8","500-999","Pvt Ltd","1",85,0
21319,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","1","100-500","Pvt Ltd","1",52,1
26919,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","500-999","Pvt Ltd","1",46,1
16896,"city_103",0.92,"Female","No relevent experience","no_enrollment","Masters","STEM",">20","50-99","Other",">4",162,1
29179,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","4",286,0
1200,"city_114",0.9259999999999999,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","Pvt Ltd",">4",108,1
886,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10/49","Pvt Ltd",">4",32,1
21621,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","10/49","Pvt Ltd","1",130,0
8340,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10/49","Funded Startup","1",91,0
1868,"city_162",0.767,"Female","Has relevent experience","no_enrollment","Graduate","STEM","7","10/49","Pvt Ltd","1",17,1
15955,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","2",74,0
10409,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd",">4",84,0
30786,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Public Sector","3",88,1
19799,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Funded Startup","1",26,0
1819,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","NGO",">4",26,1
8374,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Funded Startup","2",56,0
22401,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","2",148,1
30872,"city_83",0.9229999999999999,"Male","No relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",17,0
9856,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",10,1
15933,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","5","5000-9999","Pvt Ltd","1",77,0
24402,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","1",6,0
12700,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","Pvt Ltd","1",143,0
21442,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Funded Startup","1",206,1
19513,"city_143",0.74,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","2",53,1
4861,"city_179",0.512,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","50-99","Pvt Ltd","1",51,1
30027,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Humanities","4","100-500","Pvt Ltd","2",6,1
31900,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd","2",13,0
15811,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd",">4",156,0
8764,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Funded Startup","1",24,0
21680,"city_27",0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","Pvt Ltd","1",57,1
7431,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","6","10/49","Pvt Ltd","1",21,1
24351,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","never",298,1
28400,"city_16",0.91,"Male","Has relevent experience","Full time course","Graduate","STEM","6","50-99","Pvt Ltd",">4",166,1
23363,"city_123",0.738,"Male","No relevent experience","Full time course","Graduate","Other","5","100-500","Pvt Ltd","1",8,0
11989,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",43,0
8705,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Public Sector","3",52,1
345,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","6","100-500","Pvt Ltd","2",15,0
33266,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd",">4",58,0
7191,"city_11",0.55,"Male","Has relevent experience","Full time course","Graduate","STEM","9","10/49","Pvt Ltd",">4",14,0
19789,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","13","50-99","Pvt Ltd",">4",2,1
11656,"city_21",0.624,"Female","No relevent experience","no_enrollment","Masters","STEM","13","1000-4999","Pvt Ltd",">4",56,1
21769,"city_118",0.722,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","<10","Pvt Ltd",">4",70,1
14328,"city_14",0.698,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","2","10/49","Pvt Ltd","1",198,1
32933,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd",">4",34,0
24150,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","5000-9999","Pvt Ltd","4",54,1
2400,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Funded Startup","1",32,1
22400,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","10/49","Pvt Ltd","1",48,1
26030,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",21,0
23017,"city_83",0.9229999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Funded Startup","2",70,1
5474,"city_116",0.743,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",192,0
18640,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","500-999","Pvt Ltd","4",12,1
27029,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",7,0
25880,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",38,1
10967,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","6","1000-4999","Public Sector","1",106,1
13514,"city_67",0.855,"Other","Has relevent experience","no_enrollment","Masters","STEM","16","50-99","Pvt Ltd","1",2,0
22505,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","2",47,1
12365,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",48,1
13303,"city_160",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","9","50-99","Public Sector",">4",26,1
2822,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Public Sector","2",32,0
7177,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",">4",7,1
32922,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","3","10/49","Pvt Ltd","1",4,1
11147,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","4","100-500","Pvt Ltd","1",114,0
2017,"city_165",0.903,"Male","No relevent experience","no_enrollment","Masters","Humanities",">20","1000-4999","Pvt Ltd",">4",6,0
18750,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10/49","Early Stage Startup",">4",119,0
27681,"city_83",0.9229999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","4",15,1
10849,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",167,0
26988,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","10000+","Public Sector",">4",57,1
17234,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","50-99","NGO","1",50,1
32458,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","No Major","7","500-999","Pvt Ltd","2",72,1
459,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","1000-4999","Pvt Ltd","1",12,0
30084,"city_80",0.847,"Other","No relevent experience","no_enrollment","Graduate","STEM","<1","<10","Pvt Ltd","1",40,1
23900,"city_61",0.9129999999999999,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","50-99","Pvt Ltd",">4",12,0
10545,"city_28",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd",">4",112,0
20393,"city_11",0.55,"Male","Has relevent experience","Part time course","Graduate","No Major","6","500-999","Pvt Ltd","1",23,1
23833,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","2",45,1
19859,"city_100",0.887,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Public Sector",">4",3,1
30829,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd",">4",23,0
12573,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","1",5,0
26571,"city_136",0.897,"Male","Has relevent experience","Part time course","Graduate","STEM","6","100-500","NGO","1",11,0
12369,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10/49","Pvt Ltd","1",87,1
5727,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","50-99","Pvt Ltd",">4",68,0
5816,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd","4",28,1
773,"city_16",0.91,"Male","Has relevent experience","Full time course","Graduate","STEM","15","1000-4999","Pvt Ltd","1",37,0
14330,"city_115",0.789,"Male","No relevent experience","Full time course","Graduate","STEM","5","50-99","Pvt Ltd","never",17,0
11780,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",43,1
24034,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","10000+","Pvt Ltd","never",216,1
1909,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","4",114,1
29952,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","100-500","Pvt Ltd","1",112,0
14878,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","1",51,0
27751,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",9,0
4759,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","4","100-500","Pvt Ltd","1",12,1
27485,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","4",39,0
10557,"city_21",0.624,"Female","Has relevent experience","Full time course","Masters","STEM","9","50-99","Early Stage Startup","never",218,1
23563,"city_116",0.743,"Male","Has relevent experience","Full time course","Graduate","STEM","6","5000-9999","Pvt Ltd","2",102,1
3740,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","1000-4999","Pvt Ltd","1",15,1
2032,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","2",117,1
10733,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","1",3,1
692,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Funded Startup","1",2,0
23230,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd",">4",8,0
19023,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",25,1
30792,"city_46",0.762,"Female","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","4",20,0
30126,"city_162",0.767,"Female","Has relevent experience","no_enrollment","Masters","STEM","11","10/49","Early Stage Startup","4",84,0
32173,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","1",140,1
31883,"city_40",0.7759999999999999,"Male","Has relevent experience","Part time course","Graduate","STEM","5","50-99","Pvt Ltd","3",98,0
3080,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Pvt Ltd","4",90,0
17470,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","Pvt Ltd","2",28,0
16754,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",57,0
13905,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Pvt Ltd",">4",18,0
33131,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","5","<10","Pvt Ltd","3",143,0
16826,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","500-999","Pvt Ltd","4",20,0
3825,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","2",68,0
7762,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","Humanities","10","1000-4999","Pvt Ltd","3",52,1
7847,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",24,0
3370,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd",">4",56,0
33124,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","13","100-500","Pvt Ltd","1",7,0
26890,"city_36",0.893,"Male","Has relevent experience","Full time course","Graduate","STEM","5","500-999","Pvt Ltd","1",20,0
6676,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","5000-9999","Pvt Ltd","1",4,0
23115,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",104,1
19778,"city_67",0.855,"Male","Has relevent experience","Full time course","Masters","STEM","14","10/49","Pvt Ltd",">4",30,0
1804,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","6","10/49","Pvt Ltd","never",22,1
15121,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","2",148,0
1334,"city_114",0.9259999999999999,"Male","Has relevent experience","Full time course","Masters","STEM","15","500-999","Pvt Ltd",">4",78,0
9463,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","<10","Pvt Ltd","2",28,0
21112,"city_116",0.743,"Male","Has relevent experience","Full time course","Masters","STEM","7","50-99","Public Sector","1",17,0
13777,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","1",22,0
30335,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","<1","50-99","Early Stage Startup","1",32,1
28687,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Phd","STEM","8","1000-4999","Public Sector","3",302,0
10104,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","15","<10","Pvt Ltd","1",75,0
15208,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",66,1
8585,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","16","50-99","Other","1",14,0
4355,"city_75",0.9390000000000001,"Male","No relevent experience","Full time course","Masters","STEM","4","5000-9999","Public Sector","never",6,0
8139,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","1000-4999","Pvt Ltd","4",152,0
12271,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Funded Startup","1",28,0
18876,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",82,0
32815,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","Pvt Ltd",">4",108,1
22433,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd",">4",96,0
25307,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","2",162,1
5200,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","9","<10","Pvt Ltd","2",56,1
23882,"city_114",0.9259999999999999,"Male","No relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",67,0
1561,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",79,1
31821,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","1",21,0
7938,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","3","100-500","Pvt Ltd","3",19,1
18249,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10/49","Funded Startup","2",11,0
23579,"city_84",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd",">4",86,0
2354,"city_10",0.895,"Male","No relevent experience","no_enrollment","Phd","STEM","9","1000-4999","Public Sector",">4",210,0
7882,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd","1",58,1
7920,"city_84",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","50-99","Pvt Ltd","2",96,1
28467,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","NGO","1",80,0
9378,"city_28",0.9390000000000001,"Other","No relevent experience","Full time course","Graduate","No Major","2","50-99","Pvt Ltd","1",45,0
7741,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","10000+","Public Sector",">4",11,0
30858,"city_61",0.9129999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Funded Startup","1",16,0
5979,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",6,1
13654,"city_50",0.8959999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","2",42,0
3162,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","500-999","Pvt Ltd","4",48,0
4831,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","never",102,0
14743,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","500-999","Pvt Ltd","2",19,0
16642,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","10/49","Funded Startup","2",112,0
15014,"city_145",0.555,"Male","Has relevent experience","Part time course","Graduate","STEM","2","10/49","Pvt Ltd","1",19,1
33133,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","1",82,0
5570,"city_155",0.556,"Male","Has relevent experience","Full time course","Graduate","STEM","6","50-99","Pvt Ltd","1",32,1
21834,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","1",86,0
14121,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","3","100-500","NGO","1",109,1
10611,"city_71",0.884,"Female","No relevent experience","no_enrollment","Phd","STEM",">20","50-99","Public Sector",">4",27,0
24541,"city_145",0.555,"Other","No relevent experience","Part time course","Graduate","STEM","3","50-99","Pvt Ltd","1",12,1
28805,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","100-500","NGO","1",21,0
22901,"city_41",0.8270000000000001,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10/49","Early Stage Startup","4",210,0
29602,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","9","50-99","Pvt Ltd","1",128,0
27085,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","100-500","Funded Startup","1",74,0
4828,"city_21",0.624,"Male","No relevent experience","no_enrollment","Masters","STEM","6","500-999","NGO",">4",138,1
4469,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","2",11,1
5154,"city_160",0.92,"Other","No relevent experience","no_enrollment","Masters","STEM","4","100-500","Pvt Ltd","2",29,0
1710,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",47,0
15146,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","1","10/49","Pvt Ltd","1",158,1
14417,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",">20","10000+","Pvt Ltd","4",72,0
7169,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","NGO","4",23,0
2545,"city_21",0.624,"Female","Has relevent experience","Full time course","Masters","STEM","8","500-999","Pvt Ltd","2",69,1
14479,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","Business Degree","8","100-500","Pvt Ltd","1",78,0
800,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10/49","Pvt Ltd","3",21,0
24726,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","500-999","Public Sector","2",54,1
3396,"city_67",0.855,"Male","Has relevent experience","Part time course","Graduate","STEM","6","500-999","Pvt Ltd","never",102,0
12593,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Graduate","Other","4","100-500","Pvt Ltd","3",113,0
29919,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","4","5000-9999","Pvt Ltd","1",40,1
4220,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10/49","Pvt Ltd","4",23,1
3477,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","500-999","NGO",">4",36,0
16187,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",44,0
23724,"city_144",0.84,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",94,1
4778,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",85,0
11704,"city_104",0.924,"Male","Has relevent experience","Full time course","Graduate","STEM","15","500-999","NGO","1",37,0
28497,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","1",46,1
2975,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","20","10/49","Pvt Ltd","1",13,0
20207,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","20","50-99","Pvt Ltd",">4",7,0
24062,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Funded Startup","1",103,1
24323,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Funded Startup","1",61,1
11214,"city_16",0.91,"Female","Has relevent experience","no_enrollment","Phd","STEM",">20","50-99","Pvt Ltd","1",106,1
5946,"city_149",0.6890000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","100-500","Funded Startup","1",70,0
30768,"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",112,1
14179,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","5000-9999","Public Sector","2",78,1
2779,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","1000-4999","Pvt Ltd","4",53,0
8381,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","5000-9999","Pvt Ltd","2",196,1
550,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","Pvt Ltd",">4",72,0
24021,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Phd","STEM","4","5000-9999","Public Sector","2",21,1
