ID,Marital_Status,Gender,Yearly_Income,Children,Education,Occupation,Home_Owner,Cars,Commute_Distance,Region,Age,BikeBuyer
13355,Married,Male,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,62,Yes
12255,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,Yes
29029,Single,Male,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No
15038,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
13397,Married,Male,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,55,Yes
27038,Married,Male,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No
12846,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Yes
15457,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,Yes
17077,Single,Male,60000,2,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,No
28401,Single,Female,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,40,Yes
14849,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,No
12890,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
13505,Married,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,50,No
12558,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,No
11459,Single,Female,80000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes
19169,Single,Female,60000,2,Graduate Degree,Professional,No,0,0-1 Miles,North America,43,Yes
12689,Single,Female,90000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes
28887,Single,Male,120000,4,Partial High School,Professional,No,4,5-10 Miles,Europe,51,No
28029,Married,Male,40000,1,High School,Professional,Yes,2,10+ Miles,North America,58,No
18875,Married,Male,60000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No
12424,Married,Female,30000,0,High School,Manual,Yes,1,5-10 Miles,North America,52,No
24648,Single,Female,30000,0,Partial High School,Clerical,No,2,10+ Miles,North America,62,Yes
15295,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,No
19126,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
14602,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
28176,Single,Female,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
23357,Single,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
15167,Married,Female,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,63,Yes
16740,Married,Male,40000,0,Bachelors,Management,No,2,0-1 Miles,Pacific,66,Yes
12714,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No
11948,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No
20458,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,31,No
11216,Single,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,56,Yes
14238,Married,Male,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,36,Yes
16862,Married,Male,130000,2,Bachelors,Management,Yes,4,0-1 Miles,North America,43,No
28628,Single,Female,40000,0,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
21212,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No
20545,Single,Female,70000,1,Partial High School,Skilled Manual,No,3,2-5 Miles,North America,54,Yes
13937,Single,Female,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,39,No
25995,Married,Male,40000,2,High School,Skilled Manual,Yes,2,0-1 Miles,North America,45,Yes
22015,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
18248,Married,Male,110000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
16047,Married,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No
14018,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,No
18966,Married,Female,50000,0,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
21933,Married,Female,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,No
12224,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,71,No
22212,Married,Female,110000,1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,47,No
26086,Married,Male,80000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No
15328,Married,Male,70000,1,Bachelors,Management,Yes,2,1-2 Miles,North America,57,Yes
22370,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
21150,Single,Female,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
13850,Single,Male,40000,0,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,34,No
28557,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes
27829,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
27697,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Yes
25546,Single,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,Yes
15184,Single,Male,130000,1,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,48,Yes
11285,Married,Male,120000,3,Partial College,Professional,No,4,2-5 Miles,North America,44,No
28714,Single,Male,90000,0,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes
23556,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
29061,Single,Male,10000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,61,No
28249,Married,Female,90000,0,Partial College,Professional,Yes,1,10+ Miles,North America,43,No
17130,Single,Female,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,61,No
28906,Married,Male,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,No
18728,Married,Male,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,40,No
18025,Single,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,No
28643,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes
19948,Single,Female,70000,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,31,Yes
15950,Married,Female,70000,2,Partial College,Professional,Yes,1,0-1 Miles,North America,50,No
25208,Single,Male,30000,0,High School,Professional,Yes,2,5-10 Miles,North America,57,No
18578,Single,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Yes
23912,Single,Male,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,41,No
12296,Married,Male,70000,1,High School,Professional,No,2,2-5 Miles,Europe,61,Yes
15051,Single,Male,20000,1,Partial College,Manual,No,0,1-2 Miles,Europe,46,Yes
12007,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Yes
14170,Single,Female,10000,3,High School,Manual,Yes,0,0-1 Miles,Europe,38,Yes
29113,Single,Female,80000,0,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Yes
20033,Married,Male,70000,2,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Yes
19369,Single,Male,30000,4,Partial College,Clerical,Yes,3,0-1 Miles,Europe,28,No
15264,Married,Male,30000,0,Partial College,Clerical,No,2,5-10 Miles,Pacific,65,No
24713,Single,Male,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,90,No
12366,Married,Female,80000,0,Bachelors,Management,Yes,2,5-10 Miles,North America,64,No
15120,Married,Female,70000,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,30,Yes
13032,Married,Male,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,Yes
22034,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
21381,Married,Male,30000,0,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,No
20521,Married,Female,40000,1,High School,Professional,Yes,2,2-5 Miles,North America,58,No
28609,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,50,No
14127,Married,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,30,Yes
19441,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
19176,Single,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No
12669,Single,Male,70000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Yes
17274,Married,Male,70000,4,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,47,No
12288,Married,Female,10000,2,High School,Manual,No,1,0-1 Miles,Europe,38,No
26566,Single,Female,40000,0,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes
16087,Single,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
28591,Single,Female,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,51,No
14611,Single,Female,50000,2,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No
29146,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
23839,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,36,No
14141,Single,Female,10000,1,High School,Manual,No,1,1-2 Miles,Europe,46,Yes
20193,Single,Female,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
15043,Single,Male,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,29,Yes
17155,Married,Male,60000,1,Partial College,Professional,Yes,0,10+ Miles,North America,57,No
15995,Married,Female,40000,0,Partial College,Professional,No,2,1-2 Miles,North America,54,Yes
11870,Single,Female,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,No
20011,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Yes
23228,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
17485,Married,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,No
12060,Single,Male,150000,3,Graduate Degree,Management,No,2,0-1 Miles,North America,63,Yes
11502,Single,Male,40000,4,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No
19987,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
27736,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
25362,Married,Female,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,47,Yes
12554,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,68,No
22784,Married,Male,70000,1,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,54,Yes
17769,Single,Male,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,53,Yes
20199,Married,Female,70000,0,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,Yes
26377,Single,Female,70000,3,Partial College,Professional,Yes,1,10+ Miles,North America,53,No
28202,Single,Female,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
20266,Married,Female,70000,4,Partial College,Skilled Manual,No,2,0-1 Miles,Pacific,45,No
12110,Married,Female,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,56,Yes
27933,Single,Female,80000,1,Partial College,Professional,No,2,2-5 Miles,Europe,52,No
25744,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
11311,Single,Female,70000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,53,No
23156,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes
12539,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,71,No
12955,Single,Female,70000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,No
17616,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
11998,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Yes
15170,Married,Male,80000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes
11322,Married,Female,90000,0,Bachelors,Management,Yes,2,5-10 Miles,North America,68,No
23042,Single,Female,70000,3,High School,Professional,Yes,0,5-10 Miles,North America,51,Yes
12440,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,50,Yes
18736,Single,Female,90000,0,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,47,Yes
13753,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,48,No
14047,Single,Female,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,44,Yes
26867,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
15835,Single,Male,40000,0,Partial College,Skilled Manual,No,1,5-10 Miles,North America,30,No
13378,Married,Female,70000,1,Partial College,Professional,Yes,2,1-2 Miles,North America,58,Yes
16387,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,38,No
16836,Married,Male,90000,4,Partial College,Professional,Yes,3,2-5 Miles,North America,40,Yes
13439,Married,Male,110000,2,Bachelors,Management,Yes,4,5-10 Miles,North America,43,No
11892,Married,Male,90000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
14754,Married,Male,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes
21432,Married,Female,100000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,40,No
13672,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No
17259,Married,Female,110000,5,Partial High School,Management,Yes,4,10+ Miles,Pacific,35,Yes
17776,Single,Female,20000,1,Partial College,Manual,No,1,0-1 Miles,Europe,38,No
12345,Single,Female,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,31,No
14964,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
17766,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
22869,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No
14865,Single,Male,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No
18954,Single,Male,120000,2,Bachelors,Management,No,4,1-2 Miles,North America,41,Yes
16932,Married,Male,20000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No
14391,Married,Male,70000,1,Bachelors,Management,Yes,1,1-2 Miles,North America,59,No
15770,Single,Male,150000,0,Bachelors,Management,No,2,0-1 Miles,North America,40,Yes
25219,Married,Female,90000,4,Bachelors,Professional,No,0,0-1 Miles,Pacific,39,No
22711,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,33,Yes
13174,Single,Female,80000,0,Bachelors,Management,No,1,1-2 Miles,North America,38,Yes
16785,Married,Male,70000,1,Bachelors,Management,Yes,1,10+ Miles,North America,60,Yes
22775,Married,Female,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,No
24395,Married,Female,110000,2,Bachelors,Management,Yes,4,2-5 Miles,North America,41,No
11747,Married,Female,70000,4,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,48,No
14488,Married,Male,70000,1,High School,Professional,Yes,1,1-2 Miles,North America,52,No
23952,Single,Male,20000,0,High School,Manual,No,1,5-10 Miles,Europe,31,No
26417,Single,Male,130000,5,High School,Management,No,4,10+ Miles,Europe,57,No
26480,Single,Female,20000,0,Partial High School,Clerical,No,3,1-2 Miles,North America,61,No
22543,Single,Male,40000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes
18281,Single,Female,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,44,Yes
11852,Single,Male,60000,2,Bachelors,Professional,No,2,0-1 Miles,North America,43,No
18269,Single,Female,60000,2,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Yes
17083,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No
15628,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,90,No
13395,Married,Male,70000,1,High School,Professional,Yes,2,2-5 Miles,North America,55,No
15384,Married,Male,80000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No
15376,Single,Female,80000,3,Partial College,Professional,No,2,0-1 Miles,North America,43,No
16604,Married,Male,120000,5,High School,Management,No,4,10+ Miles,Europe,59,No
19750,Single,Male,40000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,29,No
11701,Married,Male,60000,2,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,No
16646,Married,Male,100000,3,Graduate Degree,Management,Yes,3,1-2 Miles,North America,64,No
26456,Single,Male,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,No
17933,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
22338,Married,Male,20000,0,High School,Manual,No,2,1-2 Miles,North America,53,No
15773,Married,Male,70000,0,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No
28881,Married,Male,110000,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,50,No
23366,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
28550,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No
16835,Married,Male,70000,0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,Yes
25924,Single,Female,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
21272,Single,Female,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,37,Yes
17805,Single,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No
25422,Married,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No
17891,Married,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Yes
11941,Single,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
12099,Single,Female,60000,1,Partial College,Professional,No,2,2-5 Miles,North America,56,No
26835,Married,Male,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,No
27956,Married,Male,130000,5,High School,Professional,Yes,3,0-1 Miles,Europe,55,Yes
16955,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Yes
23297,Single,Male,40000,4,Partial College,Clerical,No,2,0-1 Miles,North America,34,No
19311,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
22237,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,36,No
18842,Single,Male,40000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,70,Yes
20165,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,Yes
18595,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,Yes
19076,Married,Female,90000,1,High School,Management,Yes,3,5-10 Miles,Europe,58,Yes
14258,Single,Female,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,62,No
19995,Married,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Yes
21079,Single,Male,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,No
27937,Single,Female,90000,0,Partial College,Professional,No,2,2-5 Miles,Europe,61,Yes
14385,Married,Female,60000,0,Bachelors,Management,Yes,2,10+ Miles,North America,61,Yes
13970,Single,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
25431,Single,Female,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,41,No
22283,Single,Male,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
15740,Married,Male,80000,0,Bachelors,Management,Yes,2,1-2 Miles,North America,64,No
16287,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
22806,Married,Female,90000,0,Partial College,Professional,Yes,2,10+ Miles,Europe,62,No
14547,Married,Male,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No
12867,Single,Female,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,Yes
19532,Single,Female,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,39,Yes
20054,Single,Male,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes
18095,Married,Male,60000,1,Bachelors,Management,Yes,0,10+ Miles,North America,57,No
11164,Single,Male,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,No
19717,Single,Male,60000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
23627,Single,Female,100000,4,Partial College,Management,No,4,5-10 Miles,Europe,56,No
21777,Married,Female,70000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No
17007,Single,Male,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Yes
13771,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
12869,Married,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
14570,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
21296,Married,Male,80000,4,Partial College,Professional,No,3,1-2 Miles,North America,44,No
18693,Single,Female,90000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
19104,Married,Female,100000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,35,No
14279,Married,Female,130000,1,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,48,Yes
27364,Single,Male,90000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,No
23706,Single,Female,70000,0,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
17101,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No
11302,Single,Male,90000,3,High School,Professional,No,3,1-2 Miles,North America,45,Yes
25343,Single,Female,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,51,No
16065,Single,Female,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Yes
25902,Married,Male,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No
15078,Single,Male,30000,0,Bachelors,Clerical,No,0,1-2 Miles,Europe,37,Yes
11764,Single,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,39,Yes
26076,Married,Female,80000,4,Partial College,Professional,Yes,2,5-10 Miles,North America,44,No
23404,Single,Female,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
16993,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,No
20648,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,33,Yes
11214,Single,Male,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,57,No
15885,Single,Male,60000,0,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
16053,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes
17042,Married,Male,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
18755,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
11159,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,No
17615,Single,Female,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Yes
12036,Married,Female,40000,0,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,No
18148,Married,Female,60000,1,Partial High School,Skilled Manual,Yes,3,2-5 Miles,Europe,61,Yes
15525,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Yes
17159,Single,Female,60000,1,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Yes
21304,Married,Female,60000,0,High School,Professional,No,2,5-10 Miles,North America,51,No
13192,Married,Male,110000,4,Bachelors,Management,Yes,2,5-10 Miles,North America,63,No
11803,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
14591,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Yes
25656,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,44,Yes
25607,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,53,Yes
28678,Single,Male,80000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Yes
22648,Single,Female,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,39,Yes
12664,Married,Female,130000,5,Partial College,Professional,Yes,4,0-1 Miles,Europe,59,No
12767,Married,Male,30000,0,High School,Clerical,Yes,1,5-10 Miles,North America,52,No
22193,Single,Female,80000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes
15920,Single,Male,100000,3,Partial College,Professional,Yes,4,5-10 Miles,Europe,49,Yes
15834,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,30,Yes
19154,Married,Female,60000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,No
12659,Married,Male,80000,1,High School,Management,Yes,4,10+ Miles,Europe,58,No
11761,Single,Male,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,39,Yes
22151,Married,Male,10000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No
13721,Single,Male,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,52,Yes
27529,Married,Female,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No
26847,Single,Male,20000,3,High School,Manual,No,0,0-1 Miles,Europe,42,No
17213,Married,Male,120000,5,Bachelors,Management,Yes,3,10+ Miles,Europe,54,No
16508,Married,Male,10000,0,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,67,No
12414,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,40,No
27479,Single,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No
18668,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
11287,Married,Male,70000,4,Partial College,Professional,No,3,5-10 Miles,North America,45,No
14844,Single,Male,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,31,No
23888,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,No
27378,Married,Female,30000,0,High School,Professional,Yes,2,5-10 Miles,North America,59,No
25645,Single,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No
11833,Married,Male,80000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,41,No
14344,Single,Male,30000,0,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,67,No
15720,Married,Female,70000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,32,No
20457,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
23055,Married,Male,100000,3,Partial College,Professional,Yes,0,5-10 Miles,North America,46,No
18353,Married,Male,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
14632,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,No
14438,Single,Female,100000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,41,Yes
23575,Married,Male,40000,0,Bachelors,Management,No,2,0-1 Miles,Pacific,62,Yes
16011,Married,Female,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,66,Yes
