Date,Hotel,Region,Room Type,Occupancy Rate (%),Average Daily Rate (USD),Revenue (USD),Customer Rating
2024-03-11,Budget Lodge,North,Suite,92.80101930265997,98.64975395666256,12077.995117019844,5.0
2024-06-07,Budget Lodge,South,Suite,96.54503108558967,281.12951152847404,27261.849564343618,3.8239136698711045
2024-08-03,Mountain Inn,South,Suite,71.4283434553192,242.62703655146154,24918.168262180097,2.652102847766986
2024-01-26,City Center Hotel,North,Deluxe,75.69004120879912,141.0490289240007,15059.40217258896,5.0
2024-10-12,Budget Lodge,North,Deluxe,61.43078437509351,193.6210698326805,16932.93114952596,4.4277496335774
2024-06-10,Luxury Stay,South,Deluxe,92.59135267901168,200.87325449106476,21796.487996824028,3.463473498286149
2024-04-11,Luxury Stay,West,Deluxe,84.98125235537668,239.55429273867384,14264.302475929466,3.3468166379197006
2024-03-09,Seaside Resort,South,Deluxe,100.0,139.06974866699608,11716.879646001476,4.471430957310761
2024-05-12,City Center Hotel,West,Family Room,61.82515384230392,234.60533919912132,19369.948755034413,3.8271571707573817
2024-07-07,City Center Hotel,North,Family Room,69.32988151472674,152.60473478965324,15392.19623041835,2.651815527088429
2024-07-29,Seaside Resort,North,Suite,78.47168883788359,113.20687979156934,15914.972248226302,5.0
2024-08-30,Budget Lodge,West,Standard,84.69734306588656,216.20682796572487,10828.643284660173,3.69620667644883
2024-06-14,City Center Hotel,North,Suite,71.76498543678551,244.5379212061214,6411.639258183019,5.0
2024-03-01,Luxury Stay,West,Standard,61.90558364319449,309.3954486765342,16180.712049395504,4.894904470576001
2024-12-27,Luxury Stay,East,Deluxe,88.22111293385356,120.01373674548933,19524.810207470997,3.29929331886203
2024-10-05,Mountain Inn,South,Standard,85.81703043818372,214.94598425403944,13870.96625461979,4.7232329050542035
2024-04-22,City Center Hotel,East,Suite,61.25588849154413,159.50993781032335,22182.147597794334,3.5439902150954232
2024-01-30,Budget Lodge,West,Suite,95.33164201658244,219.16793552620157,11480.418372922279,2.6933095892372405
2024-11-18,Seaside Resort,South,Standard,92.55298063794905,106.47552243843747,9726.4777251704,3.7027812837845
2024-06-09,Seaside Resort,West,Family Room,77.01444745871689,116.8615112150718,14663.848464019344,4.278346251243395
2024-08-21,Budget Lodge,South,Deluxe,76.19396793564054,141.2062588416758,14587.037123243548,3.6760843464025634
2024-12-04,Mountain Inn,South,Deluxe,83.31086656673861,183.9482022834042,18849.843656676112,3.785066161352429
2024-06-18,Seaside Resort,South,Suite,62.074453946156126,147.94593667308223,11125.185879680077,4.800496231450029
2024-11-13,City Center Hotel,South,Family Room,75.45047218746123,212.95271719567097,21840.47118407449,4.074545786203064
2024-07-04,Mountain Inn,West,Standard,42.714246830862294,231.34473091289573,24834.584812541267,3.4096911821005333
2024-02-26,City Center Hotel,South,Deluxe,88.14683468254404,209.9788770622678,14804.27986515829,4.4914212265671285
2024-08-27,Luxury Stay,South,Family Room,51.57760166337211,260.9393819830434,21248.55210092159,4.138372896867971
2024-09-13,Mountain Inn,East,Deluxe,97.55129742643499,200.79133147276715,9717.5146468737,2.23487663897657
2024-12-23,Seaside Resort,North,Family Room,70.04819859050325,119.15516448299164,20376.10770590958,4.299847039640014
2024-07-19,Mountain Inn,North,Family Room,71.82499527103235,248.16882567691698,20236.38204279731,4.274280095401271
2024-11-20,Mountain Inn,East,Suite,65.58399140873242,149.74218821970013,19317.186400949395,4.014084790706602
2024-11-10,Mountain Inn,East,Deluxe,70.67941689116886,225.5209249842785,14922.18455564853,4.624190406748703
2024-10-28,Mountain Inn,West,Standard,96.27797017722055,258.6867108277553,5000.0,3.5293244909714483
2024-04-15,City Center Hotel,West,Suite,37.68287015197381,202.83440053651995,11791.364281739354,4.23554985217463
2024-10-16,Luxury Stay,West,Suite,94.15448079132281,105.19205934176752,11870.41991157699,2.903128440182853
2024-04-10,Budget Lodge,East,Standard,80.07035221652562,134.0893916745104,10108.725309697613,4.284963268379182
2024-04-06,Mountain Inn,East,Suite,56.89467528214176,246.13722334425677,15611.21502273533,5.0
2024-06-01,Seaside Resort,South,Family Room,58.87031410426143,171.54386571785918,12905.182772393826,3.3036005532727213
2024-01-29,Mountain Inn,West,Family Room,100.0,183.9786767471083,10876.93995117489,3.4681385076085576
2024-06-01,Seaside Resort,West,Deluxe,60.81739680085903,217.94122080818047,9705.999258760901,3.5029891899759136
2024-03-13,City Center Hotel,West,Deluxe,57.69974234106061,214.81614310401616,11422.435072573857,4.090998758061117
2024-09-10,Seaside Resort,North,Standard,92.05971813547094,193.93999061927303,20607.496059249643,3.2558746090023973
2024-01-04,Budget Lodge,South,Deluxe,80.07829314428871,169.5665814389767,11694.87472686253,4.294873165083686
2024-08-24,Luxury Stay,West,Family Room,60.93111635195402,164.36657771338213,12425.306467833638,4.5927879618284155
2024-02-07,Seaside Resort,West,Standard,78.24937463106929,222.89494126456714,12716.51192488377,4.374043049417649
2024-01-20,Seaside Resort,West,Standard,59.61370974539584,207.67847655338966,16694.967569047098,2.7621092020533493
2024-04-22,Luxury Stay,North,Deluxe,91.51232097633908,167.1349999691105,17281.247442642663,4.696617365611024
2024-01-23,Budget Lodge,North,Family Room,90.920564473097,234.10561564965704,5000.0,4.656157189977576
2024-05-15,Mountain Inn,East,Standard,82.98009298232915,173.5482942435108,20108.17606913804,4.581112960642413
2024-09-04,Seaside Resort,South,Family Room,80.42491591870525,137.41689128328034,22181.84017121877,4.260989574059077
2024-10-27,Luxury Stay,East,Family Room,100.0,142.05146505483276,9749.067313191652,4.154132519943593
2024-04-06,City Center Hotel,South,Family Room,74.99529491082338,131.0629581845117,10138.508776325827,4.722672578688478
2024-02-02,Luxury Stay,North,Deluxe,57.27188811868798,166.37949916981563,12748.733061108644,5.0
2024-05-14,City Center Hotel,West,Suite,81.7421086924846,241.68621391680966,11219.979902716976,3.332871675644605
2024-09-11,Budget Lodge,East,Suite,100.0,139.74524094847456,16119.634369733032,4.75468777705634
2024-10-04,Mountain Inn,West,Standard,59.77860760221222,189.42378805090516,5267.3735682056795,3.9396480313947833
2024-05-12,Luxury Stay,East,Family Room,69.57805849959021,147.16553271862932,9410.361959816302,3.9092288635799797
2024-08-25,Seaside Resort,North,Deluxe,81.2466905715218,166.98454793642813,22695.986000874538,2.924428516732573
2024-01-15,Budget Lodge,North,Family Room,74.19142726491391,104.4979394007374,10358.90016325991,3.8006474133392234
2024-10-03,Luxury Stay,North,Family Room,60.26544629434028,168.97308854217312,21217.141390514626,3.3019145294221093
2024-05-05,Seaside Resort,East,Deluxe,91.82786784345706,170.3147310097519,16776.690977950686,3.675301899345838
2024-12-10,Luxury Stay,South,Suite,100.0,207.01439720178476,5953.661427058709,3.231269531355295
2024-01-17,City Center Hotel,East,Family Room,77.94197188535861,191.16404566276853,18176.645976081032,3.6857641288808956
2024-11-07,Luxury Stay,South,Family Room,61.43897565396,120.08039375239774,14411.663489035733,3.715722750083618
2024-02-19,Luxury Stay,East,Suite,51.76559212419787,234.20991220217712,12722.664718751297,4.0677284429071605
2024-05-14,Luxury Stay,East,Deluxe,78.86963971831771,190.51515201109976,16224.785465860019,2.8696750963960684
2024-04-27,Budget Lodge,North,Standard,91.55816014974387,189.91967585887434,17373.16742783396,2.988137296578274
2024-11-01,Luxury Stay,West,Suite,82.12751619743072,179.54088233074305,18537.959109873096,4.253339989511368
2024-02-29,Seaside Resort,West,Standard,74.9639423862172,154.112127638889,20891.26423774001,3.441793318050931
2024-05-04,City Center Hotel,South,Standard,66.1609252231604,190.8901169874363,17040.679563891783,4.752170853160952
2024-04-25,City Center Hotel,West,Suite,58.617545509228655,203.77942179642912,8121.829556068191,4.157688805410532
2024-06-21,Luxury Stay,East,Family Room,87.52126989487323,92.65521543272226,12631.772711744044,4.424733505144485
2024-07-05,Budget Lodge,East,Standard,88.70657432078379,153.06195813269522,29715.241676343107,4.987484624294626
2024-03-28,Budget Lodge,North,Standard,51.814053199639005,167.25265147982054,18622.455301908638,3.783202431735399
2024-07-21,Seaside Resort,North,Deluxe,98.84758467271025,192.8085302847139,26846.436504057485,3.597859306208607
2024-12-26,Luxury Stay,West,Family Room,83.61106831341002,239.6655502963563,21977.170410995925,4.610191809919169
2024-11-06,City Center Hotel,South,Standard,95.99391967718691,141.41295927016088,16209.010357778743,4.35665949475078
2024-11-15,Budget Lodge,West,Deluxe,54.868083772723274,155.1019076591079,16507.03534890559,3.868868783125089
2024-06-30,Luxury Stay,West,Family Room,54.51263766876842,154.3732944676725,14817.099800615772,4.97402057686916
2024-12-17,Budget Lodge,West,Suite,72.76546035349054,139.92362049477293,6310.976920767502,3.8514289831120485
2024-06-16,Budget Lodge,West,Suite,82.54176640342791,162.64067524438687,15090.23626234112,4.022941546289047
2024-06-29,City Center Hotel,East,Deluxe,100.0,218.54011099939856,21053.372762710984,4.014855855583981
2024-10-26,Mountain Inn,South,Suite,85.59118370722697,127.30822523178273,12001.800025893981,3.3457842735710703
2024-05-09,Seaside Resort,East,Standard,71.3597808478195,201.39071975764517,17059.764995309048,4.054309772640473
2024-05-28,Seaside Resort,South,Family Room,59.60446188501162,94.90488849908323,19257.955229465988,4.977732124178944
2024-11-01,City Center Hotel,North,Standard,93.45000859078725,151.9331001778897,10451.597803437624,4.311477820763323
2024-07-27,Budget Lodge,West,Standard,60.52941861373928,163.5255349891007,12743.485678281677,4.021744398479252
2024-04-20,Luxury Stay,East,Suite,99.42702832158483,263.74298364570325,9910.442547614204,3.8867629031840316
2024-05-16,Budget Lodge,South,Standard,70.73423025590236,166.2598847623656,10889.171966552965,4.231606919884446
2024-12-20,City Center Hotel,North,Suite,98.85873108926776,69.93782632745409,8561.973581734695,4.524836639942429
2024-07-29,Seaside Resort,North,Family Room,85.18396935088917,80.0555546569375,10497.757693109867,4.426467181622827
2024-05-25,Budget Lodge,West,Family Room,72.94506765836313,181.70147931733405,22097.278403989196,3.7676945967246147
2024-03-24,Seaside Resort,South,Standard,67.2090544226081,210.68854278949544,10422.614854548538,4.22734711587708
2024-01-30,Luxury Stay,East,Deluxe,69.8863818398088,198.77279288136265,15632.29609530345,4.335957818803795
2024-03-05,Seaside Resort,West,Suite,81.42475038562856,188.3785052900495,12485.656231645222,3.294963508731115
2024-01-24,Seaside Resort,East,Suite,76.15734744326575,238.11297987528334,20894.329685184697,4.117761378828586
2024-07-29,Mountain Inn,North,Standard,66.09282887896943,153.02043896314342,21555.811483018082,2.487087279588347
2024-08-09,Mountain Inn,East,Suite,72.51552884523552,224.74552780134127,19320.349910694735,4.33777359687483
2024-03-30,Mountain Inn,East,Suite,76.17865544578724,98.39925574867914,16530.672765513777,4.462240138193877
2024-04-15,Seaside Resort,West,Deluxe,43.06898858377782,134.7526083530967,13844.702315795506,4.523282288050521
2024-06-20,City Center Hotel,East,Deluxe,81.87252172183048,89.64793025340919,9040.62647904375,3.723467203481303
2024-08-17,Seaside Resort,West,Standard,60.3041816292479,166.25773496651038,24717.644405610983,4.216332784516824
2024-03-17,City Center Hotel,North,Deluxe,57.700013951913824,177.68693913668287,11201.634911237234,4.996767691878817
2024-03-08,City Center Hotel,West,Standard,49.689834793339344,185.70507461132598,18318.23173516421,4.989638753803881
2024-12-30,Mountain Inn,West,Family Room,48.091612531981646,183.09416764435676,20297.827863116985,3.9795791105414073
2024-12-18,Budget Lodge,South,Standard,54.668287453315656,133.6223334594136,12223.597515473353,4.097523741510692
2024-04-01,Luxury Stay,East,Family Room,64.36468563554264,170.4879577793392,20190.06263657981,4.777637801314103
2024-03-28,Mountain Inn,North,Standard,100.0,105.12766656971257,18821.066016694276,2.9494385893164776
2024-02-19,Mountain Inn,West,Suite,67.11180486157194,248.16144875661251,23639.819176908826,3.7738469801260828
2024-04-12,Budget Lodge,North,Deluxe,77.66625159402047,164.81869635509995,12653.267667866445,4.934899318875729
2024-02-15,Luxury Stay,South,Family Room,81.00722079759493,155.55569404781545,8570.679913601425,4.682640379179336
2024-06-27,Seaside Resort,East,Standard,76.96597779323773,259.4470164222041,12472.551222777445,4.258484644354933
2024-09-23,Seaside Resort,West,Deluxe,73.8383480891101,117.88767332253855,16044.267712671659,2.9459173162685657
2024-09-24,Mountain Inn,East,Standard,57.07059354601133,123.72064429840154,15291.063635425282,3.9650628368711867
2024-11-15,Luxury Stay,South,Deluxe,96.76391322418817,125.18898375657174,13032.810518627248,3.587059222625047
2024-01-08,Mountain Inn,South,Deluxe,100.0,176.6064309150259,5454.012705113786,4.23172723197205
2024-09-21,City Center Hotel,North,Standard,49.76011958815971,201.58158148187988,17352.41498064553,3.433457320643584
2024-03-18,Mountain Inn,West,Family Room,59.639571136704305,216.98377340589167,24861.722395411,3.281993623517775
2024-08-27,Mountain Inn,North,Family Room,70.8028448643449,308.5997658747484,17321.25619061502,2.554594305621451
2024-09-14,Seaside Resort,South,Suite,60.53193307634713,67.52837728996181,18045.677595267567,4.855263279483691
2024-07-14,Seaside Resort,East,Deluxe,82.58948330183797,210.43677945622085,17862.226530775508,3.72016064198986
2024-11-25,Seaside Resort,North,Suite,64.07591696390081,152.14347137138844,16985.233349412,4.110002048591774
2024-05-10,City Center Hotel,North,Suite,100.0,150.67924255556133,19658.329834340475,3.998433318468073
2024-12-08,Seaside Resort,East,Standard,92.85822891515394,149.01139358730612,16976.86840592833,3.2527962469276503
2024-09-17,Luxury Stay,North,Standard,78.18861045948323,134.56151645960134,13436.61415173362,3.118654561986265
2024-08-29,Budget Lodge,East,Standard,90.40479394979599,264.2262417301726,11020.05544995623,3.296279411801935
2024-06-19,Luxury Stay,West,Deluxe,91.58850636535963,222.11486635069514,13755.131723596623,3.493782092819425
2024-05-26,Luxury Stay,East,Standard,66.54078767912635,181.15979892786874,16570.64748225333,4.256624372909664
2024-09-26,Seaside Resort,West,Standard,62.75674133187053,247.55078762435002,13419.585194385134,3.442997635535572
2024-05-28,Budget Lodge,East,Deluxe,76.17214594454471,104.37355173505622,16571.69341565715,5.0
2024-10-25,Budget Lodge,South,Deluxe,87.92454186746916,113.46474343345369,17195.75066850209,4.719005725125205
2024-01-28,Budget Lodge,South,Family Room,77.08590597980127,71.10161339026561,19165.897156350908,4.565851684765995
2024-05-28,City Center Hotel,West,Standard,51.345052767135044,145.02927299383563,21413.9748441949,3.916238768268795
2024-10-06,Seaside Resort,West,Standard,62.95763334073737,188.08492633523764,15390.037092394288,5.0
2024-06-30,Budget Lodge,South,Standard,73.89040704608433,185.1429288966167,8461.117174261697,3.8473960582152134
2024-06-14,City Center Hotel,West,Family Room,73.86501593511255,187.467095552994,13274.47951590405,3.978117010092028
2024-01-17,Mountain Inn,East,Standard,100.0,109.44715844669591,15220.312837032996,4.118982177824488
2024-05-29,Mountain Inn,East,Family Room,54.21018086401503,220.1577371307011,5821.1562191145495,4.491276128380341
2024-12-04,City Center Hotel,South,Suite,82.58383862753811,191.9813759119499,21943.32260051241,4.44583565530209
2024-02-14,City Center Hotel,North,Family Room,97.33669662492434,216.65271407329993,15711.889562552331,3.667412305088778
2024-11-25,Seaside Resort,East,Suite,100.0,85.3618911204974,16906.764172901425,3.6269043964018324
2024-07-07,Seaside Resort,West,Standard,68.93403865224059,195.57454293988948,21827.63231263133,4.447932070006459
2024-05-18,Mountain Inn,North,Suite,82.37144179080299,120.61173800412365,11849.285849288266,4.500665608723863
2024-03-01,Budget Lodge,North,Family Room,83.54640535797971,160.1338373724319,17870.20965442015,3.724654212623989
2024-10-20,Mountain Inn,East,Deluxe,77.93222597329937,206.71824493181916,14450.679384490322,2.888968351225082
2024-11-17,Budget Lodge,East,Suite,73.5173219814104,184.55468031279565,14079.565664920403,3.8548787327942287
2024-02-02,Budget Lodge,North,Suite,81.53963084250069,137.42300101103405,11139.038060978104,4.436468059178101
2024-10-25,Seaside Resort,North,Standard,37.01630872170472,180.31365780922093,23328.016068432637,5.0
2024-04-21,Luxury Stay,South,Family Room,85.23104235093948,103.42323423781785,13122.499799622146,3.161429426361537
2024-10-17,Luxury Stay,West,Suite,76.89266855492951,237.5133697949148,18497.32123447851,3.7014001230185984
2024-02-06,City Center Hotel,South,Suite,71.66287654832603,169.73579902518745,5624.963062640318,3.7274175069322366
2024-04-09,Seaside Resort,East,Suite,100.0,235.9274972127663,20899.94264844893,4.949063737602051
2024-01-23,Budget Lodge,South,Suite,64.87598971814171,153.67341564519785,20261.055779785293,3.975540949678957
2024-08-05,Luxury Stay,South,Deluxe,68.95386016402453,153.82120057967086,15487.170551486515,3.3648714084394142
2024-03-29,Budget Lodge,South,Family Room,100.0,141.79066066810768,13865.287669310379,4.391086698045274
2024-07-27,Luxury Stay,South,Standard,62.51908042725215,223.80869658465377,17000.000028067832,3.7167530359713377
2024-09-27,Luxury Stay,West,Standard,66.74827075595192,144.52844213357622,26443.953304401446,3.142928908649432
2024-08-24,Luxury Stay,West,Deluxe,72.79461864853725,212.2297716207588,6183.816505482575,3.3750586849066946
2024-07-27,Seaside Resort,North,Family Room,87.61101723194324,160.87738011653548,18910.136937870637,5.0
2024-10-04,Mountain Inn,East,Suite,78.1170376102997,81.20183500541901,10441.913489230486,4.268946455154624
2024-07-24,Budget Lodge,South,Deluxe,55.610619792716065,151.4842966106767,14900.408018501344,4.07543203881678
2024-03-18,Seaside Resort,North,Family Room,67.01747155309215,121.04458928185758,13760.599404606684,3.825074384931568
2024-11-23,Seaside Resort,North,Suite,65.88968350181683,181.69513618411688,12858.408711011221,4.204504189483159
2024-04-07,Seaside Resort,North,Deluxe,73.84168432165431,120.47961321627548,14947.674354736353,4.196165162201746
2024-12-11,Seaside Resort,West,Family Room,81.38765487944744,226.29875503573084,9329.144273611048,4.204518179745128
2024-12-30,Seaside Resort,South,Standard,81.27308633831959,175.44620698234863,20145.902180639834,4.080391563194427
2024-12-15,City Center Hotel,South,Standard,48.359823689273966,171.12020026206307,6029.282444006998,4.608158836813884
2024-12-01,Budget Lodge,East,Family Room,90.95911481341284,212.79460688937914,17698.82256414171,4.016173042200512
2024-04-03,Seaside Resort,South,Standard,78.78853268994935,228.19534670379312,13367.320737327143,3.315442815113153
2024-03-20,Budget Lodge,South,Family Room,95.7679807139086,178.9950624115174,9145.37553096273,3.5713039763693923
2024-02-07,City Center Hotel,North,Suite,81.66297490936007,141.43998502253547,16011.916852993476,2.6146869145572014
2024-08-15,City Center Hotel,East,Family Room,91.51984436603644,91.30151919439353,7215.24456646761,5.0
2024-05-13,Budget Lodge,South,Suite,81.9981796717519,145.697512148241,15198.569108598173,4.6039282143668805
2024-07-14,Luxury Stay,West,Deluxe,95.19338634304123,149.1393876676019,7885.615460942228,3.418950653409534
2024-10-08,Mountain Inn,South,Family Room,82.83375954026668,185.35287264961482,17306.360421589157,3.8027086054220303
2024-04-10,Luxury Stay,North,Deluxe,73.53127130335643,162.74265594309864,10378.213331848121,3.5541864680554967
2024-03-15,Luxury Stay,West,Standard,100.0,214.39664860257142,12745.029914853452,5.0
2024-10-20,Luxury Stay,North,Suite,88.33555683419839,149.35083643646553,16469.746939715813,3.00608598501035
2024-07-26,Seaside Resort,South,Family Room,83.60616631506619,177.1479416573529,11137.28944078882,4.0801332411731455
2024-03-23,City Center Hotel,West,Deluxe,55.85543375192496,239.19937215984447,14710.180001658488,3.9240305102046067
2024-05-22,Luxury Stay,East,Suite,55.675385738046934,197.09126069774834,7430.847493775732,4.57878704149638
2024-02-25,City Center Hotel,East,Suite,79.3907322321278,176.99812291557177,18154.378017980776,3.9271935405927136
2024-12-26,Budget Lodge,West,Standard,77.18281796652361,149.90277790324114,23824.569027753856,2.7692537863411957
2024-10-13,Mountain Inn,West,Standard,65.78816152487525,148.33843016425115,28961.044339549808,3.8242175157502913
2024-07-29,Budget Lodge,North,Suite,77.1147404941809,137.46933735240262,15455.840733332196,3.3194864474396724
2024-06-27,Budget Lodge,West,Suite,98.82940392065393,152.94965671085504,18941.020703985934,4.0557056825895925
2024-02-27,Seaside Resort,North,Family Room,85.43103711825448,217.78329193721572,6096.871635462554,5.0
2024-03-13,Mountain Inn,South,Suite,57.88487235370893,168.90558643538657,22513.67163152794,2.7824023290374056
2024-08-02,Budget Lodge,North,Family Room,73.32736759285585,112.51134653093844,18881.142523620532,3.4398440852200673
2024-09-22,Budget Lodge,West,Suite,62.925502787211585,268.40846465298915,12580.332775243834,3.613114932351552
2024-03-13,Mountain Inn,West,Standard,69.18450125387159,195.99825955725817,21185.904001445047,3.7328582332107523
2024-09-27,Mountain Inn,South,Family Room,68.79576501555536,109.65282997434153,13727.619616773292,4.518087964873671
2024-12-19,Budget Lodge,West,Deluxe,67.83531626093992,157.9075536379588,12709.874084927218,3.878518907707029
2024-08-21,Mountain Inn,West,Standard,56.17296942039908,185.54431914142089,17376.674627137458,4.291061908004312
2024-11-14,Budget Lodge,East,Family Room,73.08517977722715,265.2296046648689,9683.227500848407,3.5619588693877566
2024-01-19,Budget Lodge,East,Family Room,66.59088544729035,124.59437708705653,20108.12382199974,4.160947041792556
2024-04-22,Seaside Resort,South,Deluxe,31.05826964996598,228.80203596779734,9720.050940365783,4.5444583416144
2024-03-03,Luxury Stay,North,Family Room,100.0,249.97432134861714,9749.72605088407,3.487390315184038
2024-07-02,Budget Lodge,East,Suite,91.33154481325008,148.5672847462715,10451.551057958328,4.54695068386456
2024-10-03,City Center Hotel,North,Deluxe,69.35548912612506,166.12431905698833,18797.500187580612,4.036660938109298
2024-06-10,Luxury Stay,West,Standard,75.28228574610898,128.18453763131149,11916.123192401461,4.731822168337577
2024-08-30,Luxury Stay,East,Standard,57.42518479023657,169.82694294598477,8260.021078164156,3.8590060699461186
2024-05-24,Luxury Stay,South,Suite,100.0,178.17050128285345,11971.60000032101,4.266871258613469
2024-05-25,Seaside Resort,South,Standard,100.0,212.98249990411853,14839.788146597566,3.971575637825029
2024-03-21,Budget Lodge,South,Family Room,77.35040592369786,234.50917355102234,9095.137581678071,3.932651416571595
2024-11-17,Seaside Resort,East,Family Room,90.35295966278017,142.59519676891765,9241.594454828282,4.1812512997579825
2024-11-16,Budget Lodge,North,Suite,77.62930168400885,81.63374678870028,25556.481670497924,4.375765228457433
2024-02-12,Seaside Resort,West,Standard,54.94911841686104,178.9377610361879,10697.172980930565,3.1253045616531967
2024-11-08,Seaside Resort,North,Standard,68.82264946554514,194.67687649843202,13384.788156134966,5.0
2024-10-19,City Center Hotel,North,Suite,76.97891950157936,192.4708843842521,13163.81499600357,2.6982358716151413
2024-06-24,Seaside Resort,West,Deluxe,68.18178421884834,163.6663376245478,12893.215961147791,3.520631523182773
2024-03-09,Mountain Inn,West,Standard,71.72020083847445,186.23760498319672,18106.73369984551,3.9340116504645697
2024-02-25,City Center Hotel,East,Deluxe,73.62900663736329,255.77224041761238,19740.714752360247,4.2886491783601635
2024-04-28,Seaside Resort,East,Standard,73.78682253201808,199.08670844812548,13470.22784234204,5.0
2024-07-22,Luxury Stay,East,Standard,75.78387735746225,161.3315787498458,8817.608567038256,2.699195958242425
2024-02-24,Mountain Inn,East,Standard,59.09092400405099,154.99010914520022,21372.201139244517,3.6446141101272027
2024-02-07,Mountain Inn,East,Standard,64.24475776308095,171.50738211611346,14523.294544016588,2.5112165585405144
2024-08-30,Mountain Inn,West,Family Room,55.73123601450046,261.836998091532,23651.609074285843,4.022135381737173
2024-07-19,City Center Hotel,North,Deluxe,89.667233245293,170.83496452369013,5000.0,4.190178509150021
2024-08-23,Seaside Resort,East,Deluxe,43.415295872395134,179.0102827739646,15977.016106416602,5.0
2024-01-15,Seaside Resort,East,Standard,92.30385514975389,155.88432145318484,24593.03166938104,4.084444332625418
2024-05-23,Luxury Stay,North,Standard,95.79524095894266,234.94916787209823,13233.679322809208,4.730817590609666
2024-03-17,Luxury Stay,East,Deluxe,70.46729119526069,277.99186273723376,13872.53288332682,4.408685957077341
2024-11-04,Mountain Inn,North,Family Room,35.95294368259052,202.53065247156943,16477.558457951694,3.695326262096382
2024-09-19,Luxury Stay,North,Suite,69.58034157049065,184.1386451892713,12206.020905575213,3.0137274772455727
2024-07-03,City Center Hotel,West,Suite,74.0372375806677,181.83914165871175,13439.640339736336,4.1925016088042675
2024-02-24,Seaside Resort,South,Deluxe,59.8410267010663,60.78466056071272,13310.924529042984,2.9555285879982454
2024-11-03,Mountain Inn,West,Standard,67.27172409287635,217.25754321424085,11862.896327868133,4.906644950868751
2024-01-04,Luxury Stay,South,Standard,97.95292798295027,186.70832079979218,21144.282751002796,3.886556528574223
2024-10-25,City Center Hotel,South,Family Room,84.97390743452611,201.41710253303626,17305.390161482177,4.836624188057991
2024-02-09,City Center Hotel,South,Suite,61.1315382843285,144.42689029581476,16253.14116051651,3.6638498961073203
2024-08-17,Luxury Stay,East,Family Room,51.03601245606852,160.77715605114543,19042.855034450586,4.188195550480694
2024-10-12,Seaside Resort,West,Suite,70.09474023585344,159.44875317484136,13678.220833982665,4.146544200134282
2024-05-17,Luxury Stay,South,Deluxe,71.79814830974342,231.08114920365193,11128.980908235497,3.9684691173923534
2024-04-12,Mountain Inn,North,Suite,82.44298781044975,161.06200816984534,11986.878476927213,3.6971383406223857
2024-01-07,Luxury Stay,East,Family Room,66.97024931148512,284.1330161054899,15008.915205523044,4.274719212929364
2024-06-12,City Center Hotel,West,Family Room,82.67249363042792,201.54312095075187,9703.94145813549,3.351685715561754
2024-12-30,Luxury Stay,South,Family Room,100.0,116.21586700021342,12498.694917066623,3.1533952697286587
2024-10-02,Seaside Resort,North,Deluxe,87.23251533666394,173.57268533740216,12419.416790642827,4.869978825328779
2024-02-18,Budget Lodge,West,Suite,74.27867239003841,147.4162438921792,25622.78114914507,4.50901759222447
2024-04-05,Luxury Stay,West,Suite,72.25274293420058,70.28087650899879,5000.0,4.046124126021568
2024-02-28,Seaside Resort,East,Family Room,69.64990298730193,259.97354700568945,14101.901392971833,5.0
2024-08-18,Seaside Resort,West,Suite,92.70961368678218,215.1571271110002,23628.46896407385,3.8125641368926084
2024-06-25,City Center Hotel,East,Standard,65.59029831073046,206.66036589496562,15609.22232066227,4.925892253992286
2024-03-30,Seaside Resort,South,Standard,75.67834063499974,188.2701830149852,18767.087367105465,4.122901859448075
2024-10-08,Seaside Resort,East,Standard,75.76796852821629,110.89912156537812,15499.131575498839,3.282674474946527
2024-02-05,Seaside Resort,North,Suite,67.47323710782702,155.81914302222816,11663.333093917598,5.0
2024-06-19,Seaside Resort,East,Deluxe,54.41301678173849,222.08903873920065,5000.0,4.693497592636859
2024-05-05,Mountain Inn,North,Deluxe,79.84461755426503,127.43899851087485,16027.278435181513,3.915285278293305
2024-10-25,Mountain Inn,East,Deluxe,74.08494042216924,53.41153418745931,11121.966976988044,4.5090198816737646
2024-12-20,City Center Hotel,West,Deluxe,82.50360704154855,168.6446996109537,10998.322969173481,3.717407596201465
2024-07-22,Luxury Stay,South,Standard,66.9959954034125,172.91212229862307,12505.063720104441,4.5804043245416795
2024-10-15,Seaside Resort,North,Standard,93.31231948219572,186.77817082073545,23724.307033117468,2.3262450043012284
2024-12-21,Luxury Stay,East,Family Room,61.848393281822325,216.4259321757268,27024.187711269864,3.2861390664137846
2024-04-06,Luxury Stay,East,Suite,100.0,211.88029061156044,16086.039687642005,4.685481821000874
2024-08-25,City Center Hotel,East,Suite,48.78545235257607,192.93849026219607,12676.163880441361,3.8252411232467565
2024-06-21,Seaside Resort,West,Deluxe,81.52155096835337,239.77656940433548,9113.867912743948,4.145279606422119
2024-10-27,Seaside Resort,West,Standard,82.13146023789935,104.05151095933427,17342.700807730347,3.057250036519196
2024-03-28,Budget Lodge,North,Deluxe,63.06664398088677,205.22909072386952,23914.52800032572,5.0
2024-12-16,Luxury Stay,North,Family Room,81.36590906791518,211.32691816684712,13763.298064874216,4.8333707506023735
2024-01-17,Luxury Stay,West,Suite,94.19278004640239,118.02188569598803,5000.0,3.859520347137269
