OrderID,UnitPrice,Quantity,Discount,StandardCost,OrderDate,ProductName,CategoryName
10381,8,14,0,10.5625,12/12/2006,Longlife Tofu,Produce
10382,17,32,0,40.625,12/13/2006,Chef Anton's Gumbo Mix,Condiments
10382,50,9,0,24.7,12/13/2006,Carnarvon Tigers,Seafood
10382,99,14,0,29.9,12/13/2006,Thüringer Rostbratwurst,Meat/Poultry
10382,2,60,0,9.1,12/13/2006,Geitost,Dairy Products
10382,8,50,0,10.5625,12/13/2006,Longlife Tofu,Produce
10383,4.8,20,0,8.6125,12/16/2006,Konbu,Seafood
10383,13,15,0,13.65,12/16/2006,Valkoinen suklaa,Confections
10383,30.4,20,0,6.175,12/16/2006,Gnocchi di nonna Alice,Grains/Cereals
10384,64.8,28,0,16.25,12/16/2006,Sir Rodney's Marmalade,Confections
10384,27.2,15,0,8.125,12/16/2006,Camembert Pierrot,Dairy Products
10385,24,10,0.200000003,12.35,12/17/2006,Uncle Bob's Organic Dried Pears,Produce
10385,27.2,20,0.200000003,8.125,12/17/2006,Camembert Pierrot,Dairy Products
10385,10,8,0.200000003,5.98,12/17/2006,Scottish Longbreads,Confections
10386,3.6,15,0,12.6425,12/18/2006,Guaraná Fantástica,Beverages
10386,11.2,10,0,6.5,12/18/2006,Sasquatch Ale,Beverages
10387,3.6,15,0,12.6425,12/18/2006,Guaraná Fantástica,Beverages
10387,36.4,6,0,12.35,12/18/2006,Rössle Sauerkraut,Produce
10387,44,12,0,28.535,12/18/2006,Raclette Courdavault,Dairy Products
10387,17.2,15,0,4.8425,12/18/2006,Fløtemysost,Dairy Products
10388,7.6,15,0.200000003,8.45,12/19/2006,Røgede sild,Seafood
10388,5.6,20,0.200000003,35.75,12/19/2006,Filo Mix,Grains/Cereals
10388,26.2,40,0,12.675,12/19/2006,Perth Pasties,Meat/Poultry
10389,24.8,16,0,13.8775,12/20/2006,Ikura,Seafood
10389,19.2,15,0,9.75,12/20/2006,Pâté chinois,Meat/Poultry
10389,39.4,20,0,52.65,12/20/2006,Tarte au sucre,Confections
10389,12,30,0,15.1125,12/20/2006,Outback Lager,Beverages
10390,10,60,0.100000001,3.9,12/23/2006,Gorgonzola Telino,Dairy Products
10390,14.4,40,0.100000001,13.6825,12/23/2006,Steeleye Stout,Beverages
10390,9.6,45,0,9.75,12/23/2006,Spegesild,Seafood
10390,27.8,24,0.100000001,5.85,12/23/2006,Mozzarella di Giovanni,Dairy Products
10391,4.8,18,0,8.6125,12/23/2006,Konbu,Seafood
10392,28.8,50,0,80.4635,12/24/2006,Gudbrandsdalsost,Dairy Products
10393,15.2,25,0.25,6.5,12/25/2006,Chang,Beverages
10393,18.6,42,0.25,4.55,12/25/2006,Tofu,Produce
10393,11.2,7,0.25,20.2995,12/25/2006,NuNuCa Nuß-Nougat-Creme,Confections
10393,24.9,70,0.25,13.65,12/25/2006,Gumbär Gummibärchen,Confections
10393,10,32,0,3.9,12/25/2006,Gorgonzola Telino,Dairy Products
10394,4.8,10,0,8.6125,12/25/2006,Konbu,Seafood
10394,39.4,10,0,52.65,12/25/2006,Tarte au sucre,Confections
10395,9.6,28,0.100000001,9.75,12/26/2006,Spegesild,Seafood
10395,26.2,70,0.100000001,12.675,12/26/2006,Perth Pasties,Meat/Poultry
10395,28.8,8,0,80.4635,12/26/2006,Gudbrandsdalsost,Dairy Products
10396,7.2,40,0,23.4,12/27/2006,Tunnbröd,Grains/Cereals
10396,17.2,60,0,4.8425,12/27/2006,Fløtemysost,Dairy Products
10396,27.8,21,0,5.85,12/27/2006,Mozzarella di Giovanni,Dairy Products
10397,8,10,0.150000006,16.9,12/27/2006,Sir Rodney's Scones,Confections
10397,42.4,18,0.150000006,24.7,12/27/2006,Manjimup Dried Apples,Produce
10398,14.4,30,0,13.6825,12/30/2006,Steeleye Stout,Beverages
10398,19.2,120,0.100000001,9.75,12/30/2006,Pâté chinois,Meat/Poultry
10399,10,60,0,5.98,12/31/2006,Scottish Longbreads,Confections
10399,17.2,30,0,4.8425,12/31/2006,Fløtemysost,Dairy Products
10399,14.4,35,0,21.6125,12/31/2006,Lakkalikööri,Beverages
10399,10.4,14,0,6.175,12/31/2006,Original Frankfurter grüne Soße,Condiments
10400,99,21,0,29.9,1/1/2007,Thüringer Rostbratwurst,Meat/Poultry
10400,14.4,35,0,13.6825,1/1/2007,Steeleye Stout,Beverages
10400,16,30,0,21.32,1/1/2007,Maxilaku,Confections
10401,20.7,18,0,6.2725,1/1/2007,Nord-Ost Matjeshering,Seafood
10401,30.4,70,0,6.175,1/1/2007,Gnocchi di nonna Alice,Grains/Cereals
10401,16.8,20,0,7.8,1/1/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10401,17.2,60,0,4.8425,1/1/2007,Fløtemysost,Dairy Products
10402,7.2,60,0,23.4,1/2/2007,Tunnbröd,Grains/Cereals
10402,35.1,65,0,6.5,1/2/2007,Vegie-spread,Condiments
10403,13.9,21,0.150000006,1.625,1/3/2007,Pavlova,Confections
10403,10.2,70,0.150000006,11.3425,1/3/2007,Chocolade,Confections
10404,24.9,30,0.050000001,13.65,1/3/2007,Gumbär Gummibärchen,Confections
10404,11.2,40,0.050000001,16.8285,1/3/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10404,16,30,0.050000001,21.32,1/3/2007,Maxilaku,Confections
10405,8,50,0,11.96,1/6/2007,Aniseed Syrup,Condiments
10406,14.4,10,0,25.35,1/7/2007,Chai,Beverages
10406,8,30,0.100000001,16.9,1/7/2007,Sir Rodney's Scones,Confections
10406,36.4,42,0.100000001,12.35,1/7/2007,Rössle Sauerkraut,Produce
10406,15.2,5,0.100000001,11.05,1/7/2007,Inlagd Sill,Seafood
10406,14.7,2,0.100000001,63.05,1/7/2007,Boston Crab Meat,Seafood
10407,16.8,30,0,8.2875,1/7/2007,Queso Cabrales,Dairy Products
10407,28.8,15,0,80.4635,1/7/2007,Gudbrandsdalsost,Dairy Products
10407,17.2,15,0,4.8425,1/7/2007,Fløtemysost,Dairy Products
10408,20.8,10,0,34.45,1/8/2007,Gravad lax,Seafood
10408,5.9,6,0,5.0375,1/8/2007,Tourtière,Meat/Poultry
10408,39.4,35,0,52.65,1/8/2007,Tarte au sucre,Confections
10409,18.6,12,0,4.55,1/9/2007,Tofu,Produce
10409,8,12,0,16.9,1/9/2007,Sir Rodney's Scones,Confections
10410,2,49,0,9.1,1/10/2007,Geitost,Dairy Products
10410,44,16,0,28.535,1/10/2007,Raclette Courdavault,Dairy Products
10411,7.7,25,0.200000003,22.62,1/10/2007,Jack's New England Clam Chowder,Seafood
10411,15.5,40,0.200000003,9.1,1/10/2007,Gula Malacca,Condiments
10411,44,9,0.200000003,28.535,1/10/2007,Raclette Courdavault,Dairy Products
10412,18.6,20,0.100000001,4.55,1/13/2007,Tofu,Produce
10413,14.4,24,0,25.35,1/14/2007,Chai,Beverages
10413,39.4,40,0,52.65,1/14/2007,Tarte au sucre,Confections
10413,14.4,14,0,21.6125,1/14/2007,Lakkalikööri,Beverages
10414,7.3,18,0.050000001,8.125,1/14/2007,Teatime Chocolate Biscuits,Confections
10414,2,50,0,9.1,1/14/2007,Geitost,Dairy Products
10415,31.2,2,0,10.075,1/15/2007,Alice Mutton,Meat/Poultry
10415,2,20,0,9.1,1/15/2007,Geitost,Dairy Products
10416,7.3,20,0,8.125,1/16/2007,Teatime Chocolate Biscuits,Confections
10416,26.2,10,0,12.675,1/16/2007,Perth Pasties,Meat/Poultry
10416,15.6,20,0,29.64,1/16/2007,Ravioli Angelo,Grains/Cereals
10417,210.8,50,0,20.8,1/16/2007,Côte de Blaye,Beverages
10417,9.6,2,0.25,9.75,1/16/2007,Spegesild,Seafood
10417,10,36,0.25,5.98,1/16/2007,Scottish Longbreads,Confections
10417,10.4,35,0,6.175,1/16/2007,Original Frankfurter grüne Soße,Condiments
10418,15.2,60,0,6.5,1/17/2007,Chang,Beverages
10418,7.6,55,0,15.6,1/17/2007,Zaanse koeken,Confections
10418,22.8,16,0,9.1,1/17/2007,Sirop d'érable,Condiments
10418,8,15,0,10.5625,1/17/2007,Longlife Tofu,Produce
10419,27.2,60,0.050000001,8.125,1/20/2007,Camembert Pierrot,Dairy Products
10419,28.8,20,0.050000001,80.4635,1/20/2007,Gudbrandsdalsost,Dairy Products
10420,77.6,20,0.100000001,14.3,1/21/2007,Mishi Kobe Niku,Meat/Poultry
10420,4.8,2,0.100000001,8.6125,1/21/2007,Konbu,Seafood
10420,12,8,0.100000001,15.1125,1/21/2007,Outback Lager,Beverages
10420,12,20,0.100000001,19.5,1/21/2007,Röd Kaviar,Seafood
10421,7.3,4,0.150000006,8.125,1/21/2007,Teatime Chocolate Biscuits,Confections
10421,24.9,30,0,13.65,1/21/2007,Gumbär Gummibärchen,Confections
10421,26.2,15,0.150000006,12.675,1/21/2007,Perth Pasties,Meat/Poultry
10421,10.4,10,0.150000006,6.175,1/21/2007,Original Frankfurter grüne Soße,Condiments
10422,24.9,2,0,13.65,1/22/2007,Gumbär Gummibärchen,Confections
10423,10,14,0,3.9,1/23/2007,Gorgonzola Telino,Dairy Products
10423,44,20,0,28.535,1/23/2007,Raclette Courdavault,Dairy Products
10424,14.4,60,0.200000003,13.6825,1/23/2007,Steeleye Stout,Beverages
10424,210.8,49,0.200000003,20.8,1/23/2007,Côte de Blaye,Beverages
10424,10,30,0.200000003,5.98,1/23/2007,Scottish Longbreads,Confections
10425,19.2,10,0.25,9.75,1/24/2007,Pâté chinois,Meat/Poultry
10425,14.4,20,0.25,21.6125,1/24/2007,Lakkalikööri,Beverages
10426,30.4,5,0,6.175,1/27/2007,Gnocchi di nonna Alice,Grains/Cereals
10426,26.6,7,0,18.525,1/27/2007,Wimmers gute Semmelknödel,Grains/Cereals
10427,18.6,35,0,4.55,1/27/2007,Tofu,Produce
10428,9.6,20,0,9.75,1/28/2007,Spegesild,Seafood
10429,13,40,0,13.65,1/29/2007,Valkoinen suklaa,Confections
10429,35.1,35,0.25,6.5,1/29/2007,Vegie-spread,Condiments
10430,31.2,45,0.200000003,10.075,1/30/2007,Alice Mutton,Meat/Poultry
10430,8,50,0,16.9,1/30/2007,Sir Rodney's Scones,Confections
10430,30.4,30,0,6.175,1/30/2007,Gnocchi di nonna Alice,Grains/Cereals
10430,44,70,0.200000003,28.535,1/30/2007,Raclette Courdavault,Dairy Products
10431,31.2,50,0.25,10.075,1/30/2007,Alice Mutton,Meat/Poultry
10431,14.7,50,0.25,63.05,1/30/2007,Boston Crab Meat,Seafood
10431,7.6,30,0.25,15.6,1/30/2007,Zaanse koeken,Confections
10432,24.9,10,0,13.65,1/31/2007,Gumbär Gummibärchen,Confections
10432,5.9,40,0,5.0375,1/31/2007,Tourtière,Meat/Poultry
10433,30.4,28,0,6.175,2/3/2007,Gnocchi di nonna Alice,Grains/Cereals
10434,16.8,6,0,8.2875,2/3/2007,Queso Cabrales,Dairy Products
10434,14.4,18,0.150000006,21.6125,2/3/2007,Lakkalikööri,Beverages
10435,15.2,10,0,6.5,2/4/2007,Chang,Beverages
10435,16.8,12,0,2.925,2/4/2007,Gustaf's Knäckebröd,Grains/Cereals
10435,27.8,10,0,5.85,2/4/2007,Mozzarella di Giovanni,Dairy Products
10436,9.6,5,0,9.75,2/5/2007,Spegesild,Seafood
10436,30.4,40,0.100000001,6.175,2/5/2007,Gnocchi di nonna Alice,Grains/Cereals
10436,26.6,30,0.100000001,18.525,2/5/2007,Wimmers gute Semmelknödel,Grains/Cereals
10436,6.2,24,0.100000001,28.535,2/5/2007,Rhönbräu Klosterbier,Beverages
10437,26.2,15,0,12.675,2/5/2007,Perth Pasties,Meat/Poultry
10438,7.3,15,0.200000003,8.125,2/6/2007,Teatime Chocolate Biscuits,Confections
10438,11.2,20,0.200000003,6.5,2/6/2007,Sasquatch Ale,Beverages
10438,15.6,15,0.200000003,29.64,2/6/2007,Ravioli Angelo,Grains/Cereals
10439,30.4,15,0,171.275,2/7/2007,Queso Manchego La Pastora,Dairy Products
10439,13.9,16,0,1.625,2/7/2007,Pavlova,Confections
10439,26.6,6,0,18.525,2/7/2007,Wimmers gute Semmelknödel,Grains/Cereals
10439,8,30,0,10.5625,2/7/2007,Longlife Tofu,Produce
10440,15.2,45,0.150000006,6.5,2/10/2007,Chang,Beverages
10440,13.9,49,0.150000006,1.625,2/10/2007,Pavlova,Confections
10440,99,24,0.150000006,29.9,2/10/2007,Thüringer Rostbratwurst,Meat/Poultry
10440,22.8,90,0.150000006,9.1,2/10/2007,Sirop d'érable,Condiments
10441,35.1,50,0,20.15,2/10/2007,Schoggi Schokolade,Confections
10442,16.8,30,0,8.2875,2/11/2007,Queso Cabrales,Dairy Products
10442,5.9,80,0,5.0375,2/11/2007,Tourtière,Meat/Poultry
10442,13.6,60,0,11.7,2/11/2007,Louisiana Hot Spiced Okra,Condiments
10443,16.8,6,0.200000003,8.2875,2/12/2007,Queso Cabrales,Dairy Products
10443,36.4,12,0,12.35,2/12/2007,Rössle Sauerkraut,Produce
10444,31.2,10,0,10.075,2/12/2007,Alice Mutton,Meat/Poultry
10444,24.9,15,0,13.65,2/12/2007,Gumbär Gummibärchen,Confections
10444,14.4,8,0,13.6825,2/12/2007,Steeleye Stout,Beverages
10444,7.7,30,0,22.62,2/12/2007,Jack's New England Clam Chowder,Seafood
10445,14.4,6,0,13,2/13/2007,Chartreuse verte,Beverages
10445,5.9,15,0,5.0375,2/13/2007,Tourtière,Meat/Poultry
10446,7.3,12,0.100000001,8.125,2/14/2007,Teatime Chocolate Biscuits,Confections
10446,3.6,20,0.100000001,12.6425,2/14/2007,Guaraná Fantástica,Beverages
10446,10,3,0.100000001,3.9,2/14/2007,Gorgonzola Telino,Dairy Products
10446,5.6,15,0.100000001,35.75,2/14/2007,Filo Mix,Grains/Cereals
10447,7.3,40,0,8.125,2/14/2007,Teatime Chocolate Biscuits,Confections
10447,16.8,35,0,7.8,2/14/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10447,17.2,2,0,4.8425,2/14/2007,Fløtemysost,Dairy Products
10448,24.9,6,0,13.65,2/17/2007,Gumbär Gummibärchen,Confections
10448,14.7,20,0,63.05,2/17/2007,Boston Crab Meat,Seafood
10449,24.8,14,0,13.8775,2/18/2007,Ikura,Seafood
10449,5.6,20,0,35.75,2/18/2007,Filo Mix,Grains/Cereals
10449,39.4,35,0,52.65,2/18/2007,Tarte au sucre,Confections
10450,24.8,20,0.200000003,13.8775,2/19/2007,Ikura,Seafood
10450,5.9,6,0.200000003,5.0375,2/19/2007,Tourtière,Meat/Poultry
10451,19.2,120,0.100000001,9.75,2/19/2007,Pâté chinois,Meat/Poultry
10451,26.6,35,0.100000001,18.525,2/19/2007,Wimmers gute Semmelknödel,Grains/Cereals
10451,16.8,28,0.100000001,7.8,2/19/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10451,10.4,55,0.100000001,6.175,2/19/2007,Original Frankfurter grüne Soße,Condiments
10452,36.4,15,0,12.35,2/20/2007,Rössle Sauerkraut,Produce
10452,15.5,100,0.050000001,9.1,2/20/2007,Gula Malacca,Condiments
10453,10.2,15,0.100000001,11.3425,2/21/2007,Chocolade,Confections
10453,12,25,0.100000001,15.1125,2/21/2007,Outback Lager,Beverages
10454,13.9,20,0.200000003,1.625,2/21/2007,Pavlova,Confections
10454,2,20,0.200000003,9.1,2/21/2007,Geitost,Dairy Products
10454,9.6,10,0.200000003,9.75,2/21/2007,Spegesild,Seafood
10455,14.4,20,0,13,2/24/2007,Chartreuse verte,Beverages
10455,26.2,50,0,12.675,2/24/2007,Perth Pasties,Meat/Poultry
10455,22.8,25,0,9.1,2/24/2007,Sirop d'érable,Condiments
10455,17.2,30,0,4.8425,2/24/2007,Fløtemysost,Dairy Products
10456,8,40,0.150000006,16.9,2/25/2007,Sir Rodney's Scones,Confections
10456,16,21,0.150000006,21.32,2/25/2007,Maxilaku,Confections
10457,44,36,0,28.535,2/25/2007,Raclette Courdavault,Dairy Products
10458,24.9,30,0,13.65,2/26/2007,Gumbär Gummibärchen,Confections
10458,36.4,30,0,12.35,2/26/2007,Rössle Sauerkraut,Produce
10458,36.8,20,0,26,2/26/2007,Ipoh Coffee,Beverages
10458,30.4,15,0,6.175,2/26/2007,Gnocchi di nonna Alice,Grains/Cereals
10458,17.2,50,0,4.8425,2/26/2007,Fløtemysost,Dairy Products
10459,24,16,0.050000001,12.35,2/27/2007,Uncle Bob's Organic Dried Pears,Produce
10459,9.6,20,0.050000001,9.75,2/27/2007,Spegesild,Seafood
10459,27.8,40,0,5.85,2/27/2007,Mozzarella di Giovanni,Dairy Products
10460,10,21,0.25,5.98,2/28/2007,Scottish Longbreads,Confections
10460,6.2,4,0.25,28.535,2/28/2007,Rhönbräu Klosterbier,Beverages
10461,8,40,0.25,16.9,2/28/2007,Sir Rodney's Scones,Confections
10461,20.7,28,0.25,6.2725,2/28/2007,Nord-Ost Matjeshering,Seafood
10461,19.2,60,0.25,9.75,2/28/2007,Pâté chinois,Meat/Poultry
10462,4.8,1,0,8.6125,3/3/2007,Konbu,Seafood
10462,7.2,21,0,23.4,3/3/2007,Tunnbröd,Grains/Cereals
10463,7.3,21,0,8.125,3/4/2007,Teatime Chocolate Biscuits,Confections
10463,11.2,50,0,16.8285,3/4/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10464,17.6,16,0.200000003,22.1,3/4/2007,Chef Anton's Cajun Seasoning,Condiments
10464,36.8,3,0,26,3/4/2007,Ipoh Coffee,Beverages
10464,30.4,30,0.200000003,6.175,3/4/2007,Gnocchi di nonna Alice,Grains/Cereals
10464,27.2,20,0,8.125,3/4/2007,Camembert Pierrot,Dairy Products
10465,3.6,25,0,12.6425,3/5/2007,Guaraná Fantástica,Beverages
10465,99,18,0.100000001,29.9,3/5/2007,Thüringer Rostbratwurst,Meat/Poultry
10465,14.7,20,0,63.05,3/5/2007,Boston Crab Meat,Seafood
10465,7.6,30,0.100000001,8.45,3/5/2007,Røgede sild,Seafood
10465,13,25,0,13.65,3/5/2007,Valkoinen suklaa,Confections
10466,16.8,10,0,8.2875,3/6/2007,Queso Cabrales,Dairy Products
10466,9.6,5,0,9.75,3/6/2007,Spegesild,Seafood
10467,3.6,28,0,12.6425,3/6/2007,Guaraná Fantástica,Beverages
10467,11.2,12,0,20.2995,3/6/2007,NuNuCa Nuß-Nougat-Creme,Confections
10468,20.7,8,0,6.2725,3/7/2007,Nord-Ost Matjeshering,Seafood
10468,36.8,15,0,26,3/7/2007,Ipoh Coffee,Beverages
10469,15.2,40,0.150000006,6.5,3/10/2007,Chang,Beverages
10469,13.9,35,0.150000006,1.625,3/10/2007,Pavlova,Confections
10469,15.5,2,0.150000006,9.1,3/10/2007,Gula Malacca,Condiments
10470,50,30,0,24.7,3/11/2007,Carnarvon Tigers,Seafood
10470,7.2,15,0,23.4,3/11/2007,Tunnbröd,Grains/Cereals
10470,26.6,8,0,18.525,3/11/2007,Wimmers gute Semmelknödel,Grains/Cereals
10471,24,30,0,12.35,3/11/2007,Uncle Bob's Organic Dried Pears,Produce
10471,30.4,20,0,6.175,3/11/2007,Gnocchi di nonna Alice,Grains/Cereals
10472,3.6,80,0.050000001,12.6425,3/12/2007,Guaraná Fantástica,Beverages
10472,42.4,18,0,24.7,3/12/2007,Manjimup Dried Apples,Produce
10473,2,12,0,9.1,3/13/2007,Geitost,Dairy Products
10473,17.2,12,0,4.8425,3/13/2007,Fløtemysost,Dairy Products
10474,18.6,12,0,4.55,3/13/2007,Tofu,Produce
10474,36.4,18,0,12.35,3/13/2007,Rössle Sauerkraut,Produce
10474,14.7,21,0,63.05,3/13/2007,Boston Crab Meat,Seafood
10474,6.2,10,0,28.535,3/13/2007,Rhönbräu Klosterbier,Beverages
10475,10,35,0.150000006,3.9,3/14/2007,Gorgonzola Telino,Dairy Products
10475,13.6,60,0.150000006,11.7,3/14/2007,Louisiana Hot Spiced Okra,Condiments
10475,14.4,42,0.150000006,21.6125,3/14/2007,Lakkalikööri,Beverages
10476,19.2,2,0.050000001,9.75,3/17/2007,Pâté chinois,Meat/Poultry
10476,12,12,0,15.1125,3/17/2007,Outback Lager,Beverages
10477,14.4,15,0,25.35,3/17/2007,Chai,Beverages
10477,8,21,0.25,16.9,3/17/2007,Sir Rodney's Scones,Confections
10477,14.4,20,0.25,13,3/17/2007,Chartreuse verte,Beverages
10478,24.8,20,0.050000001,13.8775,3/18/2007,Ikura,Seafood
10479,210.8,30,0,20.8,3/19/2007,Côte de Blaye,Beverages
10479,26.2,28,0,12.675,3/19/2007,Perth Pasties,Meat/Poultry
10479,44,60,0,28.535,3/19/2007,Raclette Courdavault,Dairy Products
10479,26.6,30,0,18.525,3/19/2007,Wimmers gute Semmelknödel,Grains/Cereals
10480,7.6,30,0,15.6,3/20/2007,Zaanse koeken,Confections
10480,44,12,0,28.535,3/20/2007,Raclette Courdavault,Dairy Products
10481,16,24,0,21.32,3/20/2007,Maxilaku,Confections
10481,27.2,40,0,8.125,3/20/2007,Camembert Pierrot,Dairy Products
10482,14.7,10,0,63.05,3/21/2007,Boston Crab Meat,Seafood
10483,11.2,35,0.050000001,6.5,3/24/2007,Sasquatch Ale,Beverages
10483,10.4,30,0.050000001,6.175,3/24/2007,Original Frankfurter grüne Soße,Condiments
10484,8,14,0,16.9,3/24/2007,Sir Rodney's Scones,Confections
10484,14.7,10,0,63.05,3/24/2007,Boston Crab Meat,Seafood
10484,42.4,3,0,24.7,3/24/2007,Manjimup Dried Apples,Produce
10485,15.2,20,0.100000001,6.5,3/25/2007,Chang,Beverages
10485,8,20,0.100000001,11.96,3/25/2007,Aniseed Syrup,Condiments
10485,19.2,30,0.100000001,9.75,3/25/2007,Pâté chinois,Meat/Poultry
10485,12,60,0.100000001,15.1125,3/25/2007,Outback Lager,Beverages
10486,16.8,5,0,8.2875,3/26/2007,Queso Cabrales,Dairy Products
10486,42.4,25,0,24.7,3/26/2007,Manjimup Dried Apples,Produce
10486,8,16,0,10.5625,3/26/2007,Longlife Tofu,Produce
10487,7.3,5,0,8.125,3/26/2007,Teatime Chocolate Biscuits,Confections
10487,24.9,30,0,13.65,3/26/2007,Gumbär Gummibärchen,Confections
10487,5.9,24,0.25,5.0375,3/26/2007,Tourtière,Meat/Poultry
10488,44,30,0,28.535,3/27/2007,Raclette Courdavault,Dairy Products
10488,12,20,0.200000003,19.5,3/27/2007,Röd Kaviar,Seafood
10489,16.8,15,0.25,8.2875,3/28/2007,Queso Cabrales,Dairy Products
10489,13.9,18,0,1.625,3/28/2007,Pavlova,Confections
10490,44,60,0,28.535,3/31/2007,Raclette Courdavault,Dairy Products
10490,10,30,0,5.98,3/31/2007,Scottish Longbreads,Confections
10490,6.2,36,0,28.535,3/31/2007,Rhönbräu Klosterbier,Beverages
10491,15.5,15,0.150000006,9.1,3/31/2007,Gula Malacca,Condiments
10491,10.4,7,0.150000006,6.175,3/31/2007,Original Frankfurter grüne Soße,Condiments
10492,11.2,60,0.050000001,20.2995,4/1/2007,NuNuCa Nuß-Nougat-Creme,Confections
10492,11.2,20,0.050000001,16.8285,4/1/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10493,16.8,15,0.100000001,7.8,4/2/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10493,13.6,10,0.100000001,11.7,4/2/2007,Louisiana Hot Spiced Okra,Condiments
10493,28.8,10,0.100000001,80.4635,4/2/2007,Gudbrandsdalsost,Dairy Products
10494,30.4,30,0,6.175,4/2/2007,Gnocchi di nonna Alice,Grains/Cereals
10495,7.2,10,0,23.4,4/3/2007,Tunnbröd,Grains/Cereals
10495,7.7,20,0,22.62,4/3/2007,Jack's New England Clam Chowder,Seafood
10495,10.4,5,0,6.175,4/3/2007,Original Frankfurter grüne Soße,Condiments
10496,10,20,0.050000001,3.9,4/4/2007,Gorgonzola Telino,Dairy Products
10497,30.4,14,0,6.175,4/4/2007,Gnocchi di nonna Alice,Grains/Cereals
10497,27.8,25,0,5.85,4/4/2007,Mozzarella di Giovanni,Dairy Products
10497,10.4,25,0,6.175,4/4/2007,Original Frankfurter grüne Soße,Condiments
10498,4.5,14,0,12.6425,4/7/2007,Guaraná Fantástica,Beverages
10498,18.4,5,0,63.05,4/7/2007,Boston Crab Meat,Seafood
10498,14,30,0,16.8285,4/7/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10499,45.6,20,0,12.35,4/8/2007,Rössle Sauerkraut,Produce
10499,20,25,0,21.32,4/8/2007,Maxilaku,Confections
10500,15.5,12,0.050000001,13.975,4/9/2007,Genen Shouyu,Condiments
10500,45.6,8,0.050000001,12.35,4/9/2007,Rössle Sauerkraut,Produce
10501,7.45,20,0,5.0375,4/9/2007,Tourtière,Meat/Poultry
10502,9.5,21,0,8.45,4/10/2007,Røgede sild,Seafood
10502,32.8,6,0,12.675,4/10/2007,Perth Pasties,Meat/Poultry
10502,14,30,0,32.045,4/10/2007,Laughing Lumberjack Lager,Beverages
10503,23.25,70,0,4.55,4/11/2007,Tofu,Produce
10503,21.05,20,0,7.8,4/11/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10504,19,12,0,6.5,4/11/2007,Chang,Beverages
10504,10,12,0,16.9,4/11/2007,Sir Rodney's Scones,Confections
10504,32.8,10,0,12.675,4/11/2007,Perth Pasties,Meat/Poultry
10504,28.5,25,0,9.1,4/11/2007,Sirop d'érable,Condiments
10505,49.3,3,0,52.65,4/14/2007,Tarte au sucre,Confections
10506,14,18,0.100000001,20.2995,4/15/2007,NuNuCa Nuß-Nougat-Creme,Confections
10506,15,14,0.100000001,15.1125,4/15/2007,Outback Lager,Beverages
10507,46,15,0.150000006,26,4/15/2007,Ipoh Coffee,Beverages
10507,12.75,15,0.150000006,11.3425,4/15/2007,Chocolade,Confections
10508,6,10,0,8.6125,4/16/2007,Konbu,Seafood
10508,18,10,0,13,4/16/2007,Chartreuse verte,Beverages
10509,45.6,3,0,12.35,4/17/2007,Rössle Sauerkraut,Produce
10510,123.79,36,0,29.9,4/18/2007,Thüringer Rostbratwurst,Meat/Poultry
10510,7.75,36,0.100000001,28.535,4/18/2007,Rhönbräu Klosterbier,Beverages
10511,22,50,0.150000006,22.1,4/18/2007,Chef Anton's Cajun Seasoning,Condiments
10511,30,50,0.150000006,12.35,4/18/2007,Uncle Bob's Organic Dried Pears,Produce
10511,40,10,0.150000006,11.7,4/18/2007,Northwoods Cranberry Sauce,Condiments
10512,4.5,10,0.150000006,12.6425,4/21/2007,Guaraná Fantástica,Beverages
10512,12,9,0.150000006,9.75,4/21/2007,Spegesild,Seafood
10512,9.5,6,0.150000006,15.6,4/21/2007,Zaanse koeken,Confections
10512,34,12,0.150000006,8.125,4/21/2007,Camembert Pierrot,Dairy Products
10513,10,40,0.200000003,16.9,4/22/2007,Sir Rodney's Scones,Confections
10513,32,50,0.200000003,11.7,4/22/2007,Mascarpone Fabioli,Dairy Products
10513,28.5,15,0.200000003,9.1,4/22/2007,Sirop d'érable,Condiments
10514,81,39,0,16.25,4/22/2007,Sir Rodney's Marmalade,Confections
10514,45.6,35,0,12.35,4/22/2007,Rössle Sauerkraut,Produce
10514,38,70,0,6.175,4/22/2007,Gnocchi di nonna Alice,Grains/Cereals
10514,21.05,39,0,7.8,4/22/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10514,7.75,50,0,28.535,4/22/2007,Rhönbräu Klosterbier,Beverages
10515,97,16,0.150000006,14.3,4/23/2007,Mishi Kobe Niku,Meat/Poultry
10515,17.45,50,0,1.625,4/23/2007,Pavlova,Confections
10515,43.9,120,0,20.15,4/23/2007,Schoggi Schokolade,Confections
10515,2.5,16,0.150000006,9.1,4/23/2007,Geitost,Dairy Products
10515,34,84,0.150000006,8.125,4/23/2007,Camembert Pierrot,Dairy Products
