CustomerID,Age,Gender,Location,Average_Spending ($),Visit_Frequency (per month)
784,26,Male,Los Angeles,9.54,3
785,50,Female,Boston,10.57,7
786,37,Male,Seattle,14.62,5
787,30,Female,Chicago,12.79,12
788,45,Male,Denver,12.58,5
789,65,Male,Denver,14.55,6
790,46,Female,San Francisco,11.59,3
791,30,Male,Seattle,13.17,4
792,63,Female,Austin,11.69,6
793,52,Male,San Francisco,12.8,6
794,23,Female,San Francisco,10.25,7
795,35,Female,New York,5.0,5
796,68,Male,Los Angeles,11.6,13
797,22,Female,Seattle,16.27,1
798,64,Male,San Francisco,14.78,6
799,42,Male,New York,14.9,4
800,19,Male,Austin,15.71,3
801,27,Female,Chicago,12.27,4
802,47,Female,Boston,12.59,3
803,67,Male,Boston,10.15,4
804,62,Male,Seattle,11.05,6
805,22,Female,San Francisco,13.85,6
806,50,Male,Boston,15.61,10
807,18,Male,Los Angeles,11.58,6
808,35,Female,Boston,10.65,6
809,49,Male,Boston,12.0,3
810,64,Female,Boston,13.8,7
811,66,Male,Denver,7.67,5
812,28,Female,New York,5.11,7
813,38,Male,San Francisco,10.35,3
814,43,Male,Los Angeles,8.34,8
815,42,Female,San Francisco,10.48,8
816,39,Male,Denver,11.56,6
817,44,Female,Seattle,10.64,8
818,66,Male,Seattle,16.36,8
819,30,Female,Seattle,12.98,6
820,50,Female,Austin,12.9,12
821,51,Female,Boston,13.87,5
822,58,Female,Austin,8.58,4
823,52,Male,New York,15.12,10
824,18,Male,Seattle,11.77,10
825,38,Female,Denver,14.01,7
826,65,Female,Los Angeles,8.78,6
827,23,Female,San Francisco,7.34,1
828,45,Male,Boston,14.45,4
829,34,Male,Chicago,13.13,7
830,22,Male,Los Angeles,9.29,9
831,48,Male,Boston,9.39,5
832,22,Female,Austin,15.38,4
833,55,Female,Austin,8.43,6
834,20,Female,Los Angeles,16.93,4
835,40,Male,Austin,9.3,6
836,54,Male,Seattle,13.92,3
837,54,Male,New York,11.01,3
838,27,Female,San Francisco,13.81,6
839,27,Female,New York,10.37,5
840,36,Male,Boston,11.51,10
841,34,Female,San Francisco,12.12,6
842,38,Male,Denver,8.99,10
843,31,Male,San Francisco,14.22,6
844,26,Female,New York,10.46,6
845,63,Male,Los Angeles,11.31,4
846,18,Female,San Francisco,9.02,4
847,68,Male,Denver,5.0,2
848,62,Female,Denver,11.43,6
849,30,Female,Denver,19.24,3
850,21,Female,New York,14.35,7
851,18,Male,San Francisco,11.94,5
852,66,Male,Chicago,11.21,5
853,57,Female,Los Angeles,12.07,7
854,49,Female,Seattle,13.64,5
855,51,Male,San Francisco,8.46,4
856,45,Male,Denver,15.34,8
857,48,Male,Chicago,14.15,5
858,25,Female,Seattle,14.15,5
859,56,Male,Seattle,13.32,4
860,43,Male,Boston,12.06,6
861,51,Female,San Francisco,14.02,6
862,20,Male,New York,13.78,4
863,67,Male,San Francisco,10.94,7
864,29,Male,Chicago,10.28,4
865,18,Female,Seattle,12.31,6
866,61,Female,San Francisco,16.65,8
867,22,Female,New York,8.28,4
868,47,Female,Boston,7.6,3
869,47,Female,San Francisco,12.49,7
870,34,Female,Los Angeles,12.15,4
871,65,Female,Boston,12.52,8
872,64,Male,New York,12.73,9
873,40,Male,Chicago,11.33,6
874,32,Female,Seattle,16.47,6
875,54,Male,San Francisco,7.2,7
876,38,Male,New York,9.51,11
877,31,Female,Boston,11.69,3
878,19,Male,Los Angeles,7.07,8
879,28,Male,New York,11.47,3
880,68,Male,Austin,16.98,4
881,56,Male,Denver,12.06,5
882,55,Male,Los Angeles,12.69,7
883,51,Female,Boston,8.22,7
884,55,Female,Chicago,10.15,5
885,67,Female,Seattle,10.87,10
886,51,Male,Boston,11.05,3
887,35,Female,Denver,15.84,2
888,47,Male,Chicago,13.67,5
889,32,Male,San Francisco,8.67,6
890,44,Male,New York,12.74,7
891,68,Male,Austin,13.49,5
892,51,Female,Los Angeles,15.42,5
893,69,Female,Los Angeles,16.74,7
894,55,Male,New York,8.95,8
895,50,Female,Austin,9.57,2
896,41,Male,New York,8.23,10
897,32,Female,San Francisco,11.3,5
898,47,Female,Denver,13.4,5
899,59,Male,Chicago,14.96,7
900,68,Female,Boston,11.77,5
901,34,Male,Los Angeles,11.04,9
902,22,Female,San Francisco,12.46,14
903,46,Male,Chicago,9.49,8
904,21,Male,San Francisco,18.27,7
905,27,Female,Austin,7.18,5
906,34,Female,Los Angeles,12.55,10
907,27,Male,Boston,18.07,6
908,34,Female,New York,12.02,3
909,37,Female,New York,11.43,3
910,41,Male,Chicago,10.93,6
911,22,Male,Boston,11.46,7
912,51,Female,Denver,16.12,9
913,23,Male,Seattle,5.36,8
914,19,Male,Austin,16.6,5
915,30,Male,Chicago,7.73,10
916,60,Female,Seattle,11.2,4
917,60,Female,San Francisco,10.71,7
918,65,Male,Austin,13.77,5
919,28,Female,San Francisco,7.21,6
920,68,Male,Denver,13.39,7
921,64,Female,Boston,18.07,4
922,40,Male,Los Angeles,7.91,7
923,33,Male,Austin,12.57,4
924,48,Female,Seattle,10.01,9
925,28,Male,Denver,13.28,10
926,33,Female,Los Angeles,12.06,4
927,25,Female,New York,10.08,5
928,21,Male,Seattle,13.46,8
929,57,Male,Chicago,17.41,10
930,21,Female,New York,11.43,8
931,42,Male,Denver,14.16,9
932,20,Male,New York,8.12,8
933,49,Male,Chicago,9.13,8
934,20,Male,Austin,13.42,6
935,44,Male,New York,16.45,2
936,46,Female,Boston,13.07,9
937,49,Female,Seattle,11.06,2
938,67,Male,Los Angeles,12.0,2
939,68,Male,New York,8.25,4
940,36,Male,Seattle,13.81,4
941,38,Female,San Francisco,14.65,5
942,22,Male,Seattle,10.64,6
943,35,Female,Los Angeles,10.59,9
944,45,Female,Seattle,12.8,6
945,59,Female,Chicago,10.69,4
946,39,Male,Denver,11.8,5
947,38,Female,Los Angeles,18.3,5
948,23,Male,Denver,11.26,5
949,18,Female,Austin,10.92,12
950,22,Male,Denver,10.06,5
951,58,Female,San Francisco,14.23,5
952,29,Male,Chicago,11.46,4
953,43,Female,Austin,10.05,7
954,63,Male,Seattle,15.96,7
955,51,Male,Los Angeles,16.26,4
956,66,Male,San Francisco,10.2,7
957,31,Male,Chicago,6.4,6
958,43,Female,Austin,15.02,8
959,62,Female,Austin,9.95,4
960,44,Male,San Francisco,14.37,4
961,26,Female,Boston,6.09,3
962,43,Male,Seattle,14.68,10
963,64,Male,San Francisco,8.37,9
964,39,Female,Austin,14.19,2
965,64,Male,New York,12.04,4
966,47,Male,Chicago,9.14,5
967,60,Female,San Francisco,10.78,5
968,65,Male,Boston,14.06,6
969,34,Male,Austin,12.32,3
970,43,Male,Seattle,13.75,5
971,53,Male,Denver,17.93,10
972,18,Female,Austin,7.31,5
973,25,Female,Seattle,16.85,4
974,66,Female,San Francisco,12.31,6
975,52,Male,Seattle,9.3,3
976,69,Male,Los Angeles,8.01,7
977,32,Female,Los Angeles,11.43,4
978,64,Male,Los Angeles,14.76,7
979,39,Male,Boston,11.62,3
980,31,Male,Boston,16.53,6
981,43,Male,New York,7.65,6
982,45,Female,Boston,11.96,4
983,40,Female,Denver,8.24,8
984,31,Female,San Francisco,13.09,9
985,41,Male,Austin,14.66,1
986,19,Female,Austin,10.74,6
987,62,Female,New York,5.0,4
988,43,Male,Boston,12.6,9
989,31,Male,Denver,13.31,6
990,68,Female,Seattle,13.21,4
991,24,Female,New York,15.71,6
992,20,Female,Denver,8.79,3
993,64,Female,Seattle,14.04,6
994,40,Male,Denver,15.58,10
995,63,Female,Seattle,6.66,8
996,60,Female,Chicago,12.96,7
997,64,Male,Denver,10.49,2
998,62,Female,Austin,11.76,2
999,35,Male,Los Angeles,13.04,9
1000,55,Male,Boston,10.54,9
