ProductKey,SalesOrderNumber,OrderQuantity,UnitPrice,ProductStandardCost,ShipDate,ProductName,Subcategory,Category
384,SO74024,1,1120.49,713.0798,7/5/2008,"Road-550-W Yellow, 40",Road Bikes,Bikes
329,SO51032,1,782.99,486.7066,7/3/2007,"Road-650 Red, 48",Road Bikes,Bikes
214,SO73601,1,34.99,13.0863,6/30/2008,"Sport-100 Helmet, Red",Helmets,Accessories
529,SO74475,1,3.99,1.4923,7/18/2008,Road Tire Tube,Tires and Tubes,Accessories
486,SO58213,1,159,59.466,11/26/2007,All-Purpose Bike Stand,Bike Stands,Accessories
529,SO72017,1,3.99,1.4923,6/9/2008,Road Tire Tube,Tires and Tubes,Accessories
528,SO70537,1,4.99,1.8663,5/21/2008,Mountain Tire Tube,Tires and Tubes,Accessories
478,SO74329,1,9.99,3.7363,7/13/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
361,SO56741,1,2294.99,1251.9813,11/2/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
480,SO60134,1,2.29,0.8565,12/23/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
529,SO59948,1,3.99,1.4923,12/20/2007,Road Tire Tube,Tires and Tubes,Accessories
222,SO64129,1,34.99,13.0863,2/21/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
481,SO64383,1,8.99,3.3623,2/25/2008,"Racing Socks, M",Socks,Clothing
354,SO48559,1,2071.4196,1117.8559,12/21/2006,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
536,SO51609,1,29.99,11.2163,8/3/2007,ML Mountain Tire,Tires and Tubes,Accessories
561,SO63047,1,2384.07,1481.9379,2/6/2008,"Touring-1000 Yellow, 46",Touring Bikes,Bikes
489,SO74937,1,53.99,41.5723,8/2/2008,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
584,SO71349,1,539.99,343.6496,6/1/2008,"Road-750 Black, 58",Road Bikes,Bikes
217,SO54644,1,34.99,13.0863,9/26/2007,"Sport-100 Helmet, Black",Helmets,Accessories
480,SO74793,1,2.29,0.8565,7/28/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
463,SO67759,1,24.49,9.1593,4/13/2008,"Half-Finger Gloves, S",Gloves,Clothing
536,SO54718,1,29.99,11.2163,9/28/2007,ML Mountain Tire,Tires and Tubes,Accessories
590,SO66319,1,769.49,419.7784,3/24/2008,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes
363,SO58397,1,2294.99,1251.9813,11/29/2007,"Mountain-200 Black, 46",Mountain Bikes,Bikes
312,SO45834,1,3578.27,2171.2942,4/11/2006,"Road-150 Red, 48",Road Bikes,Bikes
485,SO59808,1,21.98,8.2205,12/18/2007,Fender Set - Mountain,Fenders,Accessories
485,SO58001,1,21.98,8.2205,11/22/2007,Fender Set - Mountain,Fenders,Accessories
484,SO52377,1,7.95,2.9733,8/18/2007,Bike Wash - Dissolver,Cleaners,Accessories
225,SO59218,1,8.99,6.9223,12/10/2007,AWC Logo Cap,Caps,Clothing
480,SO60617,1,2.29,0.8565,12/30/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
222,SO66320,1,34.99,13.0863,3/24/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
465,SO70153,1,24.49,9.1593,5/15/2008,"Half-Finger Gloves, M",Gloves,Clothing
312,SO44160,1,3578.27,2171.2942,9/12/2005,"Road-150 Red, 48",Road Bikes,Bikes
538,SO58163,1,21.49,8.0373,11/25/2007,LL Road Tire,Tires and Tubes,Accessories
487,SO70450,1,54.99,20.5663,5/19/2008,Hydration Pack - 70 oz.,Hydration Packs,Accessories
528,SO57732,1,4.99,1.8663,11/17/2007,Mountain Tire Tube,Tires and Tubes,Accessories
214,SO67847,1,34.99,13.0863,4/15/2008,"Sport-100 Helmet, Red",Helmets,Accessories
480,SO60417,1,2.29,0.8565,12/27/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
341,SO50922,1,782.99,486.7066,6/22/2007,"Road-650 Black, 48",Road Bikes,Bikes
471,SO54586,1,63.5,23.749,9/26/2007,"Classic Vest, S",Vests,Clothing
478,SO56082,1,9.99,3.7363,10/21/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
352,SO46883,1,2071.4196,1117.8559,8/1/2006,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
575,SO57003,1,2384.07,1481.9379,11/7/2007,"Touring-1000 Blue, 54",Touring Bikes,Bikes
487,SO68048,1,54.99,20.5663,4/18/2008,Hydration Pack - 70 oz.,Hydration Packs,Accessories
346,SO46413,1,3399.99,1912.1544,6/11/2006,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
222,SO51966,1,34.99,13.0863,8/10/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
312,SO45822,1,3578.27,2171.2942,4/9/2006,"Road-150 Red, 48",Road Bikes,Bikes
357,SO61077,1,2319.99,1265.6195,1/6/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
490,SO72643,1,53.99,41.5723,6/18/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
355,SO54318,1,2319.99,1265.6195,9/21/2007,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
482,SO54901,1,8.99,3.3623,10/1/2007,"Racing Socks, L",Socks,Clothing
480,SO60985,1,2.29,0.8565,1/5/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
485,SO67539,1,21.98,8.2205,4/10/2008,Fender Set - Mountain,Fenders,Accessories
477,SO64782,1,4.99,1.8663,3/1/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
569,SO59256,1,742.35,461.4448,12/10/2007,"Touring-3000 Yellow, 50",Touring Bikes,Bikes
225,SO64064,1,8.99,6.9223,2/20/2008,AWC Logo Cap,Caps,Clothing
370,SO46721,1,2443.35,1518.7864,7/13/2006,"Road-250 Red, 52",Road Bikes,Bikes
222,SO67099,1,34.99,13.0863,4/5/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
374,SO68205,1,2443.35,1554.9479,4/21/2008,"Road-250 Black, 44",Road Bikes,Bikes
537,SO62438,1,35,13.09,1/27/2008,HL Mountain Tire,Tires and Tubes,Accessories
477,SO70564,1,4.99,1.8663,5/21/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
530,SO52949,1,4.99,1.8663,8/29/2007,Touring Tire Tube,Tires and Tubes,Accessories
465,SO66034,1,24.49,9.1593,3/19/2008,"Half-Finger Gloves, M",Gloves,Clothing
481,SO55068,1,8.99,3.3623,10/4/2007,"Racing Socks, M",Socks,Clothing
541,SO53323,1,28.99,10.8423,9/5/2007,Touring Tire,Tires and Tubes,Accessories
540,SO66671,1,32.6,12.1924,3/29/2008,HL Road Tire,Tires and Tubes,Accessories
477,SO62524,1,4.99,1.8663,1/28/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
222,SO73850,1,34.99,13.0863,7/3/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
354,SO50546,1,2071.4196,1117.8559,5/29/2007,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
479,SO54758,1,8.99,3.3623,9/28/2007,Road Bottle Cage,Bottles and Cages,Accessories
480,SO69667,1,2.29,0.8565,5/9/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
591,SO53049,1,564.99,308.2179,8/31/2007,"Mountain-500 Silver, 40",Mountain Bikes,Bikes
384,SO54181,1,1120.49,713.0798,9/18/2007,"Road-550-W Yellow, 40",Road Bikes,Bikes
529,SO61407,1,3.99,1.4923,1/10/2008,Road Tire Tube,Tires and Tubes,Accessories
490,SO63777,1,53.99,41.5723,2/15/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
530,SO64829,1,4.99,1.8663,3/2/2008,Touring Tire Tube,Tires and Tubes,Accessories
540,SO63518,1,32.6,12.1924,2/11/2008,HL Road Tire,Tires and Tubes,Accessories
489,SO73075,1,53.99,41.5723,6/23/2008,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
477,SO68658,1,4.99,1.8663,4/27/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
381,SO48490,1,1000.4375,605.6492,12/16/2006,"Road-550-W Yellow, 38",Road Bikes,Bikes
606,SO66257,1,539.99,343.6496,3/22/2008,"Road-750 Black, 52",Road Bikes,Bikes
345,SO44393,1,3399.99,1912.1544,10/20/2005,"Mountain-100 Silver, 42",Mountain Bikes,Bikes
480,SO60355,1,2.29,0.8565,12/26/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
222,SO60185,1,34.99,13.0863,12/24/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
382,SO63356,1,1120.49,713.0798,2/8/2008,"Road-550-W Yellow, 38",Road Bikes,Bikes
310,SO45929,1,3578.27,2171.2942,4/25/2006,"Road-150 Red, 62",Road Bikes,Bikes
606,SO51655,1,539.99,343.6496,8/5/2007,"Road-750 Black, 52",Road Bikes,Bikes
560,SO59456,1,1214.85,755.1508,12/13/2007,"Touring-2000 Blue, 60",Touring Bikes,Bikes
217,SO72429,1,34.99,13.0863,6/14/2008,"Sport-100 Helmet, Black",Helmets,Accessories
587,SO64584,1,769.49,419.7784,2/27/2008,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
358,SO48635,1,2049.0982,1105.81,12/29/2006,"Mountain-200 Black, 38",Mountain Bikes,Bikes
234,SO55112,1,49.99,38.4923,10/5/2007,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
479,SO59968,1,8.99,3.3623,12/20/2007,Road Bottle Cage,Bottles and Cages,Accessories
374,SO59555,1,2443.35,1554.9479,12/14/2007,"Road-250 Black, 44",Road Bikes,Bikes
529,SO62322,1,3.99,1.4923,1/25/2008,Road Tire Tube,Tires and Tubes,Accessories
485,SO55912,1,21.98,8.2205,10/17/2007,Fender Set - Mountain,Fenders,Accessories
214,SO54350,1,34.99,13.0863,9/21/2007,"Sport-100 Helmet, Red",Helmets,Accessories
222,SO68527,1,34.99,13.0863,4/25/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
540,SO67860,1,32.6,12.1924,4/15/2008,HL Road Tire,Tires and Tubes,Accessories
536,SO68754,1,29.99,11.2163,4/29/2008,ML Mountain Tire,Tires and Tubes,Accessories
475,SO66439,1,69.99,26.1763,3/26/2008,"Women's Mountain Shorts, M",Shorts,Clothing
477,SO68631,1,4.99,1.8663,4/27/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
535,SO72545,1,24.99,9.3463,6/16/2008,LL Mountain Tire,Tires and Tubes,Accessories
536,SO69264,1,29.99,11.2163,5/6/2008,ML Mountain Tire,Tires and Tubes,Accessories
231,SO55145,1,49.99,38.4923,10/6/2007,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
314,SO45625,1,3578.27,2171.2942,3/14/2006,"Road-150 Red, 56",Road Bikes,Bikes
529,SO74565,1,3.99,1.4923,7/21/2008,Road Tire Tube,Tires and Tubes,Accessories
477,SO60384,1,4.99,1.8663,12/27/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
214,SO72178,1,34.99,13.0863,6/11/2008,"Sport-100 Helmet, Red",Helmets,Accessories
485,SO74781,1,21.98,8.2205,7/27/2008,Fender Set - Mountain,Fenders,Accessories
310,SO45455,1,3578.27,2171.2942,2/26/2006,"Road-150 Red, 62",Road Bikes,Bikes
563,SO73497,1,2384.07,1481.9379,6/28/2008,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
537,SO65682,1,35,13.09,3/14/2008,HL Mountain Tire,Tires and Tubes,Accessories
485,SO74457,1,21.98,8.2205,7/17/2008,Fender Set - Mountain,Fenders,Accessories
478,SO53433,1,9.99,3.7363,9/7/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
483,SO69281,1,120,44.88,5/6/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
528,SO62408,1,4.99,1.8663,1/27/2008,Mountain Tire Tube,Tires and Tubes,Accessories
541,SO70856,1,28.99,10.8423,5/25/2008,Touring Tire,Tires and Tubes,Accessories
477,SO59432,1,4.99,1.8663,12/13/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
488,SO73842,1,53.99,41.5723,7/3/2008,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
479,SO58854,1,8.99,3.3623,12/7/2007,Road Bottle Cage,Bottles and Cages,Accessories
530,SO55122,1,4.99,1.8663,10/5/2007,Touring Tire Tube,Tires and Tubes,Accessories
310,SO46148,1,3578.27,2171.2942,5/13/2006,"Road-150 Red, 62",Road Bikes,Bikes
479,SO51454,1,8.99,3.3623,7/24/2007,Road Bottle Cage,Bottles and Cages,Accessories
528,SO72607,1,4.99,1.8663,6/17/2008,Mountain Tire Tube,Tires and Tubes,Accessories
561,SO64242,1,2384.07,1481.9379,2/22/2008,"Touring-1000 Yellow, 46",Touring Bikes,Bikes
312,SO45107,1,3578.27,2171.2942,1/13/2006,"Road-150 Red, 48",Road Bikes,Bikes
605,SO54145,1,539.99,343.6496,9/17/2007,"Road-750 Black, 48",Road Bikes,Bikes
225,SO74745,1,8.99,6.9223,7/26/2008,AWC Logo Cap,Caps,Clothing
529,SO64861,1,3.99,1.4923,3/3/2008,Road Tire Tube,Tires and Tubes,Accessories
214,SO59378,1,34.99,13.0863,12/12/2007,"Sport-100 Helmet, Red",Helmets,Accessories
474,SO64834,1,69.99,26.1763,3/2/2008,"Women's Mountain Shorts, S",Shorts,Clothing
477,SO65353,1,4.99,1.8663,3/8/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
529,SO66673,1,3.99,1.4923,3/29/2008,Road Tire Tube,Tires and Tubes,Accessories
535,SO67485,1,24.99,9.3463,4/10/2008,LL Mountain Tire,Tires and Tubes,Accessories
541,SO69698,1,28.99,10.8423,5/9/2008,Touring Tire,Tires and Tubes,Accessories
355,SO67734,1,2319.99,1265.6195,4/13/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
528,SO57406,1,4.99,1.8663,11/11/2007,Mountain Tire Tube,Tires and Tubes,Accessories
355,SO66442,1,2319.99,1265.6195,3/26/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
386,SO66558,1,1120.49,713.0798,3/27/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
530,SO53323,1,4.99,1.8663,9/5/2007,Touring Tire Tube,Tires and Tubes,Accessories
217,SO65459,1,34.99,13.0863,3/10/2008,"Sport-100 Helmet, Black",Helmets,Accessories
528,SO68764,1,4.99,1.8663,4/29/2008,Mountain Tire Tube,Tires and Tubes,Accessories
477,SO68045,1,4.99,1.8663,4/18/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
463,SO72156,1,24.49,9.1593,6/11/2008,"Half-Finger Gloves, S",Gloves,Clothing
540,SO68696,1,32.6,12.1924,4/28/2008,HL Road Tire,Tires and Tubes,Accessories
481,SO57395,1,8.99,3.3623,11/11/2007,"Racing Socks, M",Socks,Clothing
388,SO70081,1,1120.49,713.0798,5/14/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
528,SO68324,1,4.99,1.8663,4/22/2008,Mountain Tire Tube,Tires and Tubes,Accessories
561,SO51654,1,2384.07,1481.9379,8/5/2007,"Touring-1000 Yellow, 46",Touring Bikes,Bikes
313,SO43766,1,3578.27,2171.2942,7/25/2005,"Road-150 Red, 52",Road Bikes,Bikes
487,SO57379,1,54.99,20.5663,11/11/2007,Hydration Pack - 70 oz.,Hydration Packs,Accessories
529,SO62572,1,3.99,1.4923,1/29/2008,Road Tire Tube,Tires and Tubes,Accessories
467,SO64157,1,24.49,9.1593,2/21/2008,"Half-Finger Gloves, L",Gloves,Clothing
467,SO56776,1,24.49,9.1593,11/3/2007,"Half-Finger Gloves, L",Gloves,Clothing
477,SO68666,1,4.99,1.8663,4/27/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
535,SO68903,1,24.99,9.3463,5/1/2008,LL Mountain Tire,Tires and Tubes,Accessories
491,SO64431,1,53.99,41.5723,2/25/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
565,SO57291,1,742.35,461.4448,11/9/2007,"Touring-3000 Blue, 54",Touring Bikes,Bikes
217,SO74591,1,34.99,13.0863,7/22/2008,"Sport-100 Helmet, Black",Helmets,Accessories
359,SO69293,1,2294.99,1251.9813,5/6/2008,"Mountain-200 Black, 38",Mountain Bikes,Bikes
535,SO64275,1,24.99,9.3463,2/23/2008,LL Mountain Tire,Tires and Tubes,Accessories
540,SO54114,1,32.6,12.1924,9/17/2007,HL Road Tire,Tires and Tubes,Accessories
578,SO60300,1,1214.85,755.1508,12/25/2007,"Touring-2000 Blue, 50",Touring Bikes,Bikes
573,SO60043,1,2384.07,1481.9379,12/21/2007,"Touring-1000 Blue, 46",Touring Bikes,Bikes
587,SO70990,1,769.49,419.7784,5/27/2008,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
485,SO58684,1,21.98,8.2205,12/4/2007,Fender Set - Mountain,Fenders,Accessories
356,SO50821,1,2071.4196,1117.8559,6/13/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
579,SO55723,1,1214.85,755.1508,10/14/2007,"Touring-2000 Blue, 54",Touring Bikes,Bikes
359,SO51489,1,2294.99,1251.9813,7/27/2007,"Mountain-200 Black, 38",Mountain Bikes,Bikes
574,SO71151,1,2384.07,1481.9379,5/29/2008,"Touring-1000 Blue, 50",Touring Bikes,Bikes
485,SO75029,1,21.98,8.2205,8/4/2008,Fender Set - Mountain,Fenders,Accessories
529,SO73608,1,3.99,1.4923,6/30/2008,Road Tire Tube,Tires and Tubes,Accessories
478,SO67389,1,9.99,3.7363,4/8/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
463,SO59216,1,24.49,9.1593,12/10/2007,"Half-Finger Gloves, S",Gloves,Clothing
529,SO66672,1,3.99,1.4923,3/29/2008,Road Tire Tube,Tires and Tubes,Accessories
329,SO48263,1,782.99,486.7066,12/4/2006,"Road-650 Red, 48",Road Bikes,Bikes
584,SO51214,1,539.99,343.6496,7/10/2007,"Road-750 Black, 58",Road Bikes,Bikes
222,SO64848,1,34.99,13.0863,3/2/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
479,SO60305,1,8.99,3.3623,12/25/2007,Road Bottle Cage,Bottles and Cages,Accessories
479,SO71770,1,8.99,3.3623,6/7/2008,Road Bottle Cage,Bottles and Cages,Accessories
528,SO61145,1,4.99,1.8663,1/7/2008,Mountain Tire Tube,Tires and Tubes,Accessories
222,SO60285,1,34.99,13.0863,12/25/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
485,SO62951,1,21.98,8.2205,2/5/2008,Fender Set - Mountain,Fenders,Accessories
480,SO67520,1,2.29,0.8565,4/10/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
463,SO51637,1,24.49,9.1593,8/5/2007,"Half-Finger Gloves, S",Gloves,Clothing
604,SO72509,1,539.99,343.6496,6/15/2008,"Road-750 Black, 44",Road Bikes,Bikes
383,SO48923,1,1000.4375,605.6492,1/23/2007,"Road-550-W Yellow, 40",Road Bikes,Bikes
491,SO60848,1,53.99,41.5723,1/3/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
361,SO62133,1,2294.99,1251.9813,1/22/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
360,SO50184,1,2049.0982,1105.81,5/7/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
477,SO72623,1,4.99,1.8663,6/17/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
386,SO64774,1,1120.49,713.0798,3/1/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
537,SO68374,1,35,13.09,4/23/2008,HL Mountain Tire,Tires and Tubes,Accessories
467,SO62394,1,24.49,9.1593,1/26/2008,"Half-Finger Gloves, L",Gloves,Clothing
214,SO65754,1,34.99,13.0863,3/15/2008,"Sport-100 Helmet, Red",Helmets,Accessories
225,SO54438,1,8.99,6.9223,9/23/2007,AWC Logo Cap,Caps,Clothing
588,SO66476,1,769.49,419.7784,3/26/2008,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
477,SO63626,1,4.99,1.8663,2/13/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
535,SO74446,1,24.99,9.3463,7/17/2008,LL Mountain Tire,Tires and Tubes,Accessories
234,SO60212,1,49.99,38.4923,12/24/2007,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
372,SO64583,1,2443.35,1554.9479,2/27/2008,"Road-250 Red, 58",Road Bikes,Bikes
478,SO68974,1,9.99,3.7363,5/2/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
231,SO61811,1,49.99,38.4923,1/17/2008,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
467,SO55590,1,24.49,9.1593,10/12/2007,"Half-Finger Gloves, L",Gloves,Clothing
222,SO63573,1,34.99,13.0863,2/12/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
374,SO68552,1,2443.35,1554.9479,4/26/2008,"Road-250 Black, 44",Road Bikes,Bikes
479,SO53175,1,8.99,3.3623,9/2/2007,Road Bottle Cage,Bottles and Cages,Accessories
528,SO67248,1,4.99,1.8663,4/7/2008,Mountain Tire Tube,Tires and Tubes,Accessories
529,SO73048,1,3.99,1.4923,6/23/2008,Road Tire Tube,Tires and Tubes,Accessories
490,SO63470,1,53.99,41.5723,2/10/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
537,SO55012,1,35,13.09,10/3/2007,HL Mountain Tire,Tires and Tubes,Accessories
528,SO68251,1,4.99,1.8663,4/21/2008,Mountain Tire Tube,Tires and Tubes,Accessories
538,SO69203,1,21.49,8.0373,5/5/2008,LL Road Tire,Tires and Tubes,Accessories
465,SO67953,1,24.49,9.1593,4/16/2008,"Half-Finger Gloves, M",Gloves,Clothing
237,SO53256,1,49.99,38.4923,9/4/2007,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing
484,SO72054,1,7.95,2.9733,6/9/2008,Bike Wash - Dissolver,Cleaners,Accessories
530,SO73352,1,4.99,1.8663,6/27/2008,Touring Tire Tube,Tires and Tubes,Accessories
477,SO58395,1,4.99,1.8663,11/29/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
217,SO73230,1,34.99,13.0863,6/25/2008,"Sport-100 Helmet, Black",Helmets,Accessories
528,SO65525,1,4.99,1.8663,3/11/2008,Mountain Tire Tube,Tires and Tubes,Accessories
528,SO64272,1,4.99,1.8663,2/23/2008,Mountain Tire Tube,Tires and Tubes,Accessories
588,SO58523,1,769.49,419.7784,12/1/2007,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
234,SO56673,1,49.99,38.4923,11/1/2007,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
381,SO48483,1,1000.4375,605.6492,12/15/2006,"Road-550-W Yellow, 38",Road Bikes,Bikes
225,SO60933,1,8.99,6.9223,1/4/2008,AWC Logo Cap,Caps,Clothing
475,SO72605,1,69.99,26.1763,6/17/2008,"Women's Mountain Shorts, M",Shorts,Clothing
604,SO61964,1,539.99,343.6496,1/19/2008,"Road-750 Black, 44",Road Bikes,Bikes
605,SO65086,1,539.99,343.6496,3/6/2008,"Road-750 Black, 48",Road Bikes,Bikes
536,SO74902,1,29.99,11.2163,7/31/2008,ML Mountain Tire,Tires and Tubes,Accessories
539,SO72522,1,24.99,9.3463,6/16/2008,ML Road Tire,Tires and Tubes,Accessories
536,SO58779,1,29.99,11.2163,12/6/2007,ML Mountain Tire,Tires and Tubes,Accessories
479,SO61306,1,8.99,3.3623,1/8/2008,Road Bottle Cage,Bottles and Cages,Accessories
539,SO68194,1,24.99,9.3463,4/20/2008,ML Road Tire,Tires and Tubes,Accessories
478,SO62488,1,9.99,3.7363,1/28/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
580,SO61792,1,1700.99,1082.51,1/17/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
541,SO60821,1,28.99,10.8423,1/2/2008,Touring Tire,Tires and Tubes,Accessories
477,SO56619,1,4.99,1.8663,10/31/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
472,SO71001,1,63.5,23.749,5/27/2008,"Classic Vest, M",Vests,Clothing
604,SO57897,1,539.99,343.6496,11/20/2007,"Road-750 Black, 44",Road Bikes,Bikes
541,SO65920,1,28.99,10.8423,3/17/2008,Touring Tire,Tires and Tubes,Accessories
352,SO48598,1,2071.4196,1117.8559,12/25/2006,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
475,SO66284,1,69.99,26.1763,3/23/2008,"Women's Mountain Shorts, M",Shorts,Clothing
386,SO67744,1,1120.49,713.0798,4/13/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
541,SO55100,1,28.99,10.8423,10/5/2007,Touring Tire,Tires and Tubes,Accessories
540,SO66811,1,32.6,12.1924,3/31/2008,HL Road Tire,Tires and Tubes,Accessories
486,SO57775,1,159,59.466,11/18/2007,All-Purpose Bike Stand,Bike Stands,Accessories
217,SO52167,1,34.99,13.0863,8/14/2007,"Sport-100 Helmet, Black",Helmets,Accessories
225,SO58657,1,8.99,6.9223,12/4/2007,AWC Logo Cap,Caps,Clothing
463,SO63639,1,24.49,9.1593,2/13/2008,"Half-Finger Gloves, S",Gloves,Clothing
537,SO58193,1,35,13.09,11/26/2007,HL Mountain Tire,Tires and Tubes,Accessories
484,SO73687,1,7.95,2.9733,7/1/2008,Bike Wash - Dissolver,Cleaners,Accessories
234,SO51909,1,49.99,38.4923,8/8/2007,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
363,SO62034,1,2294.99,1251.9813,1/21/2008,"Mountain-200 Black, 46",Mountain Bikes,Bikes
467,SO62660,1,24.49,9.1593,1/31/2008,"Half-Finger Gloves, L",Gloves,Clothing
231,SO61168,1,49.99,38.4923,1/7/2008,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
487,SO73076,1,54.99,20.5663,6/23/2008,Hydration Pack - 70 oz.,Hydration Packs,Accessories
480,SO54745,1,2.29,0.8565,9/28/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
314,SO46213,1,3578.27,2171.2942,5/22/2006,"Road-150 Red, 56",Road Bikes,Bikes
222,SO68386,1,34.99,13.0863,4/23/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
538,SO63328,1,21.49,8.0373,2/8/2008,LL Road Tire,Tires and Tubes,Accessories
480,SO67054,1,2.29,0.8565,4/4/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
539,SO57857,1,24.99,9.3463,11/20/2007,ML Road Tire,Tires and Tubes,Accessories
571,SO57369,1,742.35,461.4448,11/10/2007,"Touring-3000 Yellow, 58",Touring Bikes,Bikes
310,SO44213,1,3578.27,2171.2942,9/25/2005,"Road-150 Red, 62",Road Bikes,Bikes
568,SO67837,1,742.35,461.4448,4/14/2008,"Touring-3000 Yellow, 44",Touring Bikes,Bikes
477,SO66187,1,4.99,1.8663,3/21/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
355,SO64042,1,2319.99,1265.6195,2/19/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
225,SO56711,1,8.99,6.9223,11/2/2007,AWC Logo Cap,Caps,Clothing
355,SO63960,1,2319.99,1265.6195,2/18/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
535,SO68171,1,24.99,9.3463,4/20/2008,LL Mountain Tire,Tires and Tubes,Accessories
222,SO65766,1,34.99,13.0863,3/15/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
485,SO60530,1,21.98,8.2205,12/29/2007,Fender Set - Mountain,Fenders,Accessories
477,SO53236,1,4.99,1.8663,9/3/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
358,SO47746,1,2049.0982,1105.81,10/9/2006,"Mountain-200 Black, 38",Mountain Bikes,Bikes
