SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,UnitPriceDiscountPct,ProductStandardCost,ShipDate,MonthName,MonthNumber,Quarter,Year,RepLastName,EmployeeTitle,ProductName,BusinessType,ResellerName,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup
SO49855,12,5,35.994,0,24.7459,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Men's Sports Shorts, S",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,13,5,33.7745,0,24.9932,10/5/2012,October,10,4,2012,Pak,Sales Representative,ML Mountain Handlebars,Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,14,8,28.8404,0,29.0807,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Long-Sleeve Logo Jersey, L",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,15,3,53.994,0,37.1209,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Men's Bib-Shorts, M",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,16,1,74.838,0,55.3801,10/5/2012,October,10,4,2012,Pak,Sales Representative,HL Headset,Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,17,2,88.932,0,65.8097,10/5/2012,October,10,4,2012,Pak,Sales Representative,LL Fork,Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,18,4,35.994,0,24.7459,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Men's Sports Shorts, L",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,19,15,18.5043,0.05,13.8782,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Sport-100 Helmet, Blue",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,20,2,647.994,0,598.4354,10/5/2012,October,10,4,2012,Pak,Sales Representative,"Mountain-300 Black, 40",Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO49855,21,1,15,0,10.3125,10/5/2012,October,10,4,2012,Pak,Sales Representative,Cable Lock,Warehouse,Original Bicycle Supply Company,Canada,Canada,North America
SO50209,14,1,44.994,0,30.9334,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Women's Tights, M",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,15,2,36.447,0,26.9708,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,LL Mountain Front Wheel,Warehouse,Bike Experts,Northwest,United States,North America
SO50209,16,3,647.994,0,598.4354,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Mountain-300 Black, 44",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,17,8,44.994,0,30.9334,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Women's Tights, L",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,18,6,28.8404,0,29.0807,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Long-Sleeve Logo Jersey, XL",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,19,7,20.1865,0,13.8782,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Sport-100 Helmet, Red",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,20,4,209.256,0,185.8193,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"ML Mountain Frame - Black, 48",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,21,1,647.994,0,598.4354,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Mountain-300 Black, 38",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,22,4,28.8404,0,29.0807,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Long-Sleeve Logo Jersey, L",Warehouse,Bike Experts,Northwest,United States,North America
SO50209,23,6,22.794,0,15.6709,11/4/2012,November,11,4,2012,Mensa-Annan,Sales Representative,"Full-Finger Gloves, L",Warehouse,Bike Experts,Northwest,United States,North America
SO50270,7,5,36.447,0,26.9708,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,LL Mountain Front Wheel,Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,8,3,22.794,0,15.6709,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"Full-Finger Gloves, S",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,9,6,209.256,0,185.8193,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"ML Mountain Frame - Black, 48",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,10,2,209.256,0,185.8193,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"ML Mountain Frame - Black, 38",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,11,6,736.1455,0,653.6971,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"HL Mountain Frame - Black, 42",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,12,4,744.2727,0,660.9142,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"HL Mountain Frame - Silver, 38",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,13,7,1229.4589,0,1105.81,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"Mountain-200 Black, 42",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,14,4,1229.4589,0,1105.81,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"Mountain-200 Black, 38",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,15,4,52.647,0,38.9588,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,LL Mountain Rear Wheel,Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50270,16,3,1242.8518,0,1117.8559,11/4/2012,November,11,4,2012,Mitchell,Sales Representative,"Mountain-200 Silver, 46",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO50663,18,9,44.994,0,30.9334,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Women's Tights, M",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,19,10,11.994,0,8.2459,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,Minipump,Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,20,5,202.332,0,187.1571,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"LL Road Frame - Red, 60",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,21,3,1308.9375,0,1320.6838,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Road-250 Black, 52",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,22,16,18.5043,0.05,13.8782,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Sport-100 Helmet, Black",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,23,17,430.6445,0.05,486.7066,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Road-650 Red, 48",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,24,5,202.332,0,187.1571,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"LL Road Frame - Red, 48",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,25,9,53.994,0,37.1209,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Men's Bib-Shorts, S",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,26,5,28.8404,0,29.0807,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"Long-Sleeve Logo Jersey, XL",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50663,27,1,780.8182,0,722.2568,12/5/2012,December,12,4,2012,Mitchell,Sales Representative,"HL Road Frame - Red, 44",Warehouse,Eastside Department Store,Southwest,United States,North America
SO50716,34,2,35.994,0,24.7459,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Men's Sports Shorts, S",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,35,4,141.615,0,104.7951,12/5/2012,December,12,4,2012,Pak,Sales Representative,ML Mountain Rear Wheel,Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,36,4,14.1289,0,9.7136,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Half-Finger Gloves, M",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,37,2,53.994,0,37.1209,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Men's Bib-Shorts, S",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,38,5,44.994,0,30.9334,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Women's Tights, M",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,39,4,1229.4589,0,1105.81,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Mountain-200 Black, 38",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,40,2,61.374,0,45.4168,12/5/2012,December,12,4,2012,Pak,Sales Representative,ML Headset,Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,41,5,53.994,0,37.1209,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Men's Bib-Shorts, L",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,42,5,28.8404,0,29.0807,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Long-Sleeve Logo Jersey, M",Warehouse,Rapid Bikes,Canada,Canada,North America
SO50716,43,2,20.1865,0,13.8782,12/5/2012,December,12,4,2012,Pak,Sales Representative,"Sport-100 Helmet, Blue",Warehouse,Rapid Bikes,Canada,Canada,North America
SO51101,3,2,1020.594,0,1082.51,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Road-350-W Yellow, 44",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,4,1,32.994,0,20.5663,1/4/2013,January,1,1,2013,Carson,Sales Representative,Hydration Pack - 70 oz.,Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,5,1,1466.01,0,1554.9479,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Road-250 Black, 58",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,6,2,202.332,0,204.6251,1/4/2013,January,1,1,2013,Carson,Sales Representative,"LL Road Frame - Black, 58",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,7,3,2.994,0,1.8663,1/4/2013,January,1,1,2013,Carson,Sales Representative,Water Bottle - 30 oz.,Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,8,5,72.162,0,53.3999,1/4/2013,January,1,1,2013,Carson,Sales Representative,HL Road Handlebars,Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,9,2,672.294,0,713.0798,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Road-550-W Yellow, 42",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,10,5,14.694,0,9.1593,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Half-Finger Gloves, M",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,11,1,24.294,0,17.9776,1/4/2013,January,1,1,2013,Carson,Sales Representative,LL Road Pedal,Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51101,12,3,5.394,0,3.3623,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Racing Socks, M",Value Added Reseller,Seventh Bike Store,Northeast,United States,North America
SO51139,9,5,602.346,0,601.7437,1/4/2013,January,1,1,2013,Ito,Sales Representative,"HL Touring Frame - Yellow, 50",Warehouse,Outdoor Sporting Goods,Southwest,United States,North America
SO51140,1,5,323.994,0,343.6496,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Road-750 Black, 58",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,2,1,356.898,0,360.9428,1/4/2013,January,1,1,2013,Carson,Sales Representative,"ML Road Frame-W - Yellow, 38",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,3,2,858.9,0,868.6342,1/4/2013,January,1,1,2013,Carson,Sales Representative,"HL Road Frame - Red, 62",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,4,2,37.254,0,27.568,1/4/2013,January,1,1,2013,Carson,Sales Representative,ML Road Pedal,Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,5,1,202.332,0,204.6251,1/4/2013,January,1,1,2013,Carson,Sales Representative,"LL Road Frame - Black, 44",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,6,3,202.332,0,204.6251,1/4/2013,January,1,1,2013,Carson,Sales Representative,"LL Road Frame - Black, 58",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,7,4,356.898,0,360.9428,1/4/2013,January,1,1,2013,Carson,Sales Representative,"ML Road Frame-W - Yellow, 44",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,8,10,323.994,0,343.6496,1/4/2013,January,1,1,2013,Carson,Sales Representative,"Road-750 Black, 48",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51140,9,2,356.898,0,360.9428,1/4/2013,January,1,1,2013,Carson,Sales Representative,"ML Road Frame-W - Yellow, 48",Warehouse,Exhilarating Cycles,Central,United States,North America
SO51704,41,3,953.628,0.2,1481.9379,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Touring-1000 Yellow, 46",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,42,9,32.394,0,41.5723,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Short-Sleeve Classic Jersey, L",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,43,3,48.594,0,35.9596,2/4/2013,February,2,1,2013,Vargas,Sales Representative,Touring Pedal,Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,44,5,14.694,0,9.1593,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Half-Finger Gloves, M",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,45,4,38.1,0,23.749,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Classic Vest, M",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,46,4,4.77,0,2.9733,2/4/2013,February,2,1,2013,Vargas,Sales Representative,Bike Wash - Dissolver,Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,47,6,20.994,0,13.0863,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Sport-100 Helmet, Blue",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,48,2,334.0575,0.15,461.4448,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Touring-3000 Blue, 50",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51704,49,1,334.0575,0.15,461.4448,2/4/2013,February,2,1,2013,Vargas,Sales Representative,"Touring-3000 Yellow, 50",Value Added Reseller,Fasteners & Bolts Outlet,Canada,Canada,North America
SO51705,1,7,32.394,0,41.5723,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Short-Sleeve Classic Jersey, L",Specialty Bike Shop,Leading Bike Distributors,Southeast,United States,North America
SO51751,21,10,242.994,0,179.8156,2/4/2013,February,2,1,2013,Valdez,Sales Representative,HL Crankset,Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,22,3,1376.994,0,1251.9813,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"Mountain-200 Black, 38",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,23,3,41.994,0,26.1763,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"Women's Mountain Shorts, M",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,24,2,153.894,0,113.8816,2/4/2013,February,2,1,2013,Valdez,Sales Representative,ML Crankset,Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,25,7,809.76,0,739.041,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"HL Mountain Frame - Black, 42",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,26,3,809.76,0,739.041,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"HL Mountain Frame - Black, 38",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,27,1,218.454,0,199.3757,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"ML Mountain Frame-W - Silver, 46",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,28,2,1391.994,0,1265.6195,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"Mountain-200 Silver, 42",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,29,4,14.694,0,9.1593,2/4/2013,February,2,1,2013,Valdez,Sales Representative,"Half-Finger Gloves, L",Warehouse,Functional Store South,Germany,Germany,Europe
SO51751,30,3,16.272,0,12.0413,2/4/2013,February,2,1,2013,Valdez,Sales Representative,LL Mountain Seat/Saddle,Warehouse,Functional Store South,Germany,Germany,Europe
SO51806,10,10,5.394,0,6.9223,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,AWC Logo Cap,Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,11,3,2.994,0,1.8663,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,Water Bottle - 30 oz.,Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,12,7,32.994,0,20.5663,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,Hydration Pack - 70 oz.,Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,13,8,38.1,0,23.749,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Classic Vest, M",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,14,7,14.694,0,9.1593,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Half-Finger Gloves, M",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,15,3,953.628,0.2,1481.9379,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 46",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,16,1,334.0575,0.15,461.4448,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 44",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,17,4,32.394,0,41.5723,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Short-Sleeve Classic Jersey, S",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,18,7,20.994,0,13.0863,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Sport-100 Helmet, Red",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51806,19,6,32.394,0,41.5723,2/4/2013,February,2,1,2013,Tsoflias,Sales Representative,"Short-Sleeve Classic Jersey, L",Specialty Bike Shop,List Price Catalog Company,Australia,Australia,Pacific
SO51853,12,23,38.4945,0.05,26.1763,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Women's Mountain Shorts, S",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,13,2,323.994,0,294.5797,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Mountain-500 Black, 52",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,14,3,338.994,0,308.2179,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Mountain-500 Silver, 44",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,15,3,158.43,0,144.5938,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"LL Mountain Frame - Silver, 40",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,16,1,818.7,0,747.2002,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"HL Mountain Frame - Silver, 38",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,17,2,461.694,0,419.7784,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Mountain-400-W Silver, 40",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,18,3,218.454,0,199.3757,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"ML Mountain Frame-W - Silver, 42",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,19,3,16.272,0,12.0413,2/4/2013,February,2,1,2013,Reiter,Sales Representative,LL Mountain Seat/Saddle,Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,20,2,461.694,0,419.7784,2/4/2013,February,2,1,2013,Reiter,Sales Representative,"Mountain-400-W Silver, 38",Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO51853,21,1,23.484,0,17.3782,2/4/2013,February,2,1,2013,Reiter,Sales Representative,ML Mountain Seat/Saddle,Value Added Reseller,Noiseless Gear Company,Southeast,United States,North America
SO53475,43,2,672.294,0,713.0798,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Road-550-W Yellow, 48",Warehouse,Getaway Inn,France,France,Europe
SO53475,44,12,36.83,0.02,23.749,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Classic Vest, S",Warehouse,Getaway Inn,France,France,Europe
SO53475,45,3,672.294,0,713.0798,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Road-550-W Yellow, 42",Warehouse,Getaway Inn,France,France,Europe
SO53475,46,6,14.694,0,9.1593,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Half-Finger Gloves, M",Warehouse,Getaway Inn,France,France,Europe
SO53475,47,2,1466.01,0,1554.9479,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Road-250 Black, 48",Warehouse,Getaway Inn,France,France,Europe
SO53475,48,1,672.294,0,713.0798,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,"Road-550-W Yellow, 40",Warehouse,Getaway Inn,France,France,Europe
SO53475,49,2,37.254,0,27.568,3/7/2013,March,3,1,2013,Varkey Chudukatil,Sales Representative,ML Road Pedal,Warehouse,Getaway Inn,France,France,Europe
SO53476,1,3,1430.442,0,1481.9379,3/7/2013,March,3,1,2013,Mitchell,Sales Representative,"Touring-1000 Blue, 60",Specialty Bike Shop,Thrilling Bike Tours,Southwest,United States,North America
SO53476,2,1,32.394,0,41.5723,3/7/2013,March,3,1,2013,Mitchell,Sales Representative,"Short-Sleeve Classic Jersey, S",Specialty Bike Shop,Thrilling Bike Tours,Southwest,United States,North America
SO53476,3,3,54.894,0,40.6216,3/7/2013,March,3,1,2013,Mitchell,Sales Representative,Front Derailleur,Specialty Bike Shop,Thrilling Bike Tours,Southwest,United States,North America
SO53530,4,12,14.2042,0.02,9.1593,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Half-Finger Gloves, S",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,5,5,24.294,0,17.9776,3/7/2013,March,3,1,2013,Carson,Sales Representative,LL Road Pedal,Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,6,13,20.2942,0.02,13.0863,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Sport-100 Helmet, Blue",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,7,7,72.162,0,53.3999,3/7/2013,March,3,1,2013,Carson,Sales Representative,HL Road Handlebars,Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,8,2,202.332,0,204.6251,3/7/2013,March,3,1,2013,Carson,Sales Representative,"LL Road Frame - Black, 58",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,9,16,29.6945,0.05,41.5723,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Short-Sleeve Classic Jersey, L",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,10,2,5.394,0,3.3623,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Racing Socks, M",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,11,2,5.394,0,3.3623,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Racing Socks, L",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,12,14,36.83,0.02,23.749,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Classic Vest, M",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53530,13,10,323.994,0,343.6496,3/7/2013,March,3,1,2013,Carson,Sales Representative,"Road-750 Black, 48",Warehouse,Sales and Supply Company,Southeast,United States,North America
SO53573,21,4,16.272,0,12.0413,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,LL Mountain Seat/Saddle,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,22,2,37.152,0,27.4925,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,ML Mountain Handlebars,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,23,2,23.484,0,17.3782,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,ML Mountain Seat/Saddle,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,24,3,1376.994,0,1251.9813,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,"Mountain-200 Black, 46",Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,25,4,48.594,0,35.9596,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,HL Mountain Pedal,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,26,3,153.894,0,113.8816,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,ML Crankset,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,27,4,32.394,0,23.9716,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,LL Bottom Bracket,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,28,4,818.7,0,747.2002,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,"HL Mountain Frame - Silver, 38",Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,29,2,149.874,0,136.785,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,"LL Mountain Frame - Black, 44",Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO53573,30,3,37.254,0,27.568,3/7/2013,March,3,1,2013,Saraiva,Sales Representative,ML Mountain Pedal,Warehouse,Metropolitan Bicycle Supply,United Kingdom,United Kingdom,Europe
SO55241,36,1,323.994,0,294.5797,4/6/2013,April,4,2,2013,Campbell,Sales Representative,"Mountain-500 Black, 42",Value Added Reseller,Latest Sports Equipment,Northwest,United States,North America
SO55242,1,2,29.994,0,38.4923,4/6/2013,April,4,2,2013,Blythe,Sales Representative,"Long-Sleeve Logo Jersey, L",Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,2,4,32.394,0,41.5723,4/6/2013,April,4,2,2013,Blythe,Sales Representative,"Short-Sleeve Classic Jersey, XL",Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,3,4,72,0,44.88,4/6/2013,April,4,2,2013,Blythe,Sales Representative,Hitch Rack - 4-Bike,Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,4,1,1430.442,0,1481.9379,4/6/2013,April,4,2,2013,Blythe,Sales Representative,"Touring-1000 Blue, 60",Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,5,2,5.394,0,6.9223,4/6/2013,April,4,2,2013,Blythe,Sales Representative,AWC Logo Cap,Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,6,2,728.91,0,755.1508,4/6/2013,April,4,2,2013,Blythe,Sales Representative,"Touring-2000 Blue, 54",Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55242,7,6,38.1,0,23.749,4/6/2013,April,4,2,2013,Blythe,Sales Representative,"Classic Vest, S",Specialty Bike Shop,Best o' Bikes,Central,United States,North America
SO55243,1,1,14.694,0,9.1593,4/6/2013,April,4,2,2013,Pak,Sales Representative,"Half-Finger Gloves, L",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO55243,2,1,858.9,0,868.6342,4/6/2013,April,4,2,2013,Pak,Sales Representative,"HL Road Frame - Black, 44",Warehouse,Citywide Service and Repair,Canada,Canada,North America
